,Hat information value,Clothes information value,Earring information value,Mouth information value,Eyes information value,Fur information value,Background information value,Type information value,Trait count information value,Unique Trait count,Token Id,Rarity score
71,6.493226437738368,5.929022497184009,0.5456938576325039,3.3130331008422287,5.783305666586391,4.86428623995661,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,72,0.472953307866401
72,5.860958222238855,2.2710180453633138,5.789619440518592,2.6380909958821968,4.1712983428510055,3.635245442610796,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,73,0.4353487162927442
73,6.6225094546833345,6.022596612496207,0.5456938576325039,3.3130331008422287,4.085291054144738,6.060267030462262,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,74,0.4703353334894854
74,7.513984997905165,2.2710180453633138,0.5456938576325039,6.950084112711839,6.3278887057917075,5.645229531183418,4.7959609673924195,1.7482965198524603,0.0006865072891326605,0,75,0.5485730672186698
75,5.929022497184009,6.556420264225562,4.82160955476303,6.535046613432995,4.960731356911348,3.4525844532410224,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,76,0.5545806594646527
76,5.5087672886341466,6.030052417415254,0.5456938576325039,4.341738684552732,3.0823814161012346,3.635245442610796,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,77,0.41661769075274147
77,5.529752313763482,6.213118518545633,0.5456938576325039,7.815154532625731,5.000457635226958,5.007799610568126,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,78,0.5228740341182743
78,6.679994949344095,5.35104642677896,0.5456938576325039,7.337107235821086,5.874316605093874,3.471492915791087,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,79,0.510314085417714
79,6.163077836046037,6.13065635835366,0.5456938576325039,4.341738684552732,3.0823814161012346,3.635245442610796,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,80,0.42766467881787723
80,2.0631323641566515,6.122663567600129,0.5456938576325039,2.6380909958821968,3.0823814161012346,4.887799834457496,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,81,0.35832429407865724
81,6.213118518545633,5.841149741158675,4.82160955476303,5.943029355177889,5.472762335178652,4.877675617183789,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,82,0.5685855140232806
82,5.6168849054894565,6.037546953962178,0.5456938576325039,2.6380909958821968,4.960731356911348,4.59460345811345,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,83,0.4360737221424615
83,5.529752313763482,5.841149741158675,3.9968006116188692,5.60014164165488,5.783305666586391,3.635245442610796,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,84,0.5275800370979963
84,5.22163001840115,5.589086453145884,0.5456938576325039,4.440115101278806,6.4426003646684,4.59460345811345,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,85,0.4734664325753875
85,6.22163001840115,5.589086453145884,0.5456938576325039,3.3130331008422287,5.000457635226958,5.007799610568126,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,86,0.45542510462444846
86,5.524477371722808,5.561813522995781,0.5456938576325039,4.783305666586391,5.346385049409097,4.59460345811345,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,87,0.46492992308037984
87,4.605701166996781,5.828093588333228,0.5456938576325039,4.440115101278806,4.1712983428510055,4.289354104372718,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,88,0.42788148698178335
88,5.22163001840115,6.841149741158675,0.5456938576325039,7.13065635835366,5.472762335178652,4.455091308851597,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,89,0.5165762124786845
89,5.860958222238855,6.589086453145884,0.5456938576325039,5.943029355177889,4.367480884864605,5.007799610568126,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,90,0.4961504953049812
90,2.0631323641566515,6.6225094546833345,0.5456938576325039,5.721642646702586,5.346385049409097,5.360414609313155,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,91,0.45351067064559114
91,2.0631323641566515,2.2710180453633138,3.9968006116188692,4.341738684552732,4.1712983428510055,3.4525844532410224,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,92,0.37335435929336513
92,6.291592576568718,6.022596612496207,0.5456938576325039,7.645229531183418,4.1712983428510055,4.887799834457496,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,93,0.5150013452390497
93,8.098947498626321,7.6225094546833345,0.5456938576325039,7.337107235821086,6.894589000120136,5.583590465391032,4.789619440518592,1.7482965198524603,0.0006865072891326605,0,94,0.6531148079212921
94,5.957173537498158,6.030052417415254,0.5456938576325039,2.6380909958821968,4.808728263466297,3.635245442610796,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,95,0.42420492571109497
95,5.5087672886341466,6.022596612496207,0.5456938576325039,3.3130331008422287,5.196244699981237,4.700668517608844,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,96,0.4497647791963226
96,2.0631323641566515,6.000457635226958,0.5456938576325039,2.6380909958821968,5.847722395082161,4.887799834457496,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,97,0.3988270748434617
97,2.0631323641566515,6.75214473509993,0.5456938576325039,3.3130331008422287,4.767641071423099,4.700668517608844,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,98,0.399609873182821
98,7.067920603005697,6.000457635226958,0.5456938576325039,2.6380909958821968,5.114714814484638,4.59460345811345,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,99,0.459272821808239
99,5.4626381179049455,5.561813522995781,0.5456938576325039,3.3130331008422287,4.808728263466297,4.700668517608844,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,100,0.4348385910793281
100,8.374581941239748,8.764528459555763,0.5456938576325039,4.005960610904346,4.35104642677896,6.030052417415254,4.780159111269526,1.7482965198524603,0.0006865072891326605,0,101,0.5915127489715385
101,2.0631323641566515,6.764528459555763,0.5456938576325039,5.0263196985389245,4.367480884864605,4.887799834457496,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,102,0.42442902641134467
102,5.55104709212671,7.789619440518592,0.5456938576325039,2.6380909958821968,5.114714814484638,3.471492915791087,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,103,0.44623502148050587
103,7.393690764187454,6.122663567600129,4.82160955476303,6.18788122704661,4.831346566128317,4.86428623995661,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,104,0.5847081499416995
104,2.0631323641566515,5.802330492268147,0.5456938576325039,5.943029355177889,5.114714814484638,5.007799610568126,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,105,0.43740965902786705
105,2.0631323641566515,2.2710180453633138,0.5456938576325039,4.341738684552732,5.783305666586391,4.887799834457496,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,106,0.3658833805110989
106,5.6168849054894565,6.230192031904574,3.9968006116188692,8.098947498626321,5.783305666586391,3.635245442610796,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,107,0.5734945608338101
107,5.4626381179049455,6.6225094546833345,0.5456938576325039,3.3130331008422287,3.0823814161012346,4.289354104372718,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,108,0.41961738174290236
108,6.291592576568718,2.2710180453633138,0.5456938576325039,2.6380909958821968,4.367480884864605,3.635245442610796,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,109,0.3644557060603793
109,5.22163001840115,2.2710180453633138,0.5456938576325039,2.6380909958821968,4.767641071423099,4.887799834457496,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,110,0.37389530845229735
110,5.22163001840115,6.374581941239749,3.9968006116188692,2.6380909958821968,4.1712983428510055,4.59460345811345,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,111,0.475662092746184
111,7.213118518545633,6.66831314429646,5.291592576568718,5.572660905232773,6.6112821992600805,5.052653846352387,4.7959609673924195,1.7482965198524603,0.0006865072891326605,0,112,0.6582256698385198
112,5.179565958834607,6.000457635226958,4.13668014598143,2.6380909958821968,5.472762335178652,5.360414609313155,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,113,0.5034745662650177
113,5.6168849054894565,6.66831314429646,0.5456938576325039,5.721642646702586,4.085291054144738,3.471492915791087,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,114,0.46236573267530395
114,5.567227019182145,6.13065635835366,4.13668014598143,2.6380909958821968,4.367480884864605,3.635245442610796,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,115,0.46766884107631396
115,2.0631323641566515,6.022596612496207,0.5456938576325039,6.535046613432995,5.783305666586391,3.635245442610796,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,116,0.4390695302306895
116,6.6225094546833345,5.35104642677896,0.5456938576325039,3.3130331008422287,5.7707604132672765,6.060267030462262,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,117,0.48585211997292344
117,5.567227019182145,2.2710180453633138,0.5456938576325039,3.3130331008422287,4.085291054144738,3.635245442610796,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,118,0.3589945186641714
118,6.6225094546833345,5.841149741158675,0.5456938576325039,4.341738684552732,5.314170424543927,3.4525844532410224,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,119,0.46166892620234457
119,4.605701166996781,2.2710180453633138,0.5456938576325039,5.388889777923633,3.0823814161012346,4.455091308851597,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,120,0.3737861805728244
120,5.957173537498158,2.2710180453633138,0.5456938576325039,3.3130331008422287,3.0823814161012346,3.635245442610796,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,121,0.34920893190097146
121,5.179565958834607,2.2710180453633138,0.5456938576325039,4.440115101278806,4.1712983428510055,3.635245442610796,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,122,0.372164331283493
122,7.556420264225562,7.950084112711839,0.5456938576325039,4.564517731924159,4.35104642677896,5.052653846352387,4.780159111269526,1.7482965198524603,0.0006865072891326605,0,123,0.5600768496244473
123,6.6225094546833345,6.42283710984697,0.5456938576325039,5.721642646702586,3.0823814161012346,4.455091308851597,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,124,0.47175174069814035
124,5.524477371722808,6.374581941239749,0.5456938576325039,5.943029355177889,3.0823814161012346,3.471492915791087,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,125,0.44416641483123726
125,2.0631323641566515,6.841149741158675,0.5456938576325039,5.943029355177889,5.472762335178652,5.55104709212671,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,126,0.466751115060498
126,2.0631323641566515,5.561813522995781,0.5456938576325039,2.6380909958821968,4.767641071423099,4.455091308851597,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,127,0.3680099309379236
127,2.0631323641566515,2.2710180453633138,0.5456938576325039,4.783305666586391,4.1712983428510055,3.4525844532410224,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,128,0.32717509690866675
128,2.0631323641566515,5.802330492268147,0.5456938576325039,4.341738684552732,5.7707604132672765,3.471492915791087,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,129,0.3989945433474956
129,5.957173537498158,5.561813522995781,0.5456938576325039,4.341738684552732,6.4426003646684,4.700668517608844,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,130,0.48361013476459574
130,6.493226437738368,5.802330492268147,0.5456938576325039,6.0833506435753035,3.0823814161012346,3.635245442610796,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,131,0.454380662666283
131,5.957173537498158,2.2710180453633138,3.9968006116188692,4.341738684552732,4.960731356911348,3.635245442610796,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,132,0.44786009037218183
132,6.77701940373896,2.2710180453633138,4.13668014598143,2.6380909958821968,4.1712983428510055,4.59460345811345,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,133,0.4391260723959698
133,6.1712983428510055,5.589086453145884,0.5456938576325039,4.440115101278806,5.196244699981237,4.86428623995661,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,134,0.4718324482566048
134,5.6168849054894565,6.000457635226958,0.5456938576325039,6.993152834603725,5.633824767911169,4.289354104372718,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,135,0.5074302093682116
135,6.163077836046037,5.90141026597615,4.967873426155367,5.60014164165488,3.0823814161012346,5.55104709212671,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,136,0.5413844617158665
136,5.567227019182145,5.35104642677896,0.5456938576325039,2.6380909958821968,4.367480884864605,3.635245442610796,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,137,0.39978102281634564
137,2.0631323641566515,6.022596612496207,4.967873426155367,2.6380909958821968,4.367480884864605,4.289354104372718,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,138,0.434556309168588
138,5.6168849054894565,6.230192031904574,0.5456938576325039,4.440115101278806,4.831346566128317,3.4525844532410224,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,139,0.4467090054682747
139,2.0631323641566515,5.251822047876117,0.5456938576325039,2.6380909958821968,3.0823814161012346,6.13065635835366,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,140,0.364024964642025
140,5.529752313763482,6.452584453241022,0.5456938576325039,5.60014164165488,4.367480884864605,4.455091308851597,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,141,0.47403937331767704
141,6.230192031904574,2.2710180453633138,0.5456938576325039,2.6380909958821968,4.1712983428510055,4.289354104372718,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,142,0.3690134281590476
142,5.529752313763482,6.374581941239749,4.82160955476303,6.535046613432995,3.0823814161012346,5.834606895291903,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,143,0.5541402838260077
143,5.860958222238855,6.6225094546833345,0.5456938576325039,3.3130331008422287,4.085291054144738,6.13065635835366,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,144,0.46841591000867533
144,5.529752313763482,6.000457635226958,0.5456938576325039,5.0263196985389245,3.0823814161012346,5.243131087612072,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,145,0.45198310392100854
145,6.163077836046037,2.2710180453633138,0.5456938576325039,6.535046613432995,4.767641071423099,4.700668517608844,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,146,0.44314212015266313
146,8.098947498626321,8.13065635835366,0.5456938576325039,8.922069736542243,6.950084112711839,4.860958222238855,4.7959609673924195,1.7482965198524603,0.0006865072891326605,0,147,0.6750632482519542
147,2.0631323641566515,6.482958102284541,0.5456938576325039,5.721642646702586,5.7707604132672765,4.455091308851597,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,148,0.4456420760792761
148,2.0631323641566515,2.2710180453633138,0.5456938576325039,4.564517731924159,4.35104642677896,4.709620118453373,4.674142223098657,1.7482965198524603,0.0006865072891326605,0,149,0.3819931748503622
