,Antenna information value,Hats information value,Faces information value,Heads information value,Body information value,Backgrounds information value,Trait count information value,Unique Trait count,Token Id,Rarity score
19,4.148161027150656,5.254289378011999,5.356975041986563,4.282087830355571,5.861447624847352,3.6047177958677663,0.0,0,19,0.45674440647041076
20,5.643856189774724,6.28771237954945,5.392894616241506,3.828280760912152,6.965784284662087,3.6510877590058004,0.0,0,20,0.5090065225169687
21,4.811978948583052,6.333516069162574,6.429731384421878,3.8868329432672653,5.519528054772523,3.6047177958677663,0.0,0,21,0.49004775031986286
22,4.356975041986563,6.55979192498625,6.310432456049533,4.351074440546879,5.493296513199343,3.4297313844218773,0.0,0,22,0.4886858420485752
23,4.580353247468567,5.895394956770689,5.392894616241506,4.282087830355571,6.0397848661058635,4.461163892258535,0.0,0,23,0.49109516307095513
24,4.356975041986563,5.861447624847352,5.55979192498625,4.282087830355571,5.912672948202524,3.4707287562940685,0.0,0,24,0.47174122130354584
25,4.673002535434241,5.895394956770689,5.310432456049533,3.828280760912152,5.764150423492437,3.6510877590058004,0.0,0,25,0.46659253109858667
26,4.886832943267265,6.058893689053568,6.310432456049533,4.282087830355571,5.779917739350753,3.640253953094529,0.0,0,26,0.49600967807683555
27,4.299027692777283,6.454822365384707,6.117787378107137,5.643856189774724,6.673002535434241,3.6047177958677663,0.0,0,27,0.5254064072968662
28,5.168771306825942,6.5328248773859805,6.28771237954945,3.828280760912152,5.519528054772523,4.594225422050124,0.0,0,28,0.5115976775963623
29,4.28771237954945,7.0782590139204995,5.310432456049533,5.9839316313723465,5.55979192498625,3.640253953094529,0.0,0,29,0.5104607473576427
30,5.168771306825942,5.573466861883326,5.442222328605074,3.8868329432672653,6.0397848661058635,3.6047177958677663,0.0,0,30,0.4761006252853846
31,4.270904091862896,6.965784284662087,5.930160374931366,3.7563309190331373,5.811978948583052,4.461163892258535,0.0,0,31,0.4998213274512299
32,4.28771237954945,5.9839316313723465,5.380821783940931,3.8365012677171206,6.20024953829911,4.473931188332412,0.0,0,32,0.4832680057925197
33,4.356975041986563,5.356975041986563,5.930160374931366,4.930160374931366,5.844768883700721,3.5597919249862504,0.0,0,33,0.48031492883689136
34,4.299027692777283,6.733123527871812,5.795859283219775,4.351074440546879,5.673002535434241,5.321928094887363,0.0,0,34,0.5154857329148576
35,4.28771237954945,6.6152870375779536,6.429731384421878,4.092955525127201,5.861447624847352,3.6047177958677663,0.0,0,35,0.49494315691215307
36,4.539519529959989,5.811978948583052,6.895394956770689,5.764150423492437,5.5328248773859805,3.640253953094529,0.0,0,36,0.515647667111073
37,4.580353247468567,6.733123527871812,6.28771237954945,3.7563309190331373,5.601211852366231,3.640253953094529,0.0,0,37,0.49025091772724
38,5.168771306825942,5.811978948583052,6.221623189091677,3.828280760912152,5.844768883700721,3.640253953094529,0.0,0,38,0.4889161599662754
39,4.270904091862896,6.243318260190996,5.764150423492437,5.643856189774724,5.55979192498625,3.5597919249862504,0.0,0,39,0.4973458035701857
40,4.28771237954945,5.254289378011999,5.493296513199343,3.7563309190331373,6.058893689053568,4.461163892258535,0.0,0,40,0.4696260652661065
41,4.299027692777283,6.930160374931366,6.097887820669432,3.787866492466244,5.673002535434241,3.4297313844218773,0.0,0,41,0.4841416508507316
42,5.168771306825942,5.356975041986563,5.895394956770689,3.840629153339797,5.601211852366231,3.6510877590058004,0.0,0,42,0.47286861057630636
43,4.216250016992825,5.356975041986563,5.795859283219775,3.8868329432672653,6.20024953829911,3.4707287562940685,0.0,0,43,0.46346101668287987
44,6.020925838854548,5.9839316313723465,5.356975041986563,3.787866492466244,6.673002535434241,3.6047177958677663,0.0,0,44,0.5035239152041515
45,4.28771237954945,5.629500896797655,5.912672948202524,3.840629153339797,7.158429362604483,3.925768605814208,0.0,0,45,0.49274595249329284
46,4.539519529959989,8.380821783940931,5.795859283219775,4.405069330187608,6.0397848661058635,3.4297313844218773,0.0,0,46,0.5221631493317375
47,4.811978948583052,5.467533417134262,6.50635266602479,4.351074440546879,5.748553568441418,4.473931188332412,0.0,0,47,0.502434511009537
48,4.539519529959989,5.587272661408357,5.50635266602479,4.282087830355571,6.861447624847352,3.640253953094529,0.0,0,48,0.48733412267270454
49,4.423526234895169,5.861447624847352,5.764150423492437,5.643856189774724,6.587272661408357,3.4707287562940685,0.0,0,49,0.5087079706504343
50,4.148161027150656,5.673002535434241,6.265344566520995,3.7641504234924366,5.764150423492437,4.316168825598678,0.0,0,50,0.479548224035699
51,4.148161027150656,6.733123527871812,5.965784284662087,3.8365012677171206,5.673002535434241,4.486812479629145,0.0,0,51,0.4941666342050594
52,5.454822365384707,5.587272661408357,5.442222328605074,3.8868329432672653,5.764150423492437,4.461163892258535,0.0,0,52,0.4902105225171193
53,4.811978948583052,5.673002535434241,7.828280760912152,4.282087830355571,5.861447624847352,3.4803574574918454,0.0,0,53,0.5116908020200658
54,5.137965260044767,5.254289378011999,5.673002535434241,4.930160374931366,5.748553568441418,3.925768605814208,0.0,0,54,0.4913845218520459
55,5.299027692777283,6.454822365384707,5.795859283219775,3.828280760912152,6.795859283219775,3.4707287562940685,0.0,0,55,0.5070031907680029
56,4.148161027150656,5.733123527871812,6.158429362604483,3.787866492466244,5.717856771218502,3.4707287562940685,0.0,0,56,0.4648912887476259
57,4.539519529959989,5.9839316313723465,5.392894616241506,3.8868329432672653,5.493296513199343,3.640253953094529,0.0,0,57,0.4636185687962823
58,4.270904091862896,6.265344566520995,5.658355759469839,5.764150423492437,6.795859283219775,4.473931188332412,0.0,0,58,0.5323812004294337
59,4.886832943267265,6.965784284662087,6.20024953829911,3.828280760912152,5.844768883700721,4.594225422050124,0.0,0,59,0.5178269390073238
60,5.368849142274855,6.673002535434241,5.454822365384707,3.7563309190331373,5.779917739350753,4.473931188332412,0.0,0,60,0.504796599961324
61,4.811978948583052,5.254289378011999,6.764150423492437,3.8868329432672653,5.764150423492437,3.6510877590058004,0.0,0,61,0.4827768107503444
62,5.643856189774724,5.467533417134262,6.795859283219775,3.840629153339797,5.811978948583052,3.4803574574918454,0.0,0,62,0.4973201948693308
63,4.299027692777283,5.9839316313723465,5.587272661408357,3.828280760912152,9.480357457491845,3.4803574574918454,0.0,0,63,0.5232597052857972
64,4.811978948583052,5.795859283219775,6.6152870375779536,6.454822365384707,5.658355759469839,3.4297313844218773,0.0,0,64,0.5249709478555726
65,4.339345147964772,6.673002535434241,5.493296513199343,4.480357457491845,6.158429362604483,4.486812479629145,0.0,0,65,0.5067895457076131
66,4.411195432984449,6.0782590139204995,6.795859283219775,4.351074440546879,6.0397848661058635,4.473931188332412,0.0,0,66,0.5151026299863758
67,4.539519529959989,6.673002535434241,5.454822365384707,3.7641504234924366,5.861447624847352,4.594225422050124,0.0,0,67,0.49486811325161323
68,4.148161027150656,5.356975041986563,7.0397848661058635,3.840629153339797,5.601211852366231,3.4803574574918454,0.0,0,68,0.47211637617039837
69,4.356975041986563,6.733123527871812,5.356975041986563,3.9345655540513667,5.878321443411748,3.925768605814208,0.0,0,69,0.48362980094547164
70,4.580353247468567,5.467533417134262,5.947862376664824,3.828280760912152,5.392894616241506,3.4707287562940685,0.0,0,70,0.4596279220423707
71,4.216250016992825,6.733123527871812,7.0397848661058635,4.092955525127201,6.221623189091677,3.6510877590058004,0.0,0,71,0.5119739028947665
72,4.673002535434241,5.429731384421878,6.28771237954945,4.351074440546879,5.844768883700721,3.9170249727422317,0.0,0,72,0.4887180912973036
73,4.356975041986563,5.795859283219775,5.380821783940931,3.9345655540513667,5.764150423492437,3.6510877590058004,0.0,0,73,0.46276509791232234
74,4.216250016992825,6.7027498788282935,6.5328248773859805,3.8868329432672653,6.058893689053568,3.640253953094529,0.0,0,74,0.49728159688966045
75,4.811978948583052,5.28771237954945,5.795859283219775,3.7641504234924366,5.811978948583052,3.6047177958677663,0.0,0,75,0.4658563114376329
76,4.216250016992825,6.673002535434241,6.764150423492437,7.158429362604483,6.405069330187608,3.4297313844218773,0.0,0,76,0.5551015225606459
77,5.454822365384707,6.158429362604483,5.7027498788282935,4.405069330187608,6.930160374931366,3.4707287562940685,0.0,0,77,0.5146517098548018
78,4.673002535434241,6.28771237954945,5.310432456049533,3.787866492466244,5.878321443411748,4.473931188332412,0.0,0,78,0.48724331477227145
79,4.539519529959989,5.811978948583052,5.673002535434241,4.405069330187608,5.601211852366231,3.925768605814208,0.0,0,79,0.4799579496092853
80,4.28771237954945,5.9839316313723465,6.356975041986563,3.8365012677171206,5.930160374931366,3.640253953094529,0.0,0,80,0.4812234132194128
81,4.148161027150656,6.0782590139204995,6.429731384421878,3.787866492466244,6.587272661408357,3.6510877590058004,0.0,0,81,0.49158701526041937
82,4.28771237954945,8.117787378107137,5.6152870375779536,3.8365012677171206,5.673002535434241,3.6510877590058004,0.0,0,82,0.49958189516375767
83,4.811978948583052,6.965784284662087,6.0782590139204995,3.840629153339797,5.493296513199343,4.473931188332412,0.0,0,83,0.5073124269467049
84,5.168771306825942,5.811978948583052,7.828280760912152,4.34519787421021,6.828280760912152,3.4707287562940685,0.0,0,84,0.5359811888861138
85,4.299027692777283,5.811978948583052,6.117787378107137,3.8365012677171206,5.5328248773859805,3.925768605814208,0.0,0,85,0.4730259238529251
86,4.811978948583052,5.828280760912152,6.158429362604483,3.9345655540513667,6.356975041986563,3.6510877590058004,0.0,0,86,0.49253132571807284
87,5.299027692777283,5.828280760912152,5.895394956770689,4.092955525127201,5.844768883700721,3.4803574574918454,0.0,0,87,0.4877162588690264
88,4.539519529959989,5.748553568441418,6.733123527871812,4.405069330187608,5.764150423492437,3.4297313844218773,0.0,0,88,0.4905899692755094
89,4.270904091862896,6.733123527871812,6.097887820669432,4.092955525127201,5.601211852366231,4.316168825598678,0.0,0,89,0.49847436058531436
90,4.9839316313723465,5.28771237954945,6.356975041986563,4.930160374931366,5.912672948202524,3.5597919249862504,0.0,0,90,0.4971764769187117
91,4.270904091862896,6.356975041986563,5.912672948202524,4.480357457491845,6.587272661408357,3.4803574574918454,0.0,0,91,0.49809445183674317
92,5.137965260044767,5.429731384421878,5.310432456049533,3.7641504234924366,5.601211852366231,3.9170249727422317,0.0,0,92,0.46720404257537307
93,5.299027692777283,6.265344566520995,6.733123527871812,3.8365012677171206,6.965784284662087,3.6047177958677663,0.0,0,93,0.5239850359142314
94,4.28771237954945,6.965784284662087,5.356975041986563,3.9345655540513667,5.878321443411748,4.473931188332412,0.0,0,94,0.4950302857925802
95,4.9839316313723465,6.265344566520995,5.392894616241506,4.405069330187608,5.733123527871812,3.6047177958677663,0.0,0,95,0.4868237834303802
96,4.356975041986563,5.9839316313723465,7.643856189774724,3.7641504234924366,6.405069330187608,3.9170249727422317,0.0,0,96,0.5138353592891598
97,4.442222328605074,6.0782590139204995,5.392894616241506,3.840629153339797,6.356975041986563,3.5597919249862504,0.0,0,97,0.4753792592598677
98,12.287712379549449,12.287712379549449,12.287712379549449,12.287712379549449,12.287712379549449,3.4297313844218773,0.0,5,98,6.945446142430719
99,4.740817919661812,5.811978948583052,5.392894616241506,3.8868329432672653,5.5328248773859805,3.925768605814208,0.0,0,99,0.4692965150448681
100,5.168771306825942,6.587272661408357,5.629500896797655,4.092955525127201,5.811978948583052,3.9170249727422317,0.0,0,100,0.5000004800482684
101,4.580353247468567,5.254289378011999,6.20024953829911,3.840629153339797,5.878321443411748,3.9170249727422317,0.0,0,101,0.4753807918124974
102,5.168771306825942,5.28771237954945,5.417347659966045,4.930160374931366,5.844768883700721,3.9170249727422317,0.0,0,102,0.48971898904092004
103,6.020925838854548,6.6152870375779536,5.55979192498625,3.7641504234924366,5.930160374931366,3.4803574574918454,0.0,0,103,0.5026147375178677
104,4.411195432984449,6.058893689053568,5.417347659966045,3.828280760912152,5.9839316313723465,3.925768605814208,0.0,0,104,0.47465260162539713
105,7.965784284662087,8.828280760912152,12.287712379549449,12.287712379549449,12.287712379549449,3.4297313844218773,0.0,3,105,4.458319075840373
106,4.148161027150656,6.673002535434241,5.310432456049533,3.8868329432672653,6.158429362604483,3.5597919249862504,0.0,0,106,0.47643474631523436
107,4.740817919661812,5.454822365384707,6.587272661408357,3.9345655540513667,5.392894616241506,3.5597919249862504,0.0,0,107,0.47536953342722105
108,4.811978948583052,5.828280760912152,7.828280760912152,3.840629153339797,6.795859283219775,4.486812479629145,0.0,0,108,0.5382018584812749
109,4.28771237954945,7.380821783940931,5.587272661408357,3.9345655540513667,5.9839316313723465,4.473931188332412,0.0,0,109,0.5070617834116461
110,5.368849142274855,5.673002535434241,6.117787378107137,3.828280760912152,5.493296513199343,3.4297313844218773,0.0,0,110,0.47922730592621593
111,4.148161027150656,5.748553568441418,5.587272661408357,5.643856189774724,6.480357457491845,3.6510877590058004,0.0,0,111,0.5008301587208958
112,4.539519529959989,5.629500896797655,5.795859283219775,3.9345655540513667,5.5328248773859805,3.4707287562940685,0.0,0,112,0.46307814875061293
113,4.423526234895169,5.467533417134262,5.356975041986563,3.7563309190331373,6.0397848661058635,3.4803574574918454,0.0,0,113,0.45701404120980954
114,4.740817919661812,5.254289378011999,6.587272661408357,4.282087830355571,5.9839316313723465,3.4803574574918454,0.0,0,114,0.4859213619602914
115,4.148161027150656,5.811978948583052,6.795859283219775,3.787866492466244,6.058893689053568,3.4707287562940685,0.0,0,115,0.4818314974829963
116,4.411195432984449,6.28771237954945,5.392894616241506,3.828280760912152,5.673002535434241,3.5597919249862504,0.0,0,116,0.4670816568461799
117,4.299027692777283,6.333516069162574,5.795859283219775,3.7641504234924366,5.601211852366231,3.4297313844218773,0.0,0,117,0.4682131014248362
118,4.423526234895169,5.811978948583052,5.454822365384707,3.7641504234924366,6.861447624847352,3.6047177958677663,0.0,0,118,0.4793826481787218
119,5.168771306825942,6.55979192498625,5.442222328605074,3.7641504234924366,5.930160374931366,3.640253953094529,0.0,0,119,0.4887507071302514
120,4.356975041986563,6.480357457491845,5.454822365384707,3.8868329432672653,6.265344566520995,3.925768605814208,0.0,0,120,0.48658376901221906
121,4.28771237954945,5.573466861883326,6.380821783940931,3.7563309190331373,6.221623189091677,3.640253953094529,0.0,0,121,0.47841438163781225
122,4.356975041986563,5.629500896797655,5.795859283219775,3.840629153339797,5.844768883700721,3.5597919249862504,0.0,0,122,0.4650732843538363
123,4.740817919661812,8.380821783940931,6.265344566520995,3.828280760912152,5.658355759469839,3.6510877590058004,0.0,0,123,0.5211044666010407
124,4.339345147964772,6.0782590139204995,5.7027498788282935,4.480357457491845,5.601211852366231,3.4803574574918454,0.0,0,124,0.47556364984615773
125,4.423526234895169,6.587272661408357,5.947862376664824,3.7641504234924366,6.405069330187608,3.640253953094529,0.0,0,125,0.49296099125747767
126,4.673002535434241,7.0782590139204995,5.380821783940931,4.930160374931366,6.861447624847352,3.640253953094529,0.0,0,126,0.5217331098583936
127,4.356975041986563,6.058893689053568,5.658355759469839,3.840629153339797,6.058893689053568,4.316168825598678,0.0,0,127,0.48529906360693564
128,5.168771306825942,7.333516069162574,6.587272661408357,5.643856189774724,5.519528054772523,5.321928094887363,0.0,0,128,0.5699735899588033
129,4.811978948583052,5.467533417134262,5.895394956770689,3.7563309190331373,5.519528054772523,3.6047177958677663,0.0,0,129,0.46552123646648946
130,5.454822365384707,5.861447624847352,5.493296513199343,3.7563309190331373,5.861447624847352,3.925768605814208,0.0,0,130,0.48631160140343804
131,4.539519529959989,6.243318260190996,5.912672948202524,5.643856189774724,5.5328248773859805,3.4297313844218773,0.0,0,131,0.5015132406996886
132,4.339345147964772,5.28771237954945,5.861447624847352,3.7563309190331373,5.493296513199343,3.5597919249862504,0.0,0,132,0.45338376622295135
133,12.287712379549449,12.287712379549449,12.287712379549449,12.287712379549449,12.287712379549449,3.5597919249862504,0.0,5,133,6.947529946764076
134,4.539519529959989,5.733123527871812,6.587272661408357,3.8365012677171206,6.828280760912152,4.486812479629145,0.0,0,134,0.5128821042869863
135,4.216250016992825,5.587272661408357,5.310432456049533,4.092955525127201,6.117787378107137,4.486812479629145,0.0,0,135,0.47763414276404464
136,5.454822365384707,5.861447624847352,5.673002535434241,3.787866492466244,5.844768883700721,3.4297313844218773,0.0,0,136,0.481481438547312
137,4.442222328605074,6.480357457491845,6.50635266602479,4.405069330187608,5.601211852366231,3.4297313844218773,0.0,0,137,0.49451206261735337
138,4.539519529959989,5.861447624847352,5.930160374931366,3.8868329432672653,6.429731384421878,4.461163892258535,0.0,0,138,0.49841995224435326
139,5.168771306825942,5.454822365384707,6.265344566520995,6.965784284662087,7.0782590139204995,4.486812479629145,0.0,0,139,0.5674889550576839
140,4.216250016992825,5.28771237954945,6.158429362604483,4.405069330187608,5.601211852366231,3.9170249727422317,0.0,0,140,0.4740162177704372
141,4.580353247468567,6.0782590139204995,6.20024953829911,4.351074440546879,5.717856771218502,3.9170249727422317,0.0,0,141,0.49418959123315304
142,4.423526234895169,5.467533417134262,5.442222328605074,3.8365012677171206,5.601211852366231,4.486812479629145,0.0,0,142,0.46876282349658716
143,4.216250016992825,6.058893689053568,5.764150423492437,3.7563309190331373,5.811978948583052,3.5597919249862504,0.0,0,143,0.46731426573773455
144,4.811978948583052,5.467533417134262,5.861447624847352,3.787866492466244,5.493296513199343,3.4707287562940685,0.0,0,144,0.4629155731914546
145,5.299027692777283,6.28771237954945,6.20024953829911,3.840629153339797,6.587272661408357,5.321928094887363,0.0,0,145,0.5373203089890143
146,4.216250016992825,6.0397848661058635,6.380821783940931,3.7641504234924366,5.811978948583052,3.4297313844218773,0.0,0,146,0.4749297731010601
147,4.423526234895169,5.811978948583052,5.392894616241506,3.8365012677171206,5.9839316313723465,3.4803574574918454,0.0,0,147,0.4634977799309362
148,4.411195432984449,5.795859283219775,8.587272661408358,3.7641504234924366,5.733123527871812,3.4803574574918454,0.0,0,148,0.5090440583376623
149,4.886832943267265,5.28771237954945,5.380821783940931,3.840629153339797,5.912672948202524,3.4297313844218773,0.0,0,149,0.460440987166425
150,4.299027692777283,5.587272661408357,6.733123527871812,3.787866492466244,5.844768883700721,4.594225422050124,0.0,0,150,0.49421309034849836
151,4.539519529959989,6.243318260190996,6.733123527871812,4.34519787421021,5.392894616241506,3.4803574574918454,0.0,0,151,0.49242067656556915
152,4.339345147964772,5.811978948583052,5.454822365384707,4.34519787421021,5.55979192498625,7.002310160687201,0.0,0,152,0.5209240270119654
153,4.539519529959989,6.454822365384707,5.417347659966045,4.930160374931366,5.764150423492437,7.0782590139204995,0.0,0,153,0.5476934625506751
154,4.442222328605074,5.28771237954945,6.587272661408357,3.828280760912152,5.844768883700721,4.594225422050124,0.0,0,154,0.49001854642100234
155,4.411195432984449,5.467533417134262,6.20024953829911,4.092955525127201,6.221623189091677,4.486812479629145,0.0,0,155,0.49475919192675827
156,4.270904091862896,6.673002535434241,6.587272661408357,6.405069330187608,5.779917739350753,4.594225422050124,0.0,0,156,0.5497143311930262
157,4.811978948583052,6.243318260190996,5.493296513199343,3.7563309190331373,5.673002535434241,4.594225422050124,0.0,0,157,0.48982100019222097
158,4.216250016992825,6.158429362604483,5.493296513199343,3.7641504234924366,5.764150423492437,3.4707287562940685,0.0,0,158,0.46250146956744076
159,4.356975041986563,6.0397848661058635,7.764150423492437,3.7641504234924366,6.7027498788282935,7.0782590139204995,0.0,0,159,0.5720756067629535
160,4.411195432984449,5.429731384421878,5.7027498788282935,7.333516069162574,6.117787378107137,3.6047177958677663,0.0,0,160,0.5223059318176941
161,5.137965260044767,6.673002535434241,5.795859283219775,7.333516069162574,5.844768883700721,4.461163892258535,0.0,0,161,0.5647088823869412
162,4.339345147964772,5.573466861883326,6.20024953829911,3.840629153339797,6.0397848661058635,3.925768605814208,0.0,0,162,0.4793602301571968
163,4.28771237954945,6.480357457491845,5.380821783940931,3.8365012677171206,5.811978948583052,3.925768605814208,0.0,0,163,0.47621829486125555
164,7.002310160687201,6.5328248773859805,5.356975041986563,4.282087830355571,5.601211852366231,3.640253953094529,0.0,0,164,0.5193573717798621
165,4.740817919661812,5.733123527871812,5.454822365384707,4.480357457491845,5.5328248773859805,3.6510877590058004,0.0,0,165,0.47413375359337845
166,4.216250016992825,6.356975041986563,6.587272661408357,4.34519787421021,6.429731384421878,3.6510877590058004,0.0,0,166,0.5060729103625423
167,5.368849142274855,5.28771237954945,6.28771237954945,3.787866492466244,7.643856189774724,3.925768605814208,0.0,0,167,0.5175325120495885
168,4.339345147964772,7.333516069162574,7.117787378107137,4.34519787421021,6.20024953829911,3.4803574574918454,0.0,0,168,0.525778746109512
169,4.886832943267265,6.480357457491845,6.356975041986563,3.840629153339797,5.55979192498625,3.640253953094529,0.0,0,169,0.49290820733879526
170,4.339345147964772,6.673002535434241,5.764150423492437,3.9345655540513667,6.480357457491845,3.4707287562940685,0.0,0,170,0.49126291880489903
171,4.764150423492437,5.356975041986563,5.454822365384707,3.9345655540513667,5.947862376664824,3.5597919249862504,0.0,0,171,0.4649233603747301
172,5.137965260044767,5.629500896797655,5.50635266602479,4.405069330187608,5.861447624847352,3.6510877590058004,0.0,0,172,0.4837210342462184
173,4.411195432984449,6.587272661408357,5.795859283219775,4.34519787421021,6.7027498788282935,3.6510877590058004,0.0,0,173,0.5045804498172556
174,4.148161027150656,5.454822365384707,5.55979192498625,3.8365012677171206,7.002310160687201,4.486812479629145,0.0,0,174,0.48847912016696843
175,4.339345147964772,5.811978948583052,5.392894616241506,3.8365012677171206,5.601211852366231,3.6510877590058004,0.0,0,175,0.4587525935517438
176,4.580353247468567,6.265344566520995,5.895394956770689,3.8365012677171206,5.861447624847352,3.5597919249862504,0.0,0,176,0.4806353960679828
177,5.299027692777283,5.519528054772523,6.55979192498625,4.480357457491845,5.5328248773859805,3.4707287562940685,0.0,0,177,0.4944690239632251
178,4.411195432984449,5.573466861883326,5.895394956770689,3.787866492466244,7.158429362604483,3.640253953094529,0.0,0,178,0.48812997038465267
179,4.299027692777283,5.28771237954945,6.0782590139204995,3.8868329432672653,5.519528054772523,3.9170249727422317,0.0,0,179,0.464446188957339
180,4.339345147964772,5.454822365384707,5.629500896797655,3.7563309190331373,6.405069330187608,3.6047177958677663,0.0,0,180,0.4676730024436238
181,4.339345147964772,6.158429362604483,5.795859283219775,3.8868329432672653,6.117787378107137,3.4297313844218773,0.0,0,181,0.47629592140088634
182,4.28771237954945,5.795859283219775,5.310432456049533,4.282087830355571,5.844768883700721,4.316168825598678,0.0,0,182,0.47804300541140116
183,4.411195432984449,5.454822365384707,5.795859283219775,3.7563309190331373,5.673002535434241,3.4803574574918454,0.0,0,183,0.4577680281613742
184,4.442222328605074,5.748553568441418,5.587272661408357,3.7563309190331373,5.717856771218502,4.316168825598678,0.0,0,184,0.47373915529585
185,4.580353247468567,5.356975041986563,5.947862376664824,4.930160374931366,6.221623189091677,4.594225422050124,0.0,0,185,0.506788843245597
186,4.356975041986563,6.265344566520995,5.380821783940931,3.787866492466244,5.878321443411748,3.9170249727422317,0.0,0,186,0.47402673426751957
187,4.442222328605074,6.405069330187608,5.356975041986563,4.480357457491845,5.861447624847352,3.4707287562940685,0.0,0,187,0.48092325901550026
188,4.423526234895169,6.333516069162574,5.417347659966045,3.9345655540513667,5.811978948583052,3.640253953094529,0.0,0,188,0.4736235314797146
189,4.886832943267265,5.629500896797655,6.097887820669432,4.282087830355571,5.844768883700721,4.461163892258535,0.0,0,189,0.4999161726099866
190,4.673002535434241,5.467533417134262,7.764150423492437,4.480357457491845,5.392894616241506,3.5597919249862504,0.0,0,190,0.5020869363541922
191,5.643856189774724,5.356975041986563,6.28771237954945,3.9345655540513667,5.601211852366231,3.4707287562940685,0.0,0,191,0.48538131338246904
192,4.411195432984449,6.0397848661058635,5.764150423492437,3.8868329432672653,5.779917739350753,4.486812479629145,0.0,0,192,0.48656122480341957
193,5.454822365384707,5.28771237954945,7.333516069162574,5.643856189774724,5.764150423492437,3.6510877590058004,0.0,0,193,0.5308847620204284
194,4.356975041986563,6.795859283219775,6.310432456049533,3.7641504234924366,7.002310160687201,3.4707287562940685,0.0,0,194,0.5078984567433329
195,4.148161027150656,5.861447624847352,5.930160374931366,3.8365012677171206,5.861447624847352,3.6047177958677663,0.0,0,195,0.468516538507079
196,5.368849142274855,6.265344566520995,6.356975041986563,4.34519787421021,5.717856771218502,4.486812479629145,0.0,0,196,0.521366059803778
197,4.339345147964772,6.0782590139204995,7.158429362604483,5.643856189774724,6.587272661408357,3.925768605814208,0.0,0,197,0.5404623681481546
198,4.28771237954945,5.454822365384707,5.417347659966045,4.480357457491845,5.493296513199343,3.640253953094529,0.0,0,198,0.461007994537287
199,4.9839316313723465,5.673002535434241,7.158429362604483,4.282087830355571,5.601211852366231,3.4297313844218773,0.0,0,199,0.4987329997958737
200,4.356975041986563,5.519528054772523,5.795859283219775,5.643856189774724,5.878321443411748,3.6047177958677663,0.0,0,200,0.4934596350910322
201,4.886832943267265,6.0397848661058635,6.930160374931366,3.840629153339797,6.828280760912152,3.5597919249862504,0.0,0,201,0.5140672337725736
202,4.356975041986563,5.454822365384707,6.28771237954945,4.34519787421021,5.844768883700721,3.6510877590058004,0.0,0,202,0.4797018170826837
