,Head information value,Face information value,Body information value,Skin information value,Background information value,Trait count information value,Unique Trait count,Token Id,Rarity score
61,4.67055987517944,3.2092504806153417,5.151858816727005,1.7464109730194697,2.793462554770351,0.0,0,61,0.41163009829955843
62,4.645967886997048,7.05155391093132,5.57848429028106,4.691378346686994,2.793462554770351,0.0,0,62,0.5800463883092127
63,5.683014873752367,5.222825338081148,5.4033975837229695,3.6039155054366545,2.793462554770351,0.0,0,63,0.5319240704228255
64,5.123289664530234,3.3627555992256237,4.9377340113741575,3.782252746695167,2.9691665192108148,0.0,0,64,0.4726232124463655
65,5.502933257273884,3.3627555992256237,5.777793098504468,1.7464109730194697,2.9691665192108148,0.0,0,65,0.4535043780254262
66,5.140363177889176,4.382933481163254,5.609848461190396,1.7464109730194697,2.48555668855391,0.0,0,66,0.4536461831447321
67,6.641909670422694,4.699790586503194,6.084220099851642,3.782252746695167,2.94771809994678,0.0,0,67,0.5658747237031537
68,5.151858816727005,3.532680600667936,5.716763665106908,1.7464109730194697,2.6778122174076993,0.0,0,68,0.44100585602704473
69,5.151858816727005,5.067794551938531,5.742603670042167,2.7415177121129175,2.48555668855391,0.0,0,69,0.4963802400307735
70,5.009118644610923,3.2534569567348117,5.175128596049852,2.7415177121129175,2.48555668855391,0.0,0,70,0.4372401888721858
71,6.641909670422694,3.2092504806153417,5.691378346686994,1.7464109730194697,3.347805257759652,0.0,0,71,0.48343560507794225
72,6.625790005059417,4.699790586503194,5.1289584146169265,1.7464109730194697,2.9691665192108148,0.0,0,72,0.495930111765258
73,5.123289664530234,3.2534569567348117,5.291094614098177,1.7464109730194697,2.6778122174076993,0.0,0,73,0.4238238147352866
74,6.625790005059417,4.413739527944428,5.291094614098177,2.7415177121129175,2.793462554770351,0.0,0,74,0.5122225775969238
75,6.641909670422694,5.222825338081148,5.699790586503194,2.9021101016434363,2.6778122174076993,0.0,0,75,0.5421807027668566
76,4.645967886997048,4.163446791002217,6.272153050444717,2.7415177121129175,3.347805257759652,0.0,0,76,0.4959482481343376
77,4.957771764610703,3.532680600667936,5.57848429028106,8.658211482751796,2.6778122174076993,0.0,0,77,0.5951353564610823
78,6.625790005059417,5.540214273353343,5.4523071842039155,6.641909670422694,2.48555668855391,0.0,0,78,0.6265452807171766
79,5.112018552195214,4.795715006501729,5.625790005059417,2.7415177121129175,2.48555668855391,0.0,0,79,0.4863367506543169
80,5.140363177889176,3.532680600667936,5.4523071842039155,7.658211482751795,2.793462554770351,0.0,0,80,0.57574018339311
81,5.151858816727005,3.3627555992256237,5.222825338081148,4.691378346686994,2.48555668855391,0.0,0,81,0.4899391190182905
82,4.993521789559904,3.2534569567348117,5.73393880891504,1.7464109730194697,2.793462554770351,0.0,0,82,0.43386714439964935
83,4.67055987517944,4.382933481163254,4.9377340113741575,1.7464109730194697,2.9691665192108148,0.0,0,83,0.43822469402382885
84,5.169275869804414,4.382933481163254,4.9377340113741575,3.656163654102936,2.6778122174076993,0.0,0,84,0.4878201116092525
85,8.658211482751796,4.163446791002217,5.691378346686994,1.7464109730194697,2.48555668855391,0.0,0,85,0.5328233558151628
86,4.957771764610703,3.3627555992256237,5.625790005059417,4.393129248269142,3.347805257759652,0.0,0,86,0.5080444997560836
87,6.625790005059417,3.3627555992256237,5.100834813702538,1.7464109730194697,3.6459678869970475,0.0,0,87,0.47980468924923747
88,5.046180738832468,4.319981575535332,5.05155391093132,2.9021101016434363,2.94771809994678,0.0,0,88,0.4747865026434575
89,7.625790005059417,3.3627555992256237,5.291094614098177,2.9021101016434363,2.94771809994678,0.0,0,89,0.5184038428719807
90,5.57848429028106,5.019611018428566,6.832240882526844,3.656163654102936,2.94771809994678,0.0,0,90,0.5630244119200599
91,6.625790005059417,3.532680600667936,7.163446791002217,2.9021101016434363,2.793462554770351,0.0,0,91,0.5392065941379459
92,5.009118644610923,4.163446791002217,5.4523071842039155,3.6039155054366545,2.9691665192108148,0.0,0,92,0.4965822468106785
93,4.645967886997048,5.222825338081148,6.988360084444126,2.7415177121129175,2.6778122174076993,0.0,0,93,0.5218478048198407
94,5.169275869804414,3.2534569567348117,6.641909670422694,2.9021101016434363,2.94771809994678,0.0,0,94,0.48994136578432473
95,4.993521789559904,3.532680600667936,5.228899852490833,2.7415177121129175,2.6778122174076993,0.0,0,95,0.4491793085280501
96,7.389722646825892,4.163446791002217,7.658211482751795,3.656163654102936,3.347805257759652,0.0,0,96,0.6141195006340708
97,4.67055987517944,4.319981575535332,6.175128596049852,3.656163654102936,3.6459678869970475,0.0,0,97,0.5263296190848215
98,5.157641169321011,3.2092504806153417,5.73393880891504,1.7464109730194697,3.347805257759652,0.0,0,98,0.4496622232023546
99,5.674699605540364,4.795715006501729,5.228899852490833,2.9021101016434363,2.9691665192108148,0.0,0,99,0.5053116098167092
100,6.641909670422694,5.100834813702538,5.699790586503194,2.7415177121129175,2.94771809994678,0.0,0,100,0.5418837312511507
101,5.342856041787918,4.163446791002217,5.100834813702538,3.782252746695167,3.5573102671766508,0.0,0,101,0.5141223342909222
102,5.163446791002217,4.382933481163254,5.725325678610332,3.656163654102936,2.793462554770351,0.0,0,102,0.5088428628361217
103,5.151858816727005,3.2534569567348117,6.641909670422694,1.7464109730194697,3.6459678869970475,0.0,0,103,0.4788171688914744
104,5.046180738832468,7.05155391093132,5.222825338081148,2.9021101016434363,2.48555668855391,0.0,0,104,0.531961807809194
105,4.9179707565527275,3.2092504806153417,6.272153050444717,3.656163654102936,2.793462554770351,0.0,0,105,0.48840766403873653
106,5.123289664530234,3.3627555992256237,5.625790005059417,1.7464109730194697,2.94771809994678,0.0,0,106,0.44054759918650976
107,4.645967886997048,3.2092504806153417,5.525186064121011,1.7464109730194697,2.6778122174076993,0.0,0,107,0.41709033425773256
108,5.609848461190396,4.795715006501729,5.05155391093132,2.7415177121129175,2.6778122174076993,0.0,0,108,0.48905063170375473
109,5.169275869804414,3.532680600667936,5.777793098504468,7.658211482751795,3.347805257759652,0.0,0,109,0.59702831277462
110,6.641909670422694,5.067794551938531,5.525186064121011,1.7464109730194697,2.9691665192108148,0.0,0,110,0.514210582620756
111,5.151858816727005,4.699790586503194,5.151858816727005,2.7415177121129175,2.48555668855391,0.0,0,111,0.47392063718099897
112,5.609848461190396,4.70401517236492,6.641909670422694,3.6039155054366545,3.6459678869970475,0.0,0,112,0.5670405277035023
113,5.674699605540364,3.2534569567348117,5.73393880891504,2.7415177121129175,2.48555668855391,0.0,0,113,0.4659227165148644
114,5.57848429028106,4.795715006501729,6.362755599225624,3.656163654102936,3.347805257759652,0.0,0,114,0.5561537178282568
115,5.019611018428566,7.05155391093132,6.869715587945507,3.656163654102936,2.9691665192108148,0.0,0,115,0.5989127989052523
116,5.112018552195214,3.917970756552728,5.625790005059417,2.7415177121129175,2.48555668855391,0.0,0,116,0.46577475686409764
117,5.683014873752367,3.532680600667936,6.869715587945507,4.393129248269142,2.793462554770351,0.0,0,117,0.5451687988069774
118,4.645967886997048,8.658211482751796,5.525186064121011,1.7464109730194697,2.793462554770351,0.0,0,118,0.5474466468333059
119,5.140363177889176,3.917970756552728,5.625790005059417,1.7464109730194697,2.48555668855391,0.0,0,119,0.44312743496652396
120,4.645967886997048,5.019611018428566,6.641909670422694,4.393129248269142,3.5573102671766508,0.0,0,120,0.5682650348387416
121,6.641909670422694,3.532680600667936,5.716763665106908,3.782252746695167,3.6459678869970475,0.0,0,121,0.5462832112252373
122,4.957771764610703,4.795715006501729,5.57848429028106,3.83455474836509,2.9691665192108148,0.0,0,122,0.5185496438591514
123,5.019611018428566,5.067794551938531,5.222825338081148,2.9021101016434363,3.6459678869970475,0.0,0,123,0.5120516731755822
124,5.140363177889176,4.413739527944428,6.084220099851642,2.9021101016434363,2.94771809994678,0.0,0,124,0.503380372586392
125,5.03549406003522,4.413739527944428,5.151858816727005,1.7464109730194697,2.6778122174076993,0.0,0,125,0.4456861108994248
126,5.112018552195214,4.319981575535332,5.650037551306094,3.6039155054366545,2.94771809994678,0.0,0,126,0.5067893234683515
127,4.993521789559904,3.3627555992256237,6.641909670422694,3.656163654102936,3.347805257759652,0.0,0,127,0.5154214276822425
128,5.123289664530234,3.532680600667936,6.641909670422694,4.691378346686994,2.9691665192108148,0.0,0,128,0.5378229344475578
129,4.993521789559904,4.163446791002217,8.658211482751796,1.7464109730194697,2.9691665192108148,0.0,0,129,0.5278044224988686
130,5.658211482751795,3.2534569567348117,5.691378346686994,4.393129248269142,2.48555668855391,0.0,0,130,0.5032300181733697
131,5.57848429028106,3.532680600667936,4.9377340113741575,1.7464109730194697,2.94771809994678,0.0,0,131,0.43907325494891986
132,5.410283969308209,4.319981575535332,4.9377340113741575,4.393129248269142,2.9691665192108148,0.0,0,132,0.5160806187780629
133,5.157641169321011,4.163446791002217,5.175128596049852,1.7464109730194697,3.347805257759652,0.0,0,133,0.458924518549151
134,5.609848461190396,3.917970756552728,5.459431618637297,2.7415177121129175,2.94771809994678,0.0,0,134,0.4843663630875154
135,5.658211482751795,3.917970756552728,5.291094614098177,2.7415177121129175,3.6459678869970475,0.0,0,135,0.4979130237384563
136,5.410283969308209,3.2534569567348117,6.641909670422694,3.782252746695167,2.94771809994678,0.0,0,136,0.5162053881903842
137,5.140363177889176,5.540214273353343,5.777793098504468,3.83455474836509,3.5573102671766508,0.0,0,137,0.5587144497012959
138,4.9179707565527275,3.3627555992256237,4.9377340113741575,3.656163654102936,3.5573102671766508,0.0,0,138,0.4786374914849266
139,5.163446791002217,3.2092504806153417,5.222825338081148,1.7464109730194697,2.94771809994678,0.0,0,139,0.42845248413314063
140,6.247278381805687,5.540214273353343,6.641909670422694,3.782252746695167,3.6459678869970475,0.0,0,140,0.6057394084316854
141,5.342856041787918,3.2534569567348117,5.850856560694191,1.7464109730194697,3.6459678869970475,0.0,0,141,0.46476028913972856
142,6.247278381805687,5.716763665106908,5.525186064121011,3.782252746695167,2.48555668855391,0.0,0,142,0.5565311974747227
143,7.25966210626152,3.2092504806153417,5.742603670042167,3.6039155054366545,2.9691665192108148,0.0,0,143,0.5337508829085819
144,5.123289664530234,5.067794551938531,5.650037551306094,3.83455474836509,2.6778122174076993,0.0,0,144,0.5236517317608724
145,5.342856041787918,4.163446791002217,5.459431618637297,2.9021101016434363,2.48555668855391,0.0,0,145,0.47679778017850355
146,4.9179707565527275,3.917970756552728,4.9377340113741575,3.656163654102936,3.6459678869970475,0.0,0,146,0.49372082361289826
147,4.957771764610703,4.413739527944428,5.716763665106908,4.393129248269142,3.5573102671766508,0.0,0,147,0.5397037963600463
148,5.683014873752367,6.96789598188441,5.625790005059417,2.7415177121129175,2.48555668855391,0.0,0,148,0.5505982875979364
149,4.993521789559904,4.413739527944428,5.609848461190396,1.7464109730194697,2.6778122174076993,0.0,0,149,0.4554317135177992
150,6.641909670422694,3.2534569567348117,5.284753087224351,1.7464109730194697,3.347805257759652,0.0,0,150,0.4749456004177076
151,5.112018552195214,3.532680600667936,5.481018480845443,2.9021101016434363,2.793462554770351,0.0,0,151,0.4643325751018133
152,5.019611018428566,5.100834813702538,5.601943263105049,3.6039155054366545,2.6778122174076993,0.0,0,152,0.5154673623882109
153,4.637862837359992,4.382933481163254,5.151858816727005,1.7464109730194697,3.6459678869970475,0.0,0,153,0.4583295276949726
154,6.641909670422694,4.319981575535332,5.284753087224351,1.7464109730194697,2.94771809994678,0.0,0,154,0.4905575317236588
155,6.658211482751795,3.2534569567348117,6.641909670422694,3.782252746695167,2.48555668855391,0.0,0,155,0.5346127063948274
156,5.502933257273884,3.2092504806153417,5.151858816727005,2.7415177121129175,2.6778122174076993,0.0,0,156,0.4517313389365344
157,4.637862837359992,3.532680600667936,4.9377340113741575,3.83455474836509,2.793462554770351,0.0,0,157,0.46234147380309476
158,5.03549406003522,4.163446791002217,5.291094614098177,2.7415177121129175,2.48555668855391,0.0,0,158,0.46189204958648983
159,4.637862837359992,3.532680600667936,6.832240882526844,2.9021101016434363,2.48555668855391,0.0,0,159,0.4776657085972531
160,4.9179707565527275,3.917970756552728,5.601943263105049,2.9021101016434363,2.94771809994678,0.0,0,160,0.4752589701288574
161,5.019611018428566,4.319981575535332,5.601943263105049,7.658211482751795,2.793462554770351,0.0,0,161,0.5948600907344628
162,4.67055987517944,5.100834813702538,6.084220099851642,2.7415177121129175,2.48555668855391,0.0,0,162,0.4938820439083045
163,5.123289664530234,3.3627555992256237,5.609848461190396,1.7464109730194697,3.347805257759652,0.0,0,163,0.4495465755157906
164,6.641909670422694,3.2534569567348117,5.100834813702538,4.393129248269142,2.9691665192108148,0.0,0,164,0.5237690600459451
165,5.112018552195214,5.046180738832468,5.1289584146169265,1.7464109730194697,2.94771809994678,0.0,0,165,0.4680806450013861
166,5.157641169321011,4.382933481163254,5.57848429028106,3.782252746695167,2.48555668855391,0.0,0,166,0.5010077306292753
167,4.9179707565527275,5.067794551938531,5.650037551306094,1.7464109730194697,2.793462554770351,0.0,0,167,0.472634406456259
168,5.046180738832468,3.2092504806153417,6.272153050444717,2.9021101016434363,2.48555668855391,0.0,0,168,0.46653369549503493
169,5.019611018428566,4.382933481163254,5.222825338081148,3.782252746695167,2.48555668855391,0.0,0,169,0.48944259389078476
170,5.140363177889176,3.3627555992256237,5.777793098504468,3.782252746695167,3.347805257759652,0.0,0,170,0.5015723312824143
171,5.046180738832468,3.532680600667936,5.609848461190396,1.7464109730194697,2.793462554770351,0.0,0,171,0.4387348753605588
172,7.389722646825892,4.699790586503194,6.641909670422694,3.6039155054366545,3.6459678869970475,0.0,0,172,0.6086368082217455
173,4.637862837359992,3.3627555992256237,7.658211482751795,1.7464109730194697,2.9691665192108148,0.0,0,173,0.4772898696862931
174,4.978091748990298,5.046180738832468,5.601943263105049,1.7464109730194697,2.9691665192108148,0.0,0,174,0.47652585177521
175,4.978091748990298,3.2092504806153417,5.691378346686994,4.393129248269142,2.48555668855391,0.0,0,175,0.48626198787236713
176,6.641909670422694,4.382933481163254,5.716763665106908,1.7464109730194697,2.94771809994678,0.0,0,176,0.5021524986094291
177,6.641909670422694,3.2534569567348117,5.459431618637297,2.7415177121129175,2.6778122174076993,0.0,0,177,0.4866537087117039
178,4.957771764610703,4.699790586503194,6.272153050444717,1.7464109730194697,2.6778122174076993,0.0,0,178,0.47681036812173044
179,5.140363177889176,3.532680600667936,5.978091748990298,1.7464109730194697,2.6778122174076993,0.0,0,179,0.4468584186430011
180,5.019611018428566,4.382933481163254,5.1289584146169265,1.7464109730194697,3.5573102671766508,0.0,0,180,0.4646589891237415
181,4.978091748990298,4.163446791002217,7.163446791002217,4.691378346686994,2.793462554770351,0.0,0,181,0.5572993036302956
182,7.389722646825892,4.795715006501729,6.175128596049852,4.393129248269142,3.347805257759652,0.0,0,182,0.6114524777339754
183,7.658211482751795,3.2092504806153417,5.05155391093132,2.9021101016434363,2.94771809994678,0.0,0,183,0.5099558746578869
184,5.151858816727005,5.222825338081148,5.716763665106908,1.7464109730194697,2.6778122174076993,0.0,0,184,0.48059910382933047
185,6.641909670422694,5.019611018428566,7.163446791002217,3.656163654102936,2.6778122174076993,0.0,0,185,0.5893721741717862
186,5.151858816727005,3.532680600667936,6.362755599225624,1.7464109730194697,2.9691665192108148,0.0,0,186,0.46296408302019226
187,4.637862837359992,6.641909670422694,5.175128596049852,6.641909670422694,2.48555668855391,0.0,0,187,0.5992912866589005
188,4.957771764610703,5.067794551938531,5.481018480845443,2.7415177121129175,2.48555668855391,0.0,0,188,0.4857056844335159
189,5.157641169321011,3.2092504806153417,5.100834813702538,2.9021101016434363,2.6778122174076993,0.0,0,189,0.4462092870567999
190,5.674699605540364,5.046180738832468,5.650037551306094,2.7415177121129175,2.6778122174076993,0.0,0,190,0.5104572778404689
191,6.641909670422694,3.2534569567348117,6.869715587945507,2.7415177121129175,2.48555668855391,0.0,0,191,0.515187183274926
192,4.957771764610703,4.795715006501729,5.481018480845443,2.9021101016434363,2.48555668855391,0.0,0,192,0.48309399178207746
193,4.978091748990298,3.2534569567348117,5.609848461190396,2.9021101016434363,3.347805257759652,0.0,0,193,0.4706581027759738
194,4.993521789559904,4.413739527944428,6.084220099851642,3.782252746695167,2.6778122174076993,0.0,0,194,0.5142358499158403
195,5.609848461190396,4.699790586503194,5.4033975837229695,2.7415177121129175,2.9691665192108148,0.0,0,195,0.5018710351775602
196,4.9179707565527275,3.2092504806153417,5.175128596049852,4.393129248269142,2.793462554770351,0.0,0,196,0.47997294282174735
197,4.637862837359992,4.699790586503194,5.291094614098177,2.9021101016434363,2.94771809994678,0.0,0,197,0.47973012354641636
198,4.9179707565527275,3.532680600667936,5.699790586503194,3.656163654102936,3.347805257759652,0.0,0,198,0.4955621921460473
199,5.502933257273884,4.699790586503194,5.459431618637297,2.7415177121129175,2.9691665192108148,0.0,0,199,0.5006790954056701
200,5.683014873752367,3.532680600667936,6.641909670422694,2.7415177121129175,3.347805257759652,0.0,0,200,0.5141276626254054
201,5.140363177889176,5.046180738832468,5.525186064121011,1.7464109730194697,3.347805257759652,0.0,0,201,0.4873990764711467
202,5.609848461190396,3.532680600667936,5.699790586503194,2.7415177121129175,2.9691665192108148,0.0,0,202,0.4814736617972659
203,6.658211482751795,3.2092504806153417,5.4033975837229695,1.7464109730194697,2.48555668855391,0.0,0,203,0.4568722745601095
204,4.993521789559904,3.2534569567348117,5.813862353211989,3.782252746695167,3.6459678869970475,0.0,0,204,0.5034017072072497
205,5.03549406003522,4.70401517236492,5.525186064121011,1.7464109730194697,2.48555668855391,0.0,0,205,0.45672787112832675
206,5.502933257273884,3.532680600667936,5.609848461190396,2.7415177121129175,2.6778122174076993,0.0,0,206,0.4700368400508576
207,4.978091748990298,4.795715006501729,5.813862353211989,3.6039155054366545,2.94771809994678,0.0,0,207,0.5186342205640195
208,6.625790005059417,3.2092504806153417,5.625790005059417,2.7415177121129175,2.6778122174076993,0.0,0,208,0.4891376148861198
209,5.502933257273884,4.382933481163254,7.163446791002217,2.9021101016434363,3.347805257759652,0.0,0,209,0.5458065942979525
210,5.658211482751795,3.917970756552728,5.4033975837229695,1.7464109730194697,2.48555668855391,0.0,0,210,0.4500487700167984
211,4.67055987517944,3.532680600667936,5.73393880891504,3.83455474836509,2.9691665192108148,0.0,0,211,0.48587532004398154
212,5.019611018428566,4.70401517236492,5.228899852490833,2.7415177121129175,2.6778122174076993,0.0,0,212,0.47723009980685605
213,6.641909670422694,3.532680600667936,5.222825338081148,3.6039155054366545,2.6778122174076993,0.0,0,213,0.5078545494272261
214,4.993521789559904,4.319981575535332,5.777793098504468,1.7464109730194697,3.347805257759652,0.0,0,214,0.47286483129718554
215,5.410283969308209,5.100834813702538,5.625790005059417,3.6039155054366545,3.347805257759652,0.0,0,215,0.5408731045351737
216,7.389722646825892,3.532680600667936,5.175128596049852,1.7464109730194697,2.793462554770351,0.0,0,216,0.48345084700498137
217,5.163446791002217,8.658211482751796,5.151858816727005,1.7464109730194697,3.5573102671766508,0.0,0,217,0.5687173955603352
218,5.674699605540364,3.3627555992256237,5.05155391093132,2.9021101016434363,2.48555668855391,0.0,0,218,0.4562596554228493
219,5.03549406003522,3.3627555992256237,5.05155391093132,1.7464109730194697,2.48555668855391,0.0,0,219,0.4142123064762483
220,6.658211482751795,3.532680600667936,5.716763665106908,1.7464109730194697,3.347805257759652,0.0,0,220,0.49198882390463433
221,5.123289664530234,5.019611018428566,5.57848429028106,3.83455474836509,2.793462554770351,0.0,0,221,0.5235560026153877
222,5.502933257273884,5.100834813702538,5.978091748990298,1.7464109730194697,3.6459678869970475,0.0,0,222,0.5147674385891601
223,4.637862837359992,3.532680600667936,5.813862353211989,4.691378346686994,3.5573102671766508,0.0,0,223,0.5208313801220109
224,4.637862837359992,3.532680600667936,5.978091748990298,1.7464109730194697,2.94771809994678,0.0,0,224,0.44140967226715216
225,5.112018552195214,3.3627555992256237,4.9377340113741575,1.7464109730194697,2.793462554770351,0.0,0,225,0.420551613824754
226,6.641909670422694,5.067794551938531,6.272153050444717,3.656163654102936,3.6459678869970475,0.0,0,226,0.5923014830501175
227,5.140363177889176,5.067794551938531,6.869715587945507,1.7464109730194697,2.9691665192108148,0.0,0,227,0.5105323108055416
228,5.112018552195214,3.2534569567348117,6.445217759417596,2.7415177121129175,2.48555668855391,0.0,0,228,0.4694037635724415
