,Gender information value,Background information value,Eyewear information value,Hats information value,Clothing information value,Mouth information value,Fur information value,Eyes information value,Earring information value,Trait count information value,Unique Trait count,Token Id,Rarity score
40,1.0,3.061300186760664,0.6987635592347685,5.895394956770689,5.820106829466452,6.587272661408357,4.717856771218502,3.6896598793878495,0.3778192957794075,1.1555339986339044,0,40,0.5284519508968136
41,1.0,3.061300186760664,0.6987635592347685,5.473931188332412,5.310432456049533,4.840629153339797,3.3974481025283403,3.20024953829911,5.339345147964772,1.7312063248775211,0,41,0.5452579974809442
42,1.0,3.009262921328968,0.6987635592347685,5.435963338133392,5.411195432984449,5.658355759469839,4.173970213500261,3.6896598793878495,0.3778192957794075,1.1555339986339044,0,42,0.4901325411185569
43,1.0,3.022097333064992,5.304718804855139,2.230397501766746,5.947862376664824,3.1405074546072203,4.163591067720262,5.993091630657823,0.3778192957794075,1.1555339986339044,0,43,0.5177545843419677
44,1.0,3.0162493516450746,3.380821783940931,5.869859864663551,4.904008087075397,5.795859283219775,4.173970213500261,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,44,0.5112404688535515
45,1.0,3.022097333064992,0.6987635592347685,2.230397501766746,5.34519787421021,3.079478021209661,3.519528054772523,5.636660688370521,0.3778192957794075,2.554697057863487,0,45,0.4397609566590383
46,1.0,3.022097333064992,0.6987635592347685,2.230397501766746,2.432843996289213,3.974829424265094,4.210896782498619,3.6896598793878495,0.3778192957794075,5.748553568441418,0,46,0.43849957076625407
47,1.0,3.012751907408848,0.6987635592347685,4.740817919661812,4.717856771218502,5.710283551513701,3.4965494909944312,3.6896598793878495,5.339345147964772,1.7312063248775211,0,47,0.5466018582388663
48,1.0,2.99884630538363,0.6987635592347685,5.539519529959989,3.9105018491608976,5.573466861883326,3.3974481025283403,3.3233715117570313,0.3778192957794075,1.1555339986339044,0,48,0.4479371373142054
49,1.0,2.99884630538363,3.380821783940931,5.184424571137428,5.820106829466452,4.0303245368567975,3.4965494909944312,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,49,0.4755388227620729
50,1.0,3.061300186760664,0.6987635592347685,5.173970213500261,5.34519787421021,3.1405074546072203,4.173970213500261,3.3233715117570313,0.3778192957794075,1.1555339986339044,0,50,0.4395335064191226
51,1.0,3.061300186760664,0.6987635592347685,5.148161027150656,5.486812479629145,3.079478021209661,4.748553568441418,5.493296513199343,0.3778192957794075,1.1555339986339044,0,51,0.48435535690510334
52,1.0,3.061300186760664,0.6987635592347685,4.930160374931366,4.904008087075397,3.1405074546072203,4.2792837574788685,5.493296513199343,0.3778192957794075,1.1555339986339044,0,52,0.4649962470295389
53,1.0,3.024443179176788,0.6987635592347685,5.058893689053568,5.461163892258535,4.102837036641166,3.519528054772523,5.993091630657823,0.3778192957794075,1.1555339986339044,0,53,0.48663474138400725
54,1.0,3.0162493516450746,6.9839316313723465,5.148161027150656,2.432843996289213,3.079478021209661,4.299027692777283,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,54,0.46709968681215513
55,1.0,3.012751907408848,0.6987635592347685,5.002310160687201,2.432843996289213,3.1405074546072203,3.3974481025283403,3.6896598793878495,0.3778192957794075,2.554697057863487,0,55,0.40520987889866755
56,1.0,3.009262921328968,0.6987635592347685,5.248793390257147,5.237863830098888,3.079478021209661,3.519528054772523,5.772012541265407,0.3778192957794075,1.1555339986339044,0,56,0.4659310597196185
57,1.0,2.99884630538363,0.6987635592347685,5.058893689053568,4.717856771218502,4.140507454607221,3.4965494909944312,5.539519529959989,4.125321050792545,1.7312063248775211,0,57,0.5365180403087721
58,1.0,3.024443179176788,0.6987635592347685,6.0782590139204995,4.698997743967186,5.710283551513701,3.542878542049904,5.636660688370521,0.3778192957794075,1.1555339986339044,0,58,0.5111580050645942
59,1.0,3.022097333064992,0.6987635592347685,5.173970213500261,3.9105018491608976,3.079478021209661,6.673002535434241,5.50635266602479,0.3778192957794075,1.1555339986339044,0,59,0.4899243075860181
60,1.0,3.0162493516450746,0.6987635592347685,2.230397501766746,5.772012541265407,4.0303245368567975,6.673002535434241,5.993091630657823,6.0397848661058635,1.1555339986339044,0,60,0.5861820804212092
61,1.0,3.012751907408848,0.6987635592347685,5.499809820158018,5.392894616241506,4.0303245368567975,3.4965494909944312,5.636660688370521,4.125321050792545,1.7312063248775211,0,61,0.5544004113644232
62,1.0,3.022097333064992,3.380821783940931,5.405069330187608,4.904008087075397,3.079478021209661,3.4965494909944312,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,62,0.4495507230033877
63,1.0,2.99884630538363,0.6987635592347685,4.658355759469839,2.432843996289213,4.752437002928646,3.3974481025283403,3.3233715117570313,0.3778192957794075,2.554697057863487,0,63,0.41942493901314964
64,1.0,3.024443179176788,0.6987635592347685,5.429731384421878,2.432843996289213,4.783886641553699,3.3974481025283403,5.580353247468567,0.3778192957794075,2.554697057863487,0,64,0.46882810574775957
65,1.0,2.99884630538363,5.173970213500261,5.993091630657823,5.237863830098888,4.752437002928646,3.4965494909944312,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,65,0.5194383978504649
66,1.0,3.0162493516450746,0.6987635592347685,2.230397501766746,5.921390165303634,3.079478021209661,3.4965494909944312,3.20024953829911,0.3778192957794075,2.554697057863487,0,66,0.409513757617786
67,1.0,3.022097333064992,0.6987635592347685,2.230397501766746,2.432843996289213,4.140507454607221,4.210896782498619,3.20024953829911,4.125321050792545,2.554697057863487,0,67,0.4421809128092054
68,1.0,3.0162493516450746,0.6987635592347685,5.435963338133392,5.011587974275212,3.1405074546072203,4.210896782498619,5.787866492466244,4.125321050792545,1.7312063248775211,0,68,0.5469401540006708
69,1.0,2.99884630538363,3.380821783940931,5.405069330187608,5.820106829466452,3.079478021209661,4.163591067720262,1.6789955255288762,5.629500896797655,4.03268380973072,0,69,0.595467908229119
70,1.0,2.99884630538363,3.380821783940931,2.230397501766746,2.432843996289213,4.0350469470992,4.166178862209418,1.6789955255288762,0.3778192957794075,2.554697057863487,0,70,0.39798604564513734
71,1.0,3.024443179176788,5.173970213500261,5.168771306825942,6.04930764022437,4.0350469470992,3.519528054772523,1.6789955255288762,5.265344566520995,4.03268380973072,0,71,0.623632796496618
72,1.0,3.022097333064992,5.836501267717121,5.194955238629597,2.432843996289213,4.768076126706236,4.662003536484984,3.20024953829911,0.3778192957794075,1.1555339986339044,0,72,0.5067778028761856
73,1.0,3.024443179176788,0.6987635592347685,5.168771306825942,6.861447624847352,5.717856771218502,3.4965494909944312,3.20024953829911,0.3778192957794075,1.1555339986339044,0,73,0.4915881884767914
74,1.0,3.022097333064992,4.546245393148302,5.148161027150656,5.011587974275212,3.974829424265094,4.173970213500261,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,74,0.49100339794386716
75,1.0,2.99884630538363,0.6987635592347685,6.148161027150656,5.878321443411748,4.0350469470992,3.3974481025283403,5.636660688370521,6.673002535434241,1.7312063248775211,0,75,0.6116137177978128
76,1.0,3.0162493516450746,0.6987635592347685,5.467533417134262,4.717856771218502,6.687799537362322,3.542878542049904,5.50635266602479,5.265344566520995,1.7312063248775211,0,76,0.6025914594275413
77,1.0,3.009262921328968,0.6987635592347685,5.132894270497345,5.956795501434833,4.0350469470992,4.2792837574788685,5.50635266602479,0.3778192957794075,1.1555339986339044,0,77,0.49879863601844526
78,1.0,3.009262921328968,0.6987635592347685,5.132894270497345,5.011587974275212,3.079478021209661,3.4965494909944312,3.3233715117570313,0.3778192957794075,1.1555339986339044,0,78,0.420876872987178
79,1.0,3.0162493516450746,0.6987635592347685,2.230397501766746,3.9105018491608976,3.1405074546072203,4.662003536484984,3.20024953829911,6.965784284662087,1.1555339986339044,0,79,0.4800365069471493
80,1.0,3.024443179176788,0.6987635592347685,5.205563338195578,5.310432456049533,6.658355759469839,3.542878542049904,5.594225422050124,0.3778192957794075,1.1555339986339044,0,80,0.521475686376369
81,1.0,2.99884630538363,7.50635266602479,5.058893689053568,5.930160374931366,3.079478021209661,4.580353247468567,5.493296513199343,0.3778192957794075,1.7312063248775211,0,81,0.6045516630176372
82,1.0,2.99884630538363,0.6987635592347685,4.740817919661812,2.432843996289213,4.676687582242097,4.299027692777283,5.519528054772523,0.3778192957794075,2.554697057863487,0,82,0.4691330523070283
83,1.0,3.022097333064992,0.6987635592347685,5.132894270497345,5.580353247468567,4.840629153339797,3.519528054772523,5.454822365384707,0.3778192957794075,1.1555339986339044,0,83,0.49288525636195046
84,1.0,3.022097333064992,0.6987635592347685,4.740817919661812,5.912672948202524,4.840629153339797,3.519528054772523,3.3233715117570313,0.3778192957794075,1.1555339986339044,0,84,0.45779986912908255
85,1.0,3.012751907408848,0.6987635592347685,2.230397501766746,5.956795501434833,3.079478021209661,4.173970213500261,5.993091630657823,0.3778192957794075,2.554697057863487,0,85,0.4655901516576664
86,1.0,2.99884630538363,0.6987635592347685,5.248793390257147,5.34519787421021,5.658355759469839,3.519528054772523,5.772012541265407,0.3778192957794075,1.1555339986339044,0,86,0.5087756143362488
87,1.0,3.012751907408848,0.6987635592347685,5.002310160687201,5.02561753417927,3.974829424265094,4.173970213500261,3.20024953829911,4.125321050792545,1.7312063248775211,0,87,0.5115003416578631
88,1.0,3.009262921328968,4.546245393148302,5.044538396076498,5.310432456049533,5.710283551513701,3.3974481025283403,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,88,0.5092780866601934
89,1.0,3.061300186760664,0.6987635592347685,2.230397501766746,5.580353247468567,4.0350469470992,4.748553568441418,3.20024953829911,0.3778192957794075,2.554697057863487,0,89,0.4401218890818254
90,1.0,3.009262921328968,5.836501267717121,4.658355759469839,2.432843996289213,6.658355759469839,3.3974481025283403,3.20024953829911,0.3778192957794075,1.1555339986339044,0,90,0.5079993553720689
91,1.0,3.0162493516450746,4.546245393148302,6.733123527871812,2.432843996289213,6.658355759469839,4.748553568441418,1.6789955255288762,5.265344566520995,1.7312063248775211,0,91,0.6054244967153355
92,1.0,3.061300186760664,5.304718804855139,6.088040034713085,5.02561753417927,4.783886641553699,3.4965494909944312,5.539519529959989,0.3778192957794075,1.7312063248775211,0,92,0.5829716523424728
93,1.0,3.012751907408848,0.6987635592347685,2.230397501766746,2.432843996289213,3.079478021209661,4.210896782498619,3.547931769776189,0.3778192957794075,5.748553568441418,0,93,0.42174432321041266
94,1.0,3.024443179176788,0.6987635592347685,5.168771306825942,6.020925838854548,4.0350469470992,4.210896782498619,3.6896598793878495,0.3778192957794075,1.1555339986339044,0,94,0.470459306841948
95,1.0,3.024443179176788,0.6987635592347685,5.473931188332412,3.9105018491608976,3.974829424265094,4.2792837574788685,3.20024953829911,0.3778192957794075,1.1555339986339044,0,95,0.43384802603095546
96,1.0,3.009262921328968,3.3349711323629614,4.740817919661812,2.432843996289213,5.717856771218502,4.665660560093073,1.6789955255288762,6.0397848661058635,1.7312063248775211,0,96,0.5500310534501011
97,1.0,3.012751907408848,3.3349711323629614,4.740817919661812,5.486812479629145,3.079478021209661,3.519528054772523,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,97,0.44773073831777066
98,1.0,3.0162493516450746,0.6987635592347685,5.168771306825942,5.392894616241506,4.102837036641166,4.662003536484984,5.454822365384707,0.3778192957794075,1.1555339986339044,0,98,0.4968442583763235
99,1.0,2.99884630538363,0.6987635592347685,5.205563338195578,5.310432456049533,4.0303245368567975,3.542878542049904,5.50635266602479,0.3778192957794075,1.1555339986339044,0,99,0.4775790591317579
100,1.0,3.061300186760664,0.6987635592347685,2.230397501766746,2.432843996289213,4.140507454607221,3.519528054772523,3.547931769776189,0.3778192957794075,5.748553568441418,0,100,0.42844064209341864
101,1.0,3.0162493516450746,0.6987635592347685,5.132894270497345,3.9105018491608976,6.828280760912152,3.4965494909944312,5.454822365384707,5.265344566520995,1.7312063248775211,0,101,0.584988425861098
102,1.0,3.012751907408848,0.6987635592347685,5.058893689053568,5.011587974275212,4.140507454607221,4.2792837574788685,3.547931769776189,4.125321050792545,1.7312063248775211,0,102,0.5220878521832515
103,1.0,3.024443179176788,3.3349711323629614,2.230397501766746,3.9105018491608976,4.102837036641166,4.166178862209418,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,103,0.4000040426302671
104,1.0,3.022097333064992,5.173970213500261,5.058893689053568,2.432843996289213,4.102837036641166,3.4965494909944312,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,104,0.44031979094410756
105,1.0,3.012751907408848,3.3349711323629614,5.002310160687201,4.717856771218502,4.587272661408357,4.665660560093073,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,105,0.4820996920569517
106,1.0,3.061300186760664,0.6987635592347685,2.230397501766746,5.011587974275212,3.079478021209661,3.3974481025283403,3.547931769776189,0.3778192957794075,2.554697057863487,0,106,0.39964769928700583
107,1.0,3.024443179176788,0.6987635592347685,5.539519529959989,6.04930764022437,3.079478021209661,3.519528054772523,5.580353247468567,0.3778192957794075,1.1555339986339044,0,107,0.4807531266010651
108,1.0,3.022097333064992,0.6987635592347685,4.740817919661812,5.237863830098888,4.676687582242097,3.542878542049904,3.3233715117570313,4.125321050792545,1.7312063248775211,0,108,0.5139659805869308
109,1.0,3.061300186760664,0.6987635592347685,5.448508591452505,5.442222328605074,4.783886641553699,4.662003536484984,3.20024953829911,0.3778192957794075,1.1555339986339044,0,109,0.4776394716736235
110,1.0,2.99884630538363,0.6987635592347685,5.248793390257147,5.442222328605074,3.1405074546072203,4.580353247468567,3.3233715117570313,0.3778192957794075,1.1555339986339044,0,110,0.44779207077350197
111,1.0,3.012751907408848,3.3349711323629614,6.1791879227712805,6.04930764022437,5.878321443411748,4.665660560093073,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,111,0.5429349290462929
112,1.0,2.99884630538363,5.173970213500261,2.230397501766746,5.442222328605074,5.573466861883326,3.542878542049904,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,112,0.4671331521996425
113,1.0,3.012751907408848,7.50635266602479,2.230397501766746,7.058893689053568,4.102837036641166,4.717856771218502,3.6896598793878495,0.3778192957794075,1.1555339986339044,0,113,0.5580482535948857
114,1.0,3.061300186760664,3.3349711323629614,4.658355759469839,5.392894616241506,4.140507454607221,4.580353247468567,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,114,0.47965882584138186
115,1.0,2.99884630538363,3.3349711323629614,2.230397501766746,4.717856771218502,4.676687582242097,4.580353247468567,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,115,0.4283416240939325
116,1.0,3.009262921328968,0.6987635592347685,5.499809820158018,2.432843996289213,4.0350469470992,3.542878542049904,5.993091630657823,0.3778192957794075,2.554697057863487,0,116,0.4666541274588676
117,1.0,3.061300186760664,3.380821783940931,5.002310160687201,5.34519787421021,4.0303245368567975,4.580353247468567,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,117,0.48337239117427194
118,1.0,2.99884630538363,3.380821783940931,5.044538396076498,2.432843996289213,4.840629153339797,4.748553568441418,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,118,0.44286634604524994
119,1.0,2.99884630538363,0.6987635592347685,4.740817919661812,5.921390165303634,5.658355759469839,3.519528054772523,5.947862376664824,6.795859283219775,1.7312063248775211,0,119,0.6246661803467654
120,1.0,3.022097333064992,0.6987635592347685,5.173970213500261,5.310432456049533,3.079478021209661,3.519528054772523,3.20024953829911,0.3778192957794075,1.1555339986339044,0,120,0.42492166094761274
121,1.0,2.99884630538363,0.6987635592347685,2.230397501766746,5.02561753417927,4.140507454607221,4.662003536484984,5.454822365384707,4.125321050792545,1.1555339986339044,0,121,0.5042436476883871
122,1.0,3.024443179176788,0.6987635592347685,4.930160374931366,2.432843996289213,3.079478021209661,4.166178862209418,3.547931769776189,0.3778192957794075,2.554697057863487,0,122,0.4133041278757222
123,1.0,3.009262921328968,4.546245393148302,5.405069330187608,7.058893689053568,4.102837036641166,4.2792837574788685,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,123,0.5314286446383752
124,1.0,3.024443179176788,5.392894616241506,2.230397501766746,8.702749878828293,3.1405074546072203,4.580353247468567,3.3233715117570313,0.3778192957794075,1.1555339986339044,0,124,0.5272408518236059
125,1.0,3.022097333064992,0.6987635592347685,5.895394956770689,2.432843996289213,3.1405074546072203,4.2792837574788685,3.20024953829911,0.3778192957794075,2.554697057863487,0,125,0.42594297140582604
126,1.0,3.061300186760664,5.304718804855139,5.539519529959989,5.310432456049533,4.102837036641166,4.210896782498619,5.974829424265094,0.3778192957794075,1.7312063248775211,0,126,0.586252521878047
127,1.0,2.99884630538363,3.380821783940931,5.173970213500261,2.432843996289213,4.102837036641166,3.542878542049904,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,127,0.4138202005995146
128,1.0,2.99884630538363,3.380821783940931,2.230397501766746,5.486812479629145,4.768076126706236,3.542878542049904,1.6789955255288762,6.795859283219775,1.7312063248775211,0,128,0.5382221815757611
129,1.0,3.061300186760664,0.6987635592347685,6.04930764022437,4.717856771218502,4.752437002928646,4.166178862209418,3.20024953829911,0.3778192957794075,1.1555339986339044,0,129,0.4672182759580375
130,1.0,3.024443179176788,0.6987635592347685,5.362899875943668,5.392894616241506,4.768076126706236,3.3974481025283403,5.594225422050124,0.3778192957794075,1.1555339986339044,0,130,0.49271973975900313
131,1.0,3.0162493516450746,5.173970213500261,5.184424571137428,5.411195432984449,4.587272661408357,4.717856771218502,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,131,0.5264549793699351
132,1.0,3.022097333064992,0.6987635592347685,5.993091630657823,5.237863830098888,5.658355759469839,3.4965494909944312,3.6896598793878495,0.3778192957794075,1.1555339986339044,0,132,0.48563656683424905
133,1.0,3.0162493516450746,0.6987635592347685,2.230397501766746,5.947862376664824,3.974829424265094,4.321928094887363,3.547931769776189,6.0397848661058635,1.1555339986339044,0,133,0.5113123816861684
134,1.0,2.99884630538363,0.6987635592347685,5.499809820158018,5.411195432984449,6.643856189774724,3.3974481025283403,3.20024953829911,4.125321050792545,1.7312063248775211,0,134,0.5557200210522435
135,1.0,2.99884630538363,0.6987635592347685,5.205563338195578,5.351074440546879,3.079478021209661,4.321928094887363,5.787866492466244,0.3778192957794075,1.1555339986339044,0,135,0.47998658940970734
136,1.0,3.061300186760664,3.3349711323629614,5.044538396076498,5.237863830098888,4.102837036641166,4.662003536484984,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,136,0.48406420642398285
137,1.0,3.009262921328968,0.6987635592347685,5.362899875943668,4.698997743967186,4.0303245368567975,3.3974481025283403,3.20024953829911,0.3778192957794075,1.1555339986339044,0,137,0.43122117489098166
138,1.0,3.0162493516450746,5.304718804855139,5.499809820158018,5.486812479629145,4.783886641553699,3.4965494909944312,3.3233715117570313,5.265344566520995,4.03268380973072,0,138,0.6598410616629259
139,1.0,3.061300186760664,0.6987635592347685,2.230397501766746,5.392894616241506,4.768076126706236,4.2792837574788685,3.6896598793878495,5.265344566520995,1.1555339986339044,0,139,0.505035290030223
140,1.0,2.99884630538363,3.3349711323629614,5.435963338133392,5.486812479629145,6.687799537362322,4.163591067720262,1.6789955255288762,6.0397848661058635,4.03268380973072,0,140,0.6542372435906708
141,1.0,3.0162493516450746,3.380821783940931,2.230397501766746,5.02561753417927,4.140507454607221,4.166178862209418,1.6789955255288762,0.3778192957794075,1.1555339986339044,0,141,0.41906529128080156
142,1.0,3.0162493516450746,3.3349711323629614,5.148161027150656,4.904008087075397,4.0350469470992,4.665660560093073,1.6789955255288762,0.3778192957794075,1.7312063248775211,0,142,0.4786294964231186
143,1.0,3.022097333064992,0.6987635592347685,5.429731384421878,5.237863830098888,4.840629153339797,4.321928094887363,5.710283551513701,5.339345147964772,1.7312063248775211,0,143,0.5977536834283906
144,1.0,2.99884630538363,0.6987635592347685,2.230397501766746,2.432843996289213,4.0303245368567975,4.173970213500261,5.636660688370521,0.3778192957794075,5.748553568441418,0,144,0.46959977028749694
145,1.0,3.061300186760664,0.6987635592347685,5.168771306825942,3.9105018491608976,3.079478021209661,4.662003536484984,3.3233715117570313,0.3778192957794075,1.1555339986339044,0,145,0.42331520013020246
