,Heart Number information value,Birthday information value,Headwear information value,Clothing information value,Eyes information value,Head information value,Fur information value,Nose Piercing information value,Haircut information value,Accessory information value,Earrings information value,Eyewear information value,Jewellery information value,Enhanced Background information value,Tattoos information value,Face Addition information value,Teeth information value,Implants information value,Handmade information value,Duotone information value,Gadget information value,Trait count information value,Unique Trait count,Token Id,Rarity score
12,13.0,8.752072486556415,7.573735245297902,8.045803689613125,4.20233847414624,0.8448655451422454,3.1482509585839424,0.3271327235662068,0.8813833106484918,6.117356950638158,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,6.642447995381916,8.476438043942988,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,13,2.6455263082155676
13,13.0,8.912537158749661,7.540568381362703,7.573735245297902,5.3134994728167815,3.7954288557507962,5.484300161715957,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.3435751367222197,1,14,2.5454935811441044
14,13.0,8.540568381362704,8.192645077942396,8.60768257722124,5.3134994728167815,0.8448655451422454,3.9804092716421193,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,7.476438043942987,3.96657699846255,5.3706433799203905,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,15,2.6350317663457403
15,13.0,8.830074998557688,7.508146903670325,7.2720795454368,4.303032473765713,3.8176056465954713,6.400087157812872,0.3271327235662068,0.8813833106484918,0.23409236251138482,7.830074998557688,0.6851335689468239,0.18722102837233973,0.09536537833184933,5.045803689613125,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,16,2.6201900248886965
16,13.0,8.678071905112638,2.2359577826934127,8.299560281858907,3.700791981612721,0.8448655451422454,5.278900811292815,0.3271327235662068,7.0,8.299560281858907,9.093109404391482,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,17,2.6350070523464333
17,13.0,8.752072486556415,10.415037499278844,7.607682577221239,4.39266968625039,3.7954288557507962,5.484300161715957,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.3435751367222197,1,18,2.5595118842499573
18,13.0,8.540568381362704,2.2359577826934127,8.299560281858907,4.324042967058251,3.703083793120711,4.747334567549752,0.3271327235662068,4.633677785754184,0.23409236251138482,6.77118130950412,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,19,2.560678728691721
19,13.0,8.415037499278844,8.540568381362704,7.540568381362703,7.540568381362703,3.7215505417795187,5.245112497836532,0.3271327235662068,0.8813833106484918,0.23409236251138482,9.678071905112638,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,6.3134994728167815,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,20,2.670402058279058
20,13.0,8.752072486556415,2.2359577826934127,7.21864028647534,3.221922870464642,3.8630088879197704,5.476438043942987,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,5.800327655163636,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,21,2.5236608594837033
21,13.0,8.540568381362704,6.714597781137751,7.752072486556415,3.614137599358539,3.6713250726720528,6.912537158749661,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,8.045803689613125,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,22,2.5805367322140578
22,13.0,8.476438043942988,8.192645077942396,7.356143810225276,4.2384487675555205,0.8448655451422454,5.265290379774162,5.407542962731919,2.0886080121565405,0.23409236251138482,7.830074998557688,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,23,2.6097683970119934
23,13.0,8.678071905112638,2.2359577826934127,7.912537158749661,3.221922870464642,3.6713250726720528,4.747334567549752,0.3271327235662068,4.633677785754184,5.660149997115375,0.39637365501380795,7.752072486556415,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,24,2.5950607915429518
24,13.0,8.752072486556415,6.933910809542228,8.093109404391482,3.614137599358539,0.8448655451422454,5.278900811292815,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,10.415037499278844,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,25,2.5777342278625066
25,13.0,8.678071905112638,2.2359577826934127,7.508146903670325,3.2686809689749357,3.6713250726720528,3.5303581827604837,5.891475543221831,2.0886080121565405,0.23409236251138482,0.39637365501380795,7.21864028647534,9.415037499278844,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,26,2.635319315357328
26,13.0,7.79054663437105,7.069262662437114,8.142019004872427,3.614137599358539,3.7215505417795187,5.245112497836532,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,8.045803689613125,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,27,2.571907673231847
27,13.0,8.476438043942988,7.445411148322362,7.327574658028505,3.700791981612721,0.8448655451422454,3.5303581827604837,0.3271327235662068,3.3100020285805547,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,28,2.4975845288584297
28,13.0,8.830074998557688,10.0,8.415037499278844,4.480363747156787,0.8448655451422454,5.135813855345719,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,7.0,0.09536537833184933,0.6227894696114481,6.810175441119982,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,29,2.62901884844716
29,13.0,8.415037499278844,8.356143810225275,7.508146903670325,3.700791981612721,3.6713250726720528,5.476438043942987,0.3271327235662068,2.0886080121565405,0.23409236251138482,7.192645077942395,7.21864028647534,8.192645077942396,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.4473309024857284,1,30,2.707794258926178
30,13.0,8.356143810225275,2.2359577826934127,8.192645077942396,3.221922870464642,0.8448655451422454,3.3489483088210714,0.3271327235662068,5.840128663221611,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,6.034215715337913,5.642447995381916,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,31,2.5590777329464705
31,13.0,9.093109404391482,6.752072486556415,7.445411148322362,3.614137599358539,0.8448655451422454,4.742612157307348,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.3435751367222197,1,32,2.4984785419779527
32,13.0,8.476438043942988,7.678071905112637,7.752072486556415,3.700791981612721,0.8448655451422454,6.660149997115375,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,5.642447995381916,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,33,2.5498342908755416
33,13.0,8.299560281858907,2.2359577826934127,7.21864028647534,3.614137599358539,0.8448655451422454,7.167109985835258,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,6.714597781137751,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.3435751367222197,1,34,2.5246567778793225
34,13.0,8.192645077942396,7.540568381362703,8.415037499278844,4.2720795454368,3.7215505417795187,3.1482509585839424,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,7.385290155884792,9.299560281858907,0.09536537833184933,7.093109404391481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.4473309024857284,1,35,2.7009648187182256
35,13.0,8.0,7.540568381362703,8.299560281858907,4.324042967058251,3.6713250726720528,5.069262662437114,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,7.540568381362703,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,36,2.574355016352015
36,13.0,8.192645077942396,7.714597781137751,8.356143810225275,3.221922870464642,3.7954288557507962,3.3489483088210714,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,5.870716983055034,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,37,2.5445665386378935
37,13.0,8.245112497836532,10.415037499278844,7.752072486556415,5.2926408679191175,3.8176056465954713,5.687117044715644,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,7.093109404391481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,38,2.604428382206362
38,13.0,8.540568381362704,6.299560281858908,7.752072486556415,5.3134994728167815,0.8448655451422454,3.9804092716421193,6.557056504151272,0.8813833106484918,0.23409236251138482,0.39637365501380795,10.192645077942396,0.18722102837233973,3.96657699846255,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,39,2.642333299166013
39,13.0,8.540568381362704,10.415037499278844,7.476438043942987,4.2720795454368,3.6713250726720528,4.983191712313446,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.3435751367222197,1,40,2.5511601496073726
40,13.0,8.299560281858907,8.540568381362704,8.192645077942396,4.352541573545079,0.8448655451422454,3.9804092716421193,5.573735245297902,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,41,2.54134092099823
41,13.0,8.415037499278844,6.830074998557688,7.476438043942987,4.20233847414624,3.8176056465954713,3.3489483088210714,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,7.573735245297902,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,42,2.5530170885693373
42,13.0,8.299560281858907,6.870716983055034,7.955605880641547,3.712287620450551,0.8448655451422454,6.341788517248205,0.3271327235662068,0.8813833106484918,6.117356950638158,0.39637365501380795,8.192645077942396,0.18722102837233973,0.09536537833184933,6.05748549466076,5.7238755947257625,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.4473309024857284,1,43,2.697921709474251
43,13.0,8.045803689613125,7.573735245297902,8.356143810225275,3.700791981612721,3.8630088879197704,5.0,0.3271327235662068,0.8813833106484918,0.23409236251138482,5.468618539483688,7.642447995381916,0.18722102837233973,0.09536537833184933,7.093109404391481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,44,2.6630466291892994
44,13.0,8.60768257722124,2.2359577826934127,7.540568381362703,3.221922870464642,0.8448655451422454,5.278900811292815,0.3271327235662068,5.830074998557688,0.23409236251138482,0.39637365501380795,0.6851335689468239,8.0,0.09536537833184933,0.6227894696114481,6.714597781137751,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,45,2.5973846840574115
45,13.0,8.299560281858907,7.714597781137751,7.415037499278844,5.3134994728167815,0.8448655451422454,3.3489483088210714,5.840128663221611,2.0886080121565405,0.23409236251138482,0.39637365501380795,7.607682577221239,0.18722102837233973,0.09536537833184933,5.045803689613125,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.4473309024857284,1,46,2.641290272626281
46,13.0,8.192645077942396,2.2359577826934127,7.167109985835258,4.324042967058251,0.8448655451422454,3.3489483088210714,0.3271327235662068,4.633677785754184,0.23409236251138482,0.39637365501380795,7.752072486556415,0.18722102837233973,0.09536537833184933,0.6227894696114481,8.60768257722124,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,47,2.5846065475209596
47,13.0,8.830074998557688,6.299560281858908,7.245112497836532,5.2926408679191175,3.703083793120711,5.39266968625039,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,7.069262662437114,0.18722102837233973,0.09536537833184933,0.6227894696114481,6.299560281858908,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,48,2.6279384533052985
48,13.0,8.093109404391482,2.2359577826934127,7.79054663437105,4.2720795454368,0.8448655451422454,6.341788517248205,0.3271327235662068,4.633677785754184,0.23409236251138482,0.39637365501380795,7.385290155884792,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,49,2.545741820632219
49,13.0,8.678071905112638,7.642447995381916,7.476438043942987,3.614137599358539,0.8448655451422454,5.069262662437114,0.3271327235662068,3.3100020285805547,0.23409236251138482,6.069262662437114,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,50,2.5545070299654413
50,13.0,8.192645077942396,7.167109985835258,8.356143810225275,3.712287620450551,3.7215505417795187,5.77118130950412,0.3271327235662068,0.8813833106484918,0.23409236251138482,7.385290155884792,7.752072486556415,7.540568381362703,0.09536537833184933,6.05748549466076,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.4473309024857284,1,51,2.739208712709028
51,13.0,8.752072486556415,7.022720076500083,7.607682577221239,3.700791981612721,0.8448655451422454,3.1482509585839424,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,6.6249605686530755,0.18722102837233973,0.09536537833184933,6.933910809542228,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,52,2.582450173118522
52,13.0,8.299560281858907,7.069262662437114,8.192645077942396,3.2686809689749357,3.703083793120711,3.9804092716421193,0.3271327235662068,0.8813833106484918,8.299560281858907,7.192645077942395,0.6851335689468239,0.18722102837233973,0.09536537833184933,6.069262662437114,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,53,2.6613778315602277
53,13.0,9.192645077942396,7.356143810225276,8.415037499278844,4.480363747156787,3.703083793120711,3.1482509585839424,0.3271327235662068,2.0886080121565405,6.400087157812872,0.39637365501380795,7.142019004872428,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,54,2.625346793332346
54,13.0,8.192645077942396,7.540568381362703,7.678071905112637,3.221922870464642,3.6713250726720528,5.069262662437114,0.3271327235662068,2.0886080121565405,8.752072486556415,0.39637365501380795,7.573735245297902,0.18722102837233973,0.09536537833184933,5.800327655163636,6.678071905112637,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,5.320519900494554,1,55,2.752719326533404
55,13.0,8.540568381362704,7.356143810225276,7.167109985835258,4.2720795454368,3.7215505417795187,5.484300161715957,5.407542962731919,0.8813833106484918,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,6.034215715337913,5.7238755947257625,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,2.2459476324710757,1,56,2.6440765192356563
56,13.0,8.752072486556415,6.891475543221831,7.573735245297902,4.324042967058251,3.7954288557507962,5.265290379774162,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,8.752072486556415,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,57,2.5813275648683387
57,13.0,8.830074998557688,6.590609063862298,7.830074998557688,4.20233847414624,3.8630088879197704,5.069262662437114,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,58,2.527035082523656
58,13.0,8.830074998557688,2.2359577826934127,7.167109985835258,3.2686809689749357,0.8448655451422454,3.9804092716421193,6.3134994728167815,6.642447995381916,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,6.714597781137751,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,59,2.5788418736751493
59,13.0,8.356143810225275,8.476438043942988,7.540568381362703,3.700791981612721,0.8448655451422454,3.1482509585839424,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,3.96657699846255,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,60,2.521659923808463
60,13.0,8.142019004872427,6.524266569033602,7.752072486556415,4.352541573545079,3.8176056465954713,3.3489483088210714,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,61,2.5082538399088934
61,13.0,8.540568381362704,6.714597781137751,7.540568381362703,4.480363747156787,0.8448655451422454,5.548788888167671,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,5.045803689613125,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,62,2.5381899565996373
62,13.0,8.678071905112638,6.810175441119982,7.79054663437105,7.540568381362703,0.8448655451422454,4.983191712313446,0.3271327235662068,0.8813833106484918,0.23409236251138482,7.540568381362703,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,63,2.574596082597364
63,13.0,8.356143810225275,9.093109404391482,7.21864028647534,3.614137599358539,3.7954288557507962,3.9804092716421193,0.3271327235662068,6.660149997115375,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,6.460841188891969,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.71171065781903,1,64,2.6067129859569675
64,13.0,8.60768257722124,6.524266569033602,7.573735245297902,3.614137599358539,0.8448655451422454,6.660149997115375,0.3271327235662068,0.8813833106484918,0.23409236251138482,0.39637365501380795,6.6249605686530755,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,65,2.5436999501306596
65,13.0,9.093109404391482,7.245112497836532,7.830074998557688,3.614137599358539,3.8176056465954713,7.142019004872428,5.573735245297902,0.8813833106484918,0.23409236251138482,0.39637365501380795,10.192645077942396,6.977632186971546,0.09536537833184933,5.045803689613125,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,3.4473309024857284,1,66,2.7464573979968927
66,13.0,8.045803689613125,6.810175441119982,8.093109404391482,5.3134994728167815,0.8448655451422454,5.135813855345719,0.3271327235662068,2.0886080121565405,0.23409236251138482,0.39637365501380795,0.6851335689468239,0.18722102837233973,0.09536537833184933,0.6227894696114481,0.19063379218392265,0.06630934504776641,0.015047572267632944,0.007946807147361559,0.06299407348341056,0.03927400516094189,1.9652010374227324,1,67,2.5106001478345292
