,Lips Color information value,Mouth information value,Earrings information value,Necklace information value,Clothes information value,Hairstyle information value,Facial Features information value,Eyes information value,Skin Tone information value,Background information value,Face Accessories information value,Trait count information value,Unique Trait count,Token Id,Rarity score
66,2.325539348439741,2.5286564403892795,3.6047177958677663,3.855170479161191,4.205563338195578,4.6152870375779536,4.102837036641166,4.608232280044003,3.2848973639423953,3.446934455954395,0.989363363891263,1.2280299323018107,0,66,0.46023379266023484
67,2.325539348439741,2.5286564403892795,2.1558554189406567,4.351074440546879,5.7027498788282935,4.680382065799839,5.020925838854548,4.52616114710497,5.665660560093073,3.512925319948276,0.989363363891263,1.873555700275309,0,67,0.5140642873480237
68,2.325539348439741,3.4312868509239185,4.5907448533151625,8.429731384421878,4.229720656790273,5.811978948583052,5.073393258748683,4.587272661408357,3.255666652618641,3.4803574574918454,0.989363363891263,1.2280299323018107,0,68,0.5627060185343687
69,2.325539348439741,2.5898760215870733,4.516222910048851,3.824188006278269,4.125321050792545,4.042159673293767,5.480357457491845,3.5047141706290357,3.356975041986563,3.465938397578882,0.989363363891263,1.2280299323018107,0,69,0.46798584807929333
70,1.733123527871812,2.5286564403892795,3.687799537362322,3.793856930308627,4.643856189774724,4.687799537362322,4.080698059371917,4.426625473554056,3.4158071418902622,3.5580916359964108,4.651087759005801,2.1379652600447674,0,70,0.514212789957602
71,1.733123527871812,2.5855396941839017,4.714065192056127,1.732164607902385,4.516222910048851,4.058893689053568,2.7553564542606015,4.587272661408357,5.665660560093073,3.446934455954395,0.989363363891263,3.9040080870753973,0,71,0.48269520854196957
72,2.325539348439741,2.5898760215870733,3.6047177958677663,1.732164607902385,4.665660560093073,4.153286059328523,4.080698059371917,4.597714408130003,3.255666652618641,3.465938397578882,0.989363363891263,1.873555700275309,0,72,0.4429011557719649
73,2.3459311372709193,4.629500896797655,2.1558554189406567,3.793856930308627,4.629500896797655,3.9367731980030185,5.044538396076498,6.107803289534515,3.356975041986563,3.4803574574918454,5.5328248773859805,1.2280299323018107,0,73,0.5485753656832595
74,3.1857367086002184,4.629500896797655,3.687799537362322,4.389866923543938,4.140507454607221,4.587272661408357,4.0397848661058635,4.52616114710497,3.2848973639423953,3.465938397578882,0.989363363891263,1.2280299323018107,0,74,0.500089606817051
75,4.006941609418847,2.5286564403892795,2.1558554189406567,1.732164607902385,4.764150423492437,5.461163892258535,4.1127866970487705,6.107803289534515,3.291945228671648,3.462753639020927,3.799872345726398,1.873555700275309,0,75,0.5136467015771623
76,2.325539348439741,2.5286564403892795,5.733123527871812,3.77595972578207,4.205563338195578,4.058893689053568,5.073393258748683,4.50635266602479,3.3262626851512533,3.512925319948276,3.8468432119385794,2.1379652600447674,0,76,0.5342153849443504
77,2.3459311372709193,2.5286564403892795,2.1558554189406567,5.316168825598678,4.5700359564830535,5.461163892258535,5.461163892258535,3.522840788813359,3.2778837621813413,3.446934455954395,4.633076351021482,1.2280299323018107,0,77,0.5213588381799358
78,2.325539348439741,4.304718804855139,4.516222910048851,1.732164607902385,5.748553568441418,5.594225422050124,5.12784104277106,3.6547171824064915,3.291945228671648,3.446934455954395,0.989363363891263,3.9040080870753973,0,78,0.5295265389930485
79,3.1857367086002184,2.5898760215870733,2.1558554189406567,3.816037165157405,4.140507454607221,4.155855418940657,3.9816506901211084,3.5047141706290357,3.356975041986563,3.512925319948276,0.989363363891263,1.873555700275309,0,79,0.4420573473847816
80,2.3459311372709193,2.5898760215870733,2.1558554189406567,3.77595972578207,4.643856189774724,5.461163892258535,5.0397848661058635,4.55979192498625,3.291945228671648,3.465938397578882,0.989363363891263,1.873555700275309,0,80,0.4768160268681612
81,2.3459311372709193,2.5898760215870733,4.647467443327104,3.793856930308627,4.764150423492437,4.155855418940657,5.461163892258535,7.0397848661058635,3.356975041986563,3.465938397578882,4.594225422050124,2.1379652600447674,0,81,0.5736213649221813
82,2.325539348439741,2.5898760215870733,4.772012541265407,3.824188006278269,4.2243172982609405,5.461163892258535,2.7553564542606015,3.6547171824064915,3.356975041986563,3.465938397578882,0.989363363891263,1.873555700275309,0,82,0.46613896697295787
83,1.733123527871812,2.5855396941839017,4.5907448533151625,4.339345147964772,4.205563338195578,5.461163892258535,4.1127866970487705,5.9839316313723465,5.695255342281369,3.4803574574918454,0.989363363891263,1.2280299323018107,0,83,0.5267858045676869
84,1.733123527871812,3.52616114710497,3.6803820657998387,4.389866923543938,4.1003603063489535,5.608232280044003,4.063710705351345,4.608232280044003,3.356975041986563,3.346664773208869,5.5328248773859805,2.1379652600447674,0,84,0.546707532367842
85,3.1857367086002184,4.316168825598678,2.1558554189406567,3.793856930308627,4.1003603063489535,4.058893689053568,5.405069330187608,3.522840788813359,3.3262626851512533,3.435963338133392,3.8468432119385794,1.2280299323018107,0,85,0.5027116239010586
86,2.3459311372709193,4.304718804855139,3.5855396941839017,4.377819295779408,4.125321050792545,4.042159673293767,4.063710705351345,4.618827395283202,3.291945228671648,3.446934455954395,0.989363363891263,1.2280299323018107,0,86,0.47951227121585144
87,4.006941609418847,2.5286564403892795,3.687799537362322,3.855170479161191,4.2243172982609405,6.50635266602479,4.013916780335185,4.597714408130003,3.255666652618641,3.446934455954395,4.594225422050124,2.1379652600447674,0,87,0.5558559441688908
88,2.325539348439741,2.5898760215870733,4.647467443327104,4.339345147964772,4.764150423492437,4.153286059328523,5.0397848661058635,4.55979192498625,3.3277104474813686,3.465938397578882,0.989363363891263,1.2280299323018107,0,88,0.49149385126865486
89,2.325539348439741,3.52616114710497,3.6803820657998387,3.793856930308627,4.083141235300246,4.143054136717567,5.044538396076498,3.522840788813359,3.3262626851512533,3.435963338133392,0.989363363891263,1.2280299323018107,0,89,0.4638390586348532
90,1.733123527871812,2.5855396941839017,3.6047177958677663,1.732164607902385,4.2243172982609405,5.811978948583052,3.9816506901211084,4.426625473554056,4.290532898611828,3.4803574574918454,4.680382065799839,1.2280299323018107,0,90,0.49563571759633657
91,3.1661788622094176,2.5898760215870733,5.573466861883326,3.77595972578207,4.740817919661812,4.0303245368567975,4.080698059371917,6.148161027150656,4.330610337987163,3.435963338133392,0.989363363891263,1.2280299323018107,0,91,0.5230399555180577
92,2.325539348439741,2.5286564403892795,3.6989977439671855,4.389866923543938,4.764150423492437,5.740817919661812,5.405069330187608,4.457989644463391,4.362899875943668,3.346664773208869,3.799872345726398,2.1379652600447674,0,92,0.5570758207086629
93,1.733123527871812,2.5855396941839017,3.6029637591278236,3.77595972578207,4.125321050792545,4.153286059328523,4.1053180261449205,3.5047141706290357,3.3277104474813686,3.462753639020927,0.989363363891263,1.2280299323018107,0,93,0.4341212638779095
94,2.3459311372709193,3.4312868509239185,4.647467443327104,1.732164607902385,6.417347659966045,5.779917739350753,4.102837036641166,4.529489164822724,3.4158071418902622,3.462753639020927,0.989363363891263,1.873555700275309,0,94,0.5068879325943921
95,1.733123527871812,2.5286564403892795,3.687799537362322,4.39896913065119,4.764150423492437,4.042159673293767,2.7553564542606015,4.55979192498625,3.255666652618641,3.465938397578882,4.651087759005801,1.2280299323018107,0,95,0.4872284122903708
96,2.325539348439741,2.5286564403892795,3.6047177958677663,1.732164607902385,4.658355759469839,4.0303245368567975,5.020925838854548,4.5907448533151625,4.290532898611828,3.346664773208869,4.651087759005801,1.2280299323018107,0,96,0.49834436229970175
97,1.733123527871812,2.5898760215870733,4.5907448533151625,1.732164607902385,4.665660560093073,4.680382065799839,2.7553564542606015,3.5112793471047166,5.695255342281369,3.462753639020927,0.989363363891263,3.9040080870753973,0,97,0.4782033753668947
98,1.733123527871812,2.5898760215870733,2.1558554189406567,1.732164607902385,5.748553568441418,5.811978948583052,2.7553564542606015,3.5112793471047166,3.291945228671648,3.4803574574918454,5.499809820158018,3.9040080870753973,0,98,0.5007948622728923
99,2.325539348439741,2.5898760215870733,3.6803820657998387,4.351074440546879,4.5700359564830535,5.461163892258535,4.080698059371917,4.587272661408357,4.330610337987163,3.4803574574918454,5.580353247468567,2.1379652600447674,0,99,0.5596482119360981
100,1.733123527871812,2.5898760215870733,4.714065192056127,3.855170479161191,4.083141235300246,4.6152870375779536,3.9816506901211084,3.5047141706290357,3.2848973639423953,3.4803574574918454,0.989363363891263,1.2280299323018107,0,100,0.4515078209155086
101,1.733123527871812,2.5855396941839017,3.5855396941839017,1.732164607902385,4.1003603063489535,4.143054136717567,4.013916780335185,4.587272661408357,3.4158071418902622,3.446934455954395,4.651087759005801,1.2280299323018107,0,101,0.4653064991684649
102,1.733123527871812,2.5286564403892795,5.573466861883326,5.448508591452505,4.125321050792545,4.583808806104786,5.573466861883326,5.9839316313723465,3.356975041986563,3.465938397578882,4.633076351021482,2.1379652600447674,0,102,0.5830056962677743
103,3.1857367086002184,2.5286564403892795,3.687799537362322,1.732164607902385,4.516222910048851,5.608232280044003,2.7553564542606015,4.50635266602479,4.290532898611828,3.435963338133392,3.799872345726398,1.873555700275309,0,103,0.4973087248488749
104,1.733123527871812,2.5898760215870733,3.687799537362322,4.351074440546879,4.184424571137428,4.0397848661058635,4.1053180261449205,3.5047141706290357,3.2778837621813413,3.346664773208869,4.680382065799839,2.1379652600447674,0,104,0.4939700195760962
105,1.733123527871812,2.5286564403892795,2.1558554189406567,4.339345147964772,4.083141235300246,4.687799537362322,4.063710705351345,3.5112793471047166,3.2848973639423953,3.435963338133392,3.799872345726398,1.2280299323018107,0,105,0.46090341396582246
106,2.325539348439741,2.5286564403892795,2.1558554189406567,1.732164607902385,6.417347659966045,6.356975041986563,5.594225422050124,4.529489164822724,3.3262626851512533,3.462753639020927,4.594225422050124,1.873555700275309,0,106,0.5326206457577988
107,4.006941609418847,2.5286564403892795,3.6803820657998387,4.339345147964772,4.184424571137428,4.058893689053568,4.0397848661058635,4.5907448533151625,3.2848973639423953,3.45166202449138,4.651087759005801,2.1379652600447674,0,107,0.5333055661633455
108,5.680382065799839,3.52616114710497,3.6047177958677663,3.855170479161191,4.184424571137428,5.461163892258535,3.9816506901211084,7.020925838854548,3.291945228671648,3.4803574574918454,3.8468432119385794,2.1379652600447674,0,108,0.5940084020952912
109,2.3459311372709193,2.5898760215870733,3.6803820657998387,4.389866923543938,4.34519787421021,4.680382065799839,3.9816506901211084,4.608232280044003,3.4158071418902622,3.346664773208869,4.658355759469839,2.1379652600447674,0,109,0.5241178655323974
110,5.680382065799839,2.5898760215870733,3.687799537362322,1.732164607902385,4.665660560093073,4.680382065799839,2.7553564542606015,3.6547171824064915,4.290532898611828,3.435963338133392,0.989363363891263,3.9040080870753973,0,110,0.4990379017499362
111,2.325539348439741,2.5898760215870733,3.6989977439671855,3.824188006278269,4.083141235300246,3.9367731980030185,5.0397848661058635,4.457989644463391,4.362899875943668,3.5580916359964108,3.828280760912152,2.1379652600447674,0,111,0.5201225402214906
112,3.1661788622094176,2.5286564403892795,4.714065192056127,3.816037165157405,4.140507454607221,4.587272661408357,4.080698059371917,4.587272661408357,3.255666652618641,3.5580916359964108,0.989363363891263,1.2280299323018107,0,112,0.4822590582161696
113,1.733123527871812,2.5855396941839017,4.772012541265407,3.824188006278269,4.643856189774724,4.042159673293767,5.12784104277106,4.50635266602479,3.291945228671648,3.5580916359964108,4.658355759469839,2.1379652600447674,0,113,0.5324353512885308
114,3.1661788622094176,2.5286564403892795,3.6029637591278236,3.77595972578207,4.205563338195578,4.0397848661058635,4.1053180261449205,4.457989644463391,3.3262626851512533,3.465938397578882,4.651087759005801,2.1379652600447674,0,114,0.5156162162121729
115,1.733123527871812,2.5898760215870733,2.1558554189406567,3.816037165157405,4.125321050792545,4.587272661408357,4.063710705351345,6.148161027150656,3.356975041986563,3.465938397578882,5.499809820158018,1.2280299323018107,0,115,0.5073884305991884
116,4.006941609418847,2.5286564403892795,3.687799537362322,4.351074440546879,4.629500896797655,4.042159673293767,3.9816506901211084,3.5047141706290357,3.2778837621813413,3.446934455954395,0.989363363891263,1.2280299323018107,0,116,0.47066720094208525
117,1.733123527871812,3.4312868509239185,4.647467443327104,3.793856930308627,4.516222910048851,4.058893689053568,5.594225422050124,3.5112793471047166,3.3277104474813686,3.446934455954395,0.989363363891263,1.2280299323018107,0,117,0.47782881346755385
118,3.1661788622094176,4.629500896797655,4.647467443327104,1.732164607902385,6.417347659966045,4.132894270497345,5.044538396076498,4.52616114710497,3.255666652618641,3.435963338133392,0.989363363891263,1.873555700275309,0,118,0.5202088416066696
