,Type,Stage,Rarity score,Token Id
108,Human,2,32.39336640105796,108
109,Human,2,32.39336640105796,109
110,Human,1,0.0,110
111,Human,1,0.0,111
112,Human,2,32.39336640105796,112
113,Human,2,32.39336640105796,113
114,Human,2,32.39336640105796,114
115,Human,2,32.39336640105796,115
116,Human,2,32.39336640105796,116
117,None,0,65.46270795195814,117
118,None,0,65.46270795195814,118
119,Human,2,32.39336640105796,119
120,Human,2,32.39336640105796,120
121,Human,2,32.39336640105796,121
122,Human,2,32.39336640105796,122
123,Human,2,32.39336640105796,123
124,Human,2,32.39336640105796,124
125,Human,2,32.39336640105796,125
126,Human,2,32.39336640105796,126
127,Kraken,2,97.8036074617948,127
128,Human,2,32.39336640105796,128
129,Human,1,0.0,129
130,Shark,2,97.79315090552792,130
131,Human,2,32.39336640105796,131
132,Human,2,32.39336640105796,132
133,Human,2,32.39336640105796,133
134,Human,2,32.39336640105796,134
135,Human,2,32.39336640105796,135
136,Human,2,32.39336640105796,136
137,Human,2,32.39336640105796,137
138,Human,2,32.39336640105796,138
139,Human,2,32.39336640105796,139
140,Human,2,32.39336640105796,140
141,Human,2,32.39336640105796,141
142,Shark,2,97.79315090552792,142
143,Human,2,32.39336640105796,143
144,Human,2,32.39336640105796,144
145,Human,2,32.39336640105796,145
146,Human,2,32.39336640105796,146
147,Human,2,32.39336640105796,147
148,Human,2,32.39336640105796,148
149,Human,2,32.39336640105796,149
150,Human,2,32.39336640105796,150
151,Human,2,32.39336640105796,151
152,Human,2,32.39336640105796,152
153,Human,2,32.39336640105796,153
154,Shark,2,97.79315090552792,154
155,Human,2,32.39336640105796,155
156,Human,2,32.39336640105796,156
157,Human,2,32.39336640105796,157
158,Human,2,32.39336640105796,158
159,Human,2,32.39336640105796,159
160,Human,2,32.39336640105796,160
161,Kong,2,99.71760812347513,161
162,Human,2,32.39336640105796,162
163,Kong,2,99.71760812347513,163
164,Human,2,32.39336640105796,164
165,Kraken,2,97.8036074617948,165
166,Human,2,32.39336640105796,166
167,Human,2,32.39336640105796,167
168,Kraken,2,97.8036074617948,168
169,Human,2,32.39336640105796,169
170,Human,2,32.39336640105796,170
171,Human,2,32.39336640105796,171
172,Human,2,32.39336640105796,172
173,Human,2,32.39336640105796,173
174,Human,2,32.39336640105796,174
175,Human,2,32.39336640105796,175
176,Human,2,32.39336640105796,176
177,Human,2,32.39336640105796,177
178,Human,2,32.39336640105796,178
179,Human,2,32.39336640105796,179
180,Human,2,32.39336640105796,180
181,Human,2,32.39336640105796,181
182,Human,2,32.39336640105796,182
183,Human,2,32.39336640105796,183
184,Human,2,32.39336640105796,184
185,Human,2,32.39336640105796,185
186,Human,2,32.39336640105796,186
187,Human,2,32.39336640105796,187
188,Shark,2,97.79315090552792,188
189,Human,2,32.39336640105796,189
190,Human,2,32.39336640105796,190
191,Human,2,32.39336640105796,191
192,Human,2,32.39336640105796,192
193,Human,2,32.39336640105796,193
194,Human,2,32.39336640105796,194
195,Human,2,32.39336640105796,195
196,Human,1,0.0,196
197,Human,2,32.39336640105796,197
198,Human,2,32.39336640105796,198
199,Human,2,32.39336640105796,199
200,Human,2,32.39336640105796,200
201,Human,2,32.39336640105796,201
202,Human,2,32.39336640105796,202
203,Human,2,32.39336640105796,203
204,Human,2,32.39336640105796,204
205,Kraken,2,97.8036074617948,205
206,Human,2,32.39336640105796,206
207,Shark,2,97.79315090552792,207
208,Human,2,32.39336640105796,208
209,Human,2,32.39336640105796,209
210,Human,2,32.39336640105796,210
211,Human,1,0.0,211
212,Human,2,32.39336640105796,212
213,Human,2,32.39336640105796,213
214,Kraken,2,97.8036074617948,214
215,Human,2,32.39336640105796,215
216,Human,2,32.39336640105796,216
217,Human,2,32.39336640105796,217
218,Shark,2,97.79315090552792,218
219,Human,2,32.39336640105796,219
220,Human,1,0.0,220
221,Human,2,32.39336640105796,221
222,Human,1,0.0,222
223,Kong,2,99.71760812347513,223
224,Human,2,32.39336640105796,224
225,Human,1,0.0,225
226,Human,2,32.39336640105796,226
227,Human,1,0.0,227
228,Human,2,32.39336640105796,228
229,Human,1,0.0,229
230,Human,1,0.0,230
231,Human,1,0.0,231
232,None,0,65.46270795195814,232
233,None,0,65.46270795195814,233
234,Human,2,32.39336640105796,234
235,Human,1,0.0,235
236,Human,2,32.39336640105796,236
237,Human,2,32.39336640105796,237
238,Human,2,32.39336640105796,238
239,Kraken,1,65.41307592171604,239
240,Human,1,0.0,240
241,Human,1,0.0,241
242,None,0,65.46270795195814,242
243,Human,2,32.39336640105796,243
244,Human,1,0.0,244
245,None,0,65.46270795195814,245
246,Human,1,0.0,246
247,None,0,65.46270795195814,247
248,None,0,65.46270795195814,248
249,Human,1,0.0,249
250,None,0,65.46270795195814,250
251,Human,1,0.0,251
252,Human,1,0.0,252
253,Human,1,0.0,253
254,Human,1,0.0,254
255,None,0,65.46270795195814,255
256,Human,2,32.39336640105796,256
257,Human,1,0.0,257
258,Shark,1,65.40261413534225,258
259,None,0,65.46270795195814,259
260,Human,2,32.39336640105796,260
261,Human,1,0.0,261
262,None,0,65.46270795195814,262
263,Human,1,0.0,263
264,Human,2,32.39336640105796,264
265,Human,1,0.0,265
266,Human,1,0.0,266
267,Human,2,32.39336640105796,267
268,Human,1,0.0,268
269,Human,2,32.39336640105796,269
270,None,0,65.46270795195814,270
271,Kaiju,2,99.78036001384379,271
272,Human,1,0.0,272
273,Human,1,0.0,273
274,Human,1,0.0,274
275,Human,1,0.0,275
276,Kaiju,2,99.78036001384379,276
277,Human,1,0.0,277
278,Human,1,0.0,278
279,Human,1,0.0,279
280,Human,1,0.0,280
281,None,0,65.46270795195814,281
282,Human,1,0.0,282
283,Human,1,0.0,283
284,Human,2,32.39336640105796,284
285,Human,1,0.0,285
286,None,0,65.46270795195814,286
287,None,0,65.46270795195814,287
288,None,0,65.46270795195814,288
289,Human,2,32.39336640105796,289
290,Human,1,0.0,290
291,None,0,65.46270795195814,291
292,None,0,65.46270795195814,292
293,Human,2,32.39336640105796,293
294,Human,1,0.0,294
295,Human,1,0.0,295
296,None,0,65.46270795195814,296
297,None,0,65.46270795195814,297
298,Human,1,0.0,298
299,None,0,65.46270795195814,299
300,None,0,65.46270795195814,300
301,Human,1,0.0,301
302,Human,1,0.0,302
303,Human,2,32.39336640105796,303
304,None,0,65.46270795195814,304
305,Human,2,32.39336640105796,305
306,None,0,65.46270795195814,306
307,Human,2,32.39336640105796,307
308,Human,2,32.39336640105796,308
309,None,0,65.46270795195814,309
310,Human,1,0.0,310
311,Kraken,1,65.41307592171604,311
312,Kaiju,2,99.78036001384379,312
313,None,0,65.46270795195814,313
314,None,0,65.46270795195814,314
315,Human,1,0.0,315
316,Human,1,0.0,316
317,Human,1,0.0,317
318,Human,1,0.0,318
319,Human,1,0.0,319
320,Human,1,0.0,320
321,Human,1,0.0,321
322,Human,2,32.39336640105796,322
323,Human,1,0.0,323
324,Human,1,0.0,324
325,Human,1,0.0,325
326,None,0,65.46270795195814,326
327,None,0,65.46270795195814,327
328,Human,2,32.39336640105796,328
329,None,0,65.46270795195814,329
330,Human,2,32.39336640105796,330
331,Human,1,0.0,331
332,Kraken,1,65.41307592171604,332
333,Human,1,0.0,333
334,Human,1,0.0,334
335,Human,1,0.0,335
336,Human,1,0.0,336
337,None,0,65.46270795195814,337
338,Human,1,0.0,338
339,Human,1,0.0,339
340,None,0,65.46270795195814,340
341,Human,2,32.39336640105796,341
342,Human,1,0.0,342
343,None,0,65.46270795195814,343
344,None,0,65.46270795195814,344
345,Human,1,0.0,345
346,Human,1,0.0,346
347,Human,1,0.0,347
348,Human,2,32.39336640105796,348
349,Human,2,32.39336640105796,349
350,Kraken,2,97.8036074617948,350
351,Human,1,0.0,351
352,Human,2,32.39336640105796,352
353,Human,1,0.0,353
354,Human,1,0.0,354
355,Human,1,0.0,355
356,Kraken,1,65.41307592171604,356
357,None,0,65.46270795195814,357
358,Human,1,0.0,358
359,Human,1,0.0,359
360,Human,1,0.0,360
361,Human,1,0.0,361
362,Human,1,0.0,362
363,None,0,65.46270795195814,363
364,None,0,65.46270795195814,364
365,Human,1,0.0,365
366,Human,1,0.0,366
367,None,0,65.46270795195814,367
368,Kraken,1,65.41307592171604,368
369,Human,2,32.39336640105796,369
370,None,0,65.46270795195814,370
371,Human,2,32.39336640105796,371
372,None,0,65.46270795195814,372
373,Human,1,0.0,373
374,None,0,65.46270795195814,374
375,None,0,65.46270795195814,375
376,Human,1,0.0,376
377,None,0,65.46270795195814,377
378,Kraken,1,65.41307592171604,378
379,Human,1,0.0,379
380,Shark,1,65.40261413534225,380
381,Human,1,0.0,381
382,None,0,65.46270795195814,382
383,Human,1,0.0,383
384,None,0,65.46270795195814,384
385,Human,1,0.0,385
386,Human,1,0.0,386
387,Human,1,0.0,387
388,Kraken,1,65.41307592171604,388
389,Human,1,0.0,389
390,None,0,65.46270795195814,390
391,Human,1,0.0,391
392,Human,1,0.0,392
393,Human,1,0.0,393
394,Human,1,0.0,394
395,Human,1,0.0,395
396,Human,1,0.0,396
397,Human,1,0.0,397
398,Human,1,0.0,398
399,Human,2,32.39336640105796,399
400,Human,1,0.0,400
401,Human,1,0.0,401
402,None,0,65.46270795195814,402
403,None,0,65.46270795195814,403
404,None,0,65.46270795195814,404
405,None,0,65.46270795195814,405
406,Kaiju,1,67.38989019237019,406
407,Human,1,0.0,407
408,Human,2,32.39336640105796,408
409,Shark,1,65.40261413534225,409
410,Human,2,32.39336640105796,410
411,None,0,65.46270795195814,411
412,Human,1,0.0,412
413,Human,1,0.0,413
414,None,0,65.46270795195814,414
415,Human,1,0.0,415
416,None,0,65.46270795195814,416
417,None,0,65.46270795195814,417
418,Human,1,0.0,418
419,Human,1,0.0,419
420,Human,1,0.0,420
421,Human,1,0.0,421
422,Human,2,32.39336640105796,422
423,None,0,65.46270795195814,423
424,None,0,65.46270795195814,424
425,Human,1,0.0,425
426,Shark,1,65.40261413534225,426
427,None,0,65.46270795195814,427
428,None,0,65.46270795195814,428
429,Human,1,0.0,429
430,None,0,65.46270795195814,430
431,None,0,65.46270795195814,431
432,None,0,65.46270795195814,432
433,None,0,65.46270795195814,433
434,Human,1,0.0,434
435,Human,2,32.39336640105796,435
436,None,0,65.46270795195814,436
437,Human,2,32.39336640105796,437
438,Human,1,0.0,438
439,Human,1,0.0,439
440,None,0,65.46270795195814,440
441,None,0,65.46270795195814,441
442,Human,1,0.0,442
443,Human,1,0.0,443
444,Human,1,0.0,444
445,Human,1,0.0,445
446,None,0,65.46270795195814,446
447,None,0,65.46270795195814,447
448,None,0,65.46270795195814,448
449,Human,2,32.39336640105796,449
450,None,0,65.46270795195814,450
451,Human,2,32.39336640105796,451
452,Human,2,32.39336640105796,452
453,Kraken,1,65.41307592171604,453
454,Human,1,0.0,454
455,Kraken,1,65.41307592171604,455
456,None,0,65.46270795195814,456
457,Human,1,0.0,457
458,Human,1,0.0,458
459,Human,1,0.0,459
460,Human,1,0.0,460
461,Human,1,0.0,461
462,Human,1,0.0,462
463,None,0,65.46270795195814,463
464,None,0,65.46270795195814,464
465,None,0,65.46270795195814,465
466,None,0,65.46270795195814,466
467,None,0,65.46270795195814,467
468,None,0,65.46270795195814,468
469,None,0,65.46270795195814,469
470,None,0,65.46270795195814,470
471,None,0,65.46270795195814,471
472,None,0,65.46270795195814,472
473,None,0,65.46270795195814,473
474,None,0,65.46270795195814,474
475,None,0,65.46270795195814,475
476,None,0,65.46270795195814,476
477,None,0,65.46270795195814,477
478,None,0,65.46270795195814,478
479,None,0,65.46270795195814,479
480,None,0,65.46270795195814,480
481,Human,1,0.0,481
482,None,0,65.46270795195814,482
483,None,0,65.46270795195814,483
484,Human,1,0.0,484
485,Human,2,32.39336640105796,485
486,Human,1,0.0,486
487,Human,1,0.0,487
488,Kraken,1,65.41307592171604,488
489,Shark,2,97.79315090552792,489
490,Human,1,0.0,490
491,Human,1,0.0,491
492,Human,1,0.0,492
493,Human,1,0.0,493
494,Alien,1,67.60953540863336,494
495,None,0,65.46270795195814,495
496,None,0,65.46270795195814,496
497,Human,1,0.0,497
498,Human,2,32.39336640105796,498
499,None,0,65.46270795195814,499
500,Human,2,32.39336640105796,500
501,Human,1,0.0,501
502,None,0,65.46270795195814,502
503,None,0,65.46270795195814,503
504,Human,1,0.0,504
505,Human,1,0.0,505
506,None,0,65.46270795195814,506
507,Human,1,0.0,507
508,Human,1,0.0,508
509,Human,1,0.0,509
510,None,0,65.46270795195814,510
511,Human,1,0.0,511
512,Human,1,0.0,512
513,Human,1,0.0,513
514,Human,1,0.0,514
515,Kong,1,67.32713202526956,515
516,None,0,65.46270795195814,516
517,None,0,65.46270795195814,517
518,Human,1,0.0,518
519,Human,1,0.0,519
520,Human,1,0.0,520
521,Human,1,0.0,521
522,Human,1,0.0,522
523,Human,2,32.39336640105796,523
524,Kraken,1,65.41307592171604,524
525,None,0,65.46270795195814,525
526,Human,2,32.39336640105796,526
527,Human,1,0.0,527
528,Human,1,0.0,528
529,Human,1,0.0,529
530,Human,1,0.0,530
531,Human,1,0.0,531
532,Human,2,32.39336640105796,532
533,None,0,65.46270795195814,533
534,Human,2,32.39336640105796,534
535,Human,2,32.39336640105796,535
536,Human,1,0.0,536
537,Human,2,32.39336640105796,537
538,Human,1,0.0,538
539,Human,1,0.0,539
540,Human,1,0.0,540
541,Human,2,32.39336640105796,541
542,Human,1,0.0,542
543,Human,1,0.0,543
544,Human,1,0.0,544
545,Human,2,32.39336640105796,545
546,None,0,65.46270795195814,546
547,Human,1,0.0,547
548,None,0,65.46270795195814,548
549,Human,1,0.0,549
550,None,0,65.46270795195814,550
551,None,0,65.46270795195814,551
552,Human,2,32.39336640105796,552
553,Human,1,0.0,553
554,None,0,65.46270795195814,554
555,None,0,65.46270795195814,555
556,None,0,65.46270795195814,556
557,None,0,65.46270795195814,557
558,None,0,65.46270795195814,558
559,Human,1,0.0,559
560,Kraken,1,65.41307592171604,560
561,Kraken,1,65.41307592171604,561
562,Kong,1,67.32713202526956,562
563,None,0,65.46270795195814,563
564,Human,1,0.0,564
565,Human,2,32.39336640105796,565
566,Human,2,32.39336640105796,566
567,Kong,1,67.32713202526956,567
568,Human,1,0.0,568
569,Human,1,0.0,569
570,Human,1,0.0,570
571,Human,1,0.0,571
572,Human,1,0.0,572
573,Human,1,0.0,573
574,Human,1,0.0,574
575,None,0,65.46270795195814,575
576,Human,2,32.39336640105796,576
577,None,0,65.46270795195814,577
578,Human,1,0.0,578
579,Human,1,0.0,579
580,Human,1,0.0,580
581,None,0,65.46270795195814,581
582,Human,1,0.0,582
583,Human,1,0.0,583
584,Shark,1,65.40261413534225,584
585,Human,2,32.39336640105796,585
586,Human,1,0.0,586
587,Human,1,0.0,587
588,Human,1,0.0,588
589,Human,1,0.0,589
590,Human,1,0.0,590
591,None,0,65.46270795195814,591
592,Human,1,0.0,592
593,Human,1,0.0,593
594,None,0,65.46270795195814,594
595,Human,1,0.0,595
596,Human,1,0.0,596
597,None,0,65.46270795195814,597
598,Human,1,0.0,598
599,Human,1,0.0,599
600,None,0,65.46270795195814,600
601,Human,1,0.0,601
602,Kong,1,67.32713202526956,602
603,None,0,65.46270795195814,603
604,Human,2,32.39336640105796,604
605,Human,2,32.39336640105796,605
606,Human,1,0.0,606
607,Human,1,0.0,607
608,Human,1,0.0,608
609,Human,1,0.0,609
610,None,0,65.46270795195814,610
611,None,0,65.46270795195814,611
612,Human,1,0.0,612
613,Human,1,0.0,613
614,Human,1,0.0,614
615,None,0,65.46270795195814,615
616,Human,1,0.0,616
617,Human,2,32.39336640105796,617
618,None,0,65.46270795195814,618
619,None,0,65.46270795195814,619
620,Human,1,0.0,620
621,Human,1,0.0,621
622,Human,2,32.39336640105796,622
623,Human,1,0.0,623
624,None,0,65.46270795195814,624
625,Human,1,0.0,625
626,None,0,65.46270795195814,626
627,Human,1,0.0,627
628,Human,1,0.0,628
629,Human,1,0.0,629
630,None,0,65.46270795195814,630
631,Human,2,32.39336640105796,631
632,Human,2,32.39336640105796,632
633,Human,2,32.39336640105796,633
634,Human,1,0.0,634
635,None,0,65.46270795195814,635
636,None,0,65.46270795195814,636
637,Human,1,0.0,637
638,Human,2,32.39336640105796,638
639,Human,1,0.0,639
640,Human,1,0.0,640
641,Human,1,0.0,641
642,Human,1,0.0,642
643,Human,2,32.39336640105796,643
644,Human,1,0.0,644
645,Human,1,0.0,645
646,Human,1,0.0,646
647,Human,1,0.0,647
648,Human,2,32.39336640105796,648
649,Human,1,0.0,649
650,Human,1,0.0,650
651,Human,2,32.39336640105796,651
652,Human,1,0.0,652
653,Human,1,0.0,653
654,Human,1,0.0,654
655,None,0,65.46270795195814,655
656,None,0,65.46270795195814,656
657,None,0,65.46270795195814,657
658,None,0,65.46270795195814,658
659,None,0,65.46270795195814,659
660,None,0,65.46270795195814,660
661,None,0,65.46270795195814,661
662,None,0,65.46270795195814,662
663,Human,2,32.39336640105796,663
664,Human,2,32.39336640105796,664
665,None,0,65.46270795195814,665
666,None,0,65.46270795195814,666
667,Human,1,0.0,667
668,Human,1,0.0,668
669,Human,1,0.0,669
670,None,0,65.46270795195814,670
671,None,0,65.46270795195814,671
672,Kraken,1,65.41307592171604,672
673,Human,1,0.0,673
674,None,0,65.46270795195814,674
675,Human,1,0.0,675
676,Kraken,1,65.41307592171604,676
677,Human,1,0.0,677
678,Human,1,0.0,678
679,Human,1,0.0,679
680,Human,1,0.0,680
681,None,0,65.46270795195814,681
682,None,0,65.46270795195814,682
683,Human,1,0.0,683
684,Human,1,0.0,684
685,Human,2,32.39336640105796,685
686,Human,1,0.0,686
687,Kraken,2,97.8036074617948,687
688,None,0,65.46270795195814,688
689,None,0,65.46270795195814,689
690,None,0,65.46270795195814,690
691,Human,1,0.0,691
692,Human,1,0.0,692
693,Human,1,0.0,693
694,Human,1,0.0,694
695,Human,1,0.0,695
696,Human,1,0.0,696
697,Human,2,32.39336640105796,697
698,Human,1,0.0,698
699,Alien,1,67.60953540863336,699
700,Human,1,0.0,700
701,Human,1,0.0,701
702,None,0,65.46270795195814,702
703,Human,1,0.0,703
704,Human,1,0.0,704
705,None,0,65.46270795195814,705
706,Human,1,0.0,706
707,Human,1,0.0,707
708,Human,2,32.39336640105796,708
709,None,0,65.46270795195814,709
710,Human,1,0.0,710
711,None,0,65.46270795195814,711
712,Human,1,0.0,712
713,Human,1,0.0,713
714,None,0,65.46270795195814,714
715,Human,2,32.39336640105796,715
716,None,0,65.46270795195814,716
717,Human,1,0.0,717
718,Human,2,32.39336640105796,718
719,Human,1,0.0,719
720,Human,1,0.0,720
721,Human,1,0.0,721
722,Human,1,0.0,722
723,Human,1,0.0,723
724,Human,2,32.39336640105796,724
725,None,0,65.46270795195814,725
726,Human,1,0.0,726
727,Human,1,0.0,727
728,Human,1,0.0,728
729,Human,1,0.0,729
730,None,0,65.46270795195814,730
731,Kraken,1,65.41307592171604,731
732,Human,1,0.0,732
733,Human,1,0.0,733
734,Human,1,0.0,734
735,Human,1,0.0,735
736,Human,1,0.0,736
737,Human,1,0.0,737
738,Human,1,0.0,738
739,Human,2,32.39336640105796,739
740,Human,1,0.0,740
741,Human,1,0.0,741
742,Human,1,0.0,742
743,Human,2,32.39336640105796,743
744,Human,1,0.0,744
745,None,0,65.46270795195814,745
746,Human,1,0.0,746
747,Alien,1,67.60953540863336,747
748,None,0,65.46270795195814,748
749,Human,2,32.39336640105796,749
750,Human,2,32.39336640105796,750
751,Human,2,32.39336640105796,751
752,Human,1,0.0,752
753,Human,2,32.39336640105796,753
754,Human,1,0.0,754
755,None,0,65.46270795195814,755
756,Human,2,32.39336640105796,756
757,Human,1,0.0,757
758,None,0,65.46270795195814,758
759,Human,1,0.0,759
760,Human,2,32.39336640105796,760
761,None,0,65.46270795195814,761
762,None,0,65.46270795195814,762
763,Human,1,0.0,763
764,Human,1,0.0,764
765,None,0,65.46270795195814,765
766,None,0,65.46270795195814,766
767,Human,1,0.0,767
768,Human,1,0.0,768
769,Human,1,0.0,769
770,Human,1,0.0,770
771,Human,1,0.0,771
772,Human,1,0.0,772
773,Human,1,0.0,773
774,None,0,65.46270795195814,774
775,None,0,65.46270795195814,775
776,None,0,65.46270795195814,776
777,None,0,65.46270795195814,777
778,None,0,65.46270795195814,778
779,None,0,65.46270795195814,779
780,None,0,65.46270795195814,780
781,None,0,65.46270795195814,781
782,None,0,65.46270795195814,782
783,Human,1,0.0,783
784,Human,1,0.0,784
785,Human,1,0.0,785
786,Human,1,0.0,786
787,None,0,65.46270795195814,787
788,Human,2,32.39336640105796,788
789,None,0,65.46270795195814,789
790,None,0,65.46270795195814,790
791,Human,1,0.0,791
792,Human,1,0.0,792
793,Human,1,0.0,793
794,None,0,65.46270795195814,794
795,None,0,65.46270795195814,795
796,Alien,1,67.60953540863336,796
797,None,0,65.46270795195814,797
798,Human,1,0.0,798
799,Kraken,1,65.41307592171604,799
800,Human,2,32.39336640105796,800
801,Human,1,0.0,801
802,Human,1,0.0,802
803,None,0,65.46270795195814,803
804,Shark,1,65.40261413534225,804
805,None,0,65.46270795195814,805
806,None,0,65.46270795195814,806
807,None,0,65.46270795195814,807
808,Human,1,0.0,808
809,Human,2,32.39336640105796,809
810,Human,2,32.39336640105796,810
811,Human,1,0.0,811
812,None,0,65.46270795195814,812
813,None,0,65.46270795195814,813
814,None,0,65.46270795195814,814
815,Human,2,32.39336640105796,815
816,Human,1,0.0,816
817,Human,2,32.39336640105796,817
818,Human,1,0.0,818
819,Human,1,0.0,819
820,None,0,65.46270795195814,820
821,Shark,1,65.40261413534225,821
822,Human,1,0.0,822
823,Human,1,0.0,823
824,Human,2,32.39336640105796,824
825,Human,1,0.0,825
826,None,0,65.46270795195814,826
827,Human,2,32.39336640105796,827
828,Human,1,0.0,828
829,Human,1,0.0,829
830,Shark,1,65.40261413534225,830
831,Human,1,0.0,831
832,None,0,65.46270795195814,832
833,Human,1,0.0,833
834,Shark,1,65.40261413534225,834
835,Alien,1,67.60953540863336,835
836,Human,1,0.0,836
837,None,0,65.46270795195814,837
838,None,0,65.46270795195814,838
839,Human,1,0.0,839
840,Human,2,32.39336640105796,840
841,Human,1,0.0,841
842,Human,1,0.0,842
843,Human,1,0.0,843
844,Human,1,0.0,844
845,Human,1,0.0,845
846,Human,2,32.39336640105796,846
847,Human,2,32.39336640105796,847
848,None,0,65.46270795195814,848
849,Human,1,0.0,849
850,Human,1,0.0,850
851,Human,2,32.39336640105796,851
852,Human,1,0.0,852
853,Human,2,32.39336640105796,853
854,Human,2,32.39336640105796,854
855,Human,1,0.0,855
856,Human,1,0.0,856
857,Human,1,0.0,857
858,Human,1,0.0,858
859,Human,1,0.0,859
860,None,0,65.46270795195814,860
861,Kaiju,1,67.38989019237019,861
862,Human,1,0.0,862
863,Human,1,0.0,863
864,Human,1,0.0,864
865,Human,1,0.0,865
866,Human,2,32.39336640105796,866
867,None,0,65.46270795195814,867
868,Human,1,0.0,868
869,Human,1,0.0,869
870,None,0,65.46270795195814,870
871,None,0,65.46270795195814,871
872,None,0,65.46270795195814,872
873,Human,1,0.0,873
874,None,0,65.46270795195814,874
875,None,0,65.46270795195814,875
876,None,0,65.46270795195814,876
877,None,0,65.46270795195814,877
878,Human,2,32.39336640105796,878
879,Human,1,0.0,879
880,Shark,1,65.40261413534225,880
881,Human,2,32.39336640105796,881
882,Kaiju,1,67.38989019237019,882
883,Human,1,0.0,883
884,Shark,1,65.40261413534225,884
885,Human,2,32.39336640105796,885
886,Human,2,32.39336640105796,886
887,Human,1,0.0,887
888,Human,1,0.0,888
889,Human,2,32.39336640105796,889
890,None,0,65.46270795195814,890
891,Human,1,0.0,891
892,Human,1,0.0,892
893,Human,2,32.39336640105796,893
894,Human,2,32.39336640105796,894
895,Alien,1,67.60953540863336,895
896,Human,2,32.39336640105796,896
897,None,0,65.46270795195814,897
898,None,0,65.46270795195814,898
899,Human,2,32.39336640105796,899
900,None,0,65.46270795195814,900
901,None,0,65.46270795195814,901
902,None,0,65.46270795195814,902
903,None,0,65.46270795195814,903
904,None,0,65.46270795195814,904
905,Human,1,0.0,905
