,tier,face,shirt,hats,body,Rarity score,Token Id
89,classy_2,beard pirate,astro black,mullet blonde,blue cat skin,68.0277093145775,89
90,cool_2,sunglasses pixel,overalls blue,bucket hat tan,blue cat skin,1.8216425671579015,90
91,cool_1,sunglasses yellow,tshirt red,beret green,blue cat skin,22.267481767859437,91
92,cool_2,ninja black,bandana purple,mullet blonde,blue cat skin,6.658507559345828,92
93,exotic_1,mummy,ninja black,admiral pink,blue cat skin,76.60178972613699,93
94,cool_2,owo,buttondown tan,pirate red,blue cat skin,6.375853016739405,94
95,wild_2,angry scar,tshirt metal,mohawk red,blue cat skin,51.225013407352236,95
96,cool_2,sunglasses pixel,tshirt green,flower pink,blue cat skin,3.4862607908317473,96
97,wild_2,mononoke,knight,bucket hat green,blue cat skin,48.492625205040056,97
98,cool_1,glasses,sweater orange,flower blue,blue cat skin,22.675763356430966,98
99,wild_2,sunglasses heart,knight leather,wreath,blue cat skin,49.152198705426684,99
100,exotic_1,mummy,cowboy brown,halo,blue cat skin,76.72741361756005,100
101,classy_1,mummy,ninja black,wreath flowers,blue cat skin,60.36445334217761,101
102,exotic_1,zombie,knight black,bucket hat blue,blue cat skin,76.9158667935976,102
103,cool_1,stunned,bandana purple,beret green,blue cat skin,21.042608635500205,103
104,cool_1,face face,sweater orange,headband red,blue cat skin,22.89565166372021,104
105,cool_1,sunglasses cool,tshirt yellow,headband blue,blue cat skin,22.235974136147384,105
106,cool_2,rich,work blue,beret red,blue cat skin,3.109467921260258,106
107,classy_2,mononoke,hoodie red,bow,blue cat skin,68.71864229536777,107
108,wild_2,mummy,ninja red,helm army,blue cat skin,50.471203861206035,108
109,exotic_2,rich,epaulette red,knight black,blue cat skin,88.9133408859503,109
110,wild_1,unamused,baseball blue,bucket hat white,blue cat skin,34.95616938752645,110
111,cool_2,glossy,buttondown black flannel,hat visor blue,blue cat skin,6.721380975698856,111
112,cool_2,hearts,tanktop pink,helm army,blue cat skin,6.407319670562567,112
113,cool_2,smirk,winter red,candle,blue cat skin,5.527924060494513,113
114,cool_2,glasses,tshirt metal,beanie red,blue cat skin,5.716358320358086,114
115,wild_1,face face,overalls pink,arrowhead,blue cat skin,33.70005025726719,115
116,wild_1,unamused,tshirt red,bucket hat blue,blue cat skin,33.291696168235305,116
117,cool_2,tired,hoodie black,headband blue,blue cat skin,5.465053798683528,117
118,cool_2,ninja red,bandana green,cupcake,blue cat skin,6.093170101949196,118
119,cool_1,glossy,robe red,bucket hat tan,blue cat skin,22.173233116394766,119
120,cool_1,smirk,work blue,flower blue,blue cat skin,22.581486334167295,120
121,cool_2,angry cute,toga,apple,blue cat skin,4.617008209547338,121
122,wild_2,three eyes,work blue,visor green,blue cat skin,47.707465637962,122
123,wild_2,double face,sweater green chain,arrowhead,blue cat skin,49.24642844487174,123
124,classy_1,sunglasses cool,cowboy black,prince,blue cat skin,61.90338147543579,124
125,cool_2,wink,overalls flannel,beanie red,blue cat skin,5.9676029521241345,125
126,wild_2,owo,tshirt red,admiral pink,blue cat skin,49.84321994553967,126
127,classy_1,stunned,costume dragon,helm army,blue cat skin,60.80421103781255,127
128,classy_1,double face,gown white,hat skull,blue cat skin,60.1132055579467,128
129,wild_1,ditto,winter blue,flower red,blue cat skin,31.124538249207838,129
130,cool_1,uwu,buttondown blue flannel,bucket hat green,blue cat skin,21.450909137476142,130
131,wild_2,sunglasses squad,cowboy black,piercings,blue cat skin,49.93741186094549,131
132,wild_2,angry,buttondown red flannel,cowboy black,blue cat skin,51.63337064607943,132
133,wild_2,sunglasses yellow,sweater orange,crown fire,blue cat skin,51.16234488459802,133
134,cool_1,glossy,robe blue,beret green,blue cat skin,21.733506940561735,134
135,cool_1,beard brown,tshirt red,antlers,blue cat skin,21.48221502389989,135
136,cool_2,derp,tanktop sailor black,mohawk green,blue cat skin,4.836890209829668,136
137,cool_2,smirk,robe red,beanie black,blue cat skin,6.658551690391976,137
138,wild_2,zombie,tanktop white,halo,blue cat skin,48.7753270304651,138
139,cool_2,ninja red,robe blue,sushi,blue cat skin,5.998975037540483,139
140,cool_1,ninja black,tshirt pink,mohawk green,blue cat skin,21.607854679032066,140
141,cool_1,ninja red,robe blue,beanie orange,blue cat skin,22.0475997682695,141
142,cool_2,ninja black,winter blue,piercings,blue cat skin,6.344512451817351,142
143,cool_1,unamused,overalls blue,mohawk green,blue cat skin,20.06896122150261,143
144,wild_2,ninja red,sweater pink,horns,blue cat skin,52.324341452986104,144
145,wild_1,hearts,buttondown red flannel,unicorn horn,blue cat skin,35.67860054332657,145
146,cool_1,beard brown,tshirt green,mohawk purple,blue cat skin,22.07905696539046,146
147,exotic_1,dizzy,epaulette red,tvhead white,blue cat skin,77.41834344519306,147
148,wild_1,angry,overalls pink,flower red,blue cat skin,32.34950910174636,148
149,cool_1,beard tan,bandana red,hat white,blue cat skin,20.94829693820019,149
150,wild_1,ninja blue,sweater black,helm army,blue cat skin,36.05545330419135,150
151,cool_2,rich,buttondown green,beanie orange,blue cat skin,2.826753483898575,151
152,wild_1,ninja black,toga,afro brown,blue cat skin,35.74138254166047,152
153,classy_2,glossy,lederhosen,costume frog,blue cat skin,70.4775375399205,153
154,cool_2,sunglasses cool,robe white,mohawk purple,blue cat skin,6.3758467118096736,154
155,wild_2,ditto,sweater pink,sushi,blue cat skin,50.565487187014654,155
156,cool_1,ninja black,bandana green,antlers,blue cat skin,21.67070917990351,156
157,cool_2,derp,shirt yellow,bucket hat white,blue cat skin,6.0617570386439565,157
158,wild_2,sunglasses pixel,overalls pink,headband blue,blue cat skin,48.335641835982926,158
159,wild_1,beard tan,tshirt white,helm army,blue cat skin,36.966302959607894,159
160,classy_1,happy cute,tanktop tattoo,astro fishbowl,blue cat skin,61.52658545270705,160
161,exotic_1,beard brown,costume gorilla,crown black,blue cat skin,78.42340707842271,161
162,cool_2,sunglasses squad,buttondown tan,hat white,blue cat skin,2.858135029479091,162
163,classy_1,angry cute,astro black,beret black,blue cat skin,60.176028536246676,163
164,wild_1,angry cute,bandana red,halo,blue cat skin,32.695002384284685,164
165,classy_2,three eyes,sweater pink,halo fire,blue cat skin,67.11686596478309,165
166,classy_1,ditto,knight leather,mullet blonde,blue cat skin,59.610716297184176,166
167,wild_1,owo,sweater pink,mohawk red,blue cat skin,34.89340945506182,167
168,classy_2,angry scar,overalls pink,helm silver,blue cat skin,69.15833064508439,168
169,cool_2,angry cute,ninja blue,flower blue,blue cat skin,5.1824496892834135,169
170,cool_2,sunglasses cool,tshirt metal,hat visor yellow,blue cat skin,6.061769645041453,170
171,wild_2,happy cute,tshirt yellow,visor purple,blue cat skin,50.53421597147288,171
172,wild_1,sunglasses cool,ninja blue,hat visor blue,blue cat skin,35.96128030565191,172
173,cool_2,ninja red,buttondown blue flannel,beanie blue,blue cat skin,6.815594953511973,173
174,exotic_1,sunglasses squad,combat black,top hat,blue cat skin,78.01512864231606,174
175,cool_2,ninja black,winter red,headband red,blue cat skin,5.84191916594581,175
176,wild_1,glasses funny,winter blue,flower red,blue cat skin,32.0353374686485,176
177,wild_1,angry scar,tshirt pink,pirate red,blue cat skin,32.852039342474946,177
178,cool_2,angry,shirt bowtie,antlers,blue cat skin,4.805489752229533,178
179,cool_2,owo,tshirt pink,bucket hat white,blue cat skin,5.998962429758201,179
180,wild_2,sunglasses cowboy,nurse,afro black,blue cat skin,53.643431717008106,180
181,cool_2,sunglasses blue,hoodie black,antlers,blue cat skin,4.836868143960397,181
182,cool_1,happy cute,hoodie purple,hat visor yellow,blue cat skin,22.45588135753342,182
183,wild_1,owo,sweater orange,tvhead grey,blue cat skin,33.700028192090315,183
184,cool_2,angry,sweater orange,sunhat tan,blue cat skin,5.9676281690734845,184
185,wild_2,zombie,tanktop tattoo,beret pink,blue cat skin,50.09435740250141,185
186,cool_1,derp,bandana purple,piercings,blue cat skin,21.545085288480443,186
187,cool_2,ditto,overalls blue,piercings,blue cat skin,1.3191690680273105,187
188,wild_2,ninja black,punk,helm army,blue cat skin,53.42361276048394,188
189,classy_2,ditto,winter blue,halo fire,blue cat skin,67.02269611801613,189
190,classy_2,double face,knight leather,cowboy black,blue cat skin,68.34168866324363,190
191,cool_2,ninja blue,tshirt green,cowboy brown,blue cat skin,5.810531320282314,191
192,exotic_2,tvface 404,deepsea bronze,tvhead purple,blue cat skin,95.47732870470202,192
193,wild_1,rich,tanktop orange,hat visor blue,blue cat skin,32.946265930147526,193
194,classy_1,angry scar,tanktop sailor red,bow,blue cat skin,60.14463123180379,194
195,classy_1,sunglasses cowboy,gown black,sunhat black,blue cat skin,61.52653817058082,195
196,wild_1,ditto,buttondown blue flannel,sunhat white,blue cat skin,32.09822033962656,196
197,cool_2,angry scar,tshirt red,antlers,blue cat skin,2.638262482436999,197
198,cool_2,owo,toga,beret red,blue cat skin,5.684938950045939,198
199,wild_2,beard brown,epaulette black,beret pink,blue cat skin,52.701219432185034,199
200,wild_2,derp,gown black,piercings,blue cat skin,49.623382077688284,200
201,cool_2,glossy,toga,beret red,blue cat skin,6.721415647965623,201
202,classy_1,sunglasses heart,ninja black,mullet blonde,blue cat skin,60.36447855843458,202
203,cool_1,pixel,buttondown green,flower red,blue cat skin,21.19956678691559,203
204,cool_1,stunned,tshirt red,beret red,blue cat skin,21.92193489549558,204
205,classy_1,ninja blue,pirate black,halo,blue cat skin,61.086783625333574,205
206,cool_1,dizzy,tanktop pink,candle,blue cat skin,21.76491685624886,206
207,classy_1,sunglasses blue,gown purple,knight red,blue cat skin,60.74131871151708,207
208,cool_2,unamused,robe blue,mullet brown,blue cat skin,5.2138690582107765,208
209,cool_2,face face,bandana red,afro brown,blue cat skin,6.124627299070156,209
210,cool_1,uwu,buttondown black flannel,hat visor yellow,blue cat skin,21.38801680910349,210
211,cool_2,mummy,robe blue,arrowhead,blue cat skin,1.6647222432437188,211
212,classy_1,ninja blue,epaulette red,mullet blonde,blue cat skin,60.96126375624996,212
213,cool_2,stunned,bandana red,beanie black,blue cat skin,5.402240275700974,213
214,classy_1,ditto,lederhosen,beanie blue,blue cat skin,59.51645818624773,214
215,exotic_1,owo,monk,astro fishbowl,blue cat skin,78.01510972960403,215
216,cool_1,hearts,robe blue,headband blue,blue cat skin,20.696982959131038,216
217,cool_2,glasses,tshirt pink,cupcake,blue cat skin,5.998984494242686,217
218,cool_1,sunglasses cowboy,tshirt red,hat white,blue cat skin,21.168169481780318,218
219,classy_2,double face,overalls yellow,halo,blue cat skin,68.40451164223599,219
220,cool_2,glasses,bandana red,sunhat white,blue cat skin,5.747749320563627,220
221,cool_1,ninja red,buttondown blue flannel,arrowhead,blue cat skin,22.424531335909165,221
222,wild_2,angry,pirate red,afro brown,blue cat skin,52.35574190989385,222
223,cool_2,sunglasses yellow,shirt bowtie,flower red,blue cat skin,5.936155212397771,223
224,wild_1,ditto,buttondown black flannel,cupcake,blue cat skin,31.344398185005684,224
225,classy_2,beard tan,wetsuit,costume gorilla,blue cat skin,70.25767760412266,225
226,exotic_1,sunglasses heart,costume hotdog,bow,blue cat skin,76.66458748818,226
227,cool_2,pixel,tshirt yellow,beret pink,blue cat skin,6.187456582299856,227
228,cool_2,happy,tanktop sailor blue,headband blue,blue cat skin,5.5278074269108215,228
229,wild_1,sunglasses cowboy,tshirt white,pirate red,blue cat skin,36.306723153599144,229
230,wild_1,derp,sweater black,ninja blue,blue cat skin,35.77280506582227,230
231,exotic_1,mummy,cowboy black,knight black,blue cat skin,76.91587940137988,231
232,classy_1,glossy,punk,dutch,blue cat skin,63.002643326231436,232
233,cool_1,uwu,robe red,bucket hat tan,blue cat skin,21.45087130859015,233
234,cool_1,angry,tshirt red,flower red,blue cat skin,21.48227806973523,234
235,cool_2,ninja red,buttondown blue flannel,hat visor blue,blue cat skin,6.501476907470076,235
236,cool_1,glossy,hoodie purple,flower red,blue cat skin,22.644391271014616,236
237,cool_1,beard tan,tanktop orange,candle,blue cat skin,22.92700168257489,237
238,exotic_1,happy,costume hotdog,costume gorilla,blue cat skin,77.88947323039869,238
239,exotic_1,beard tan,epaulette red,astro cheeks,blue cat skin,78.45478231768872,239
240,cool_2,happy cute,tanktop tattoo,flower red,blue cat skin,5.747689429270331,240
241,wild_1,hearts,lederhosen,mohawk purple,blue cat skin,32.88345555824505,241
242,cool_2,beard tan,baseball red,bucket hat tan,blue cat skin,6.155971015072289,242
243,cool_2,smirk,winter blue,apple,blue cat skin,5.590643012993075,243
244,wild_2,double face,shirt yellow,prince,blue cat skin,49.08940409723333,244
245,wild_1,dizzy,tanktop sailor blue,beanie black,blue cat skin,35.61579332735093,245
246,wild_1,happy cute,tshirt white,sunhat black,blue cat skin,36.71505517745416,246
247,cool_1,angry,work red,mohawk green,blue cat skin,20.916899634449706,247
248,cool_2,beard brown,tshirt blue,mohawk green,blue cat skin,4.67986270764921,248
249,cool_1,smirk,buttondown black flannel,apple,blue cat skin,21.388019960875962,249
250,classy_2,mononoke,ninja black,pirate black,blue cat skin,68.96988062151169,250
251,exotic_1,three eyes,costume gorilla,helm biker,blue cat skin,77.26141051141941,251
252,wild_2,mummy,tshirt pink,helm silver,blue cat skin,49.08936942358177,252
253,wild_2,mummy,cowboy black,candle,blue cat skin,48.11576613855315,253
254,cool_1,face face,tanktop orange,piercings,blue cat skin,23.05267600928144,254
255,cool_1,sunglasses yellow,buttondown black flannel,wreath,blue cat skin,22.581533619755486,255
256,cool_2,hearts,ninja blue,flower blue,blue cat skin,5.590753343724215,256
257,exotic_1,sunglasses pixel,knight leather,halo fire,blue cat skin,76.94730822700944,257
258,classy_1,uwu,gown black,hat visor blue,blue cat skin,61.024048908433514,258
259,cool_2,ninja red,hoodie purple,mohawk red,blue cat skin,6.250210211911936,259
260,classy_1,uwu,chain,halo fire,blue cat skin,60.490124515726905,260
261,cool_1,beard tan,buttondown tan,flower pink,blue cat skin,23.398109401911256,261
262,cool_1,sunglasses cool,tshirt pink,candle,blue cat skin,22.36163900822891,262
263,classy_1,sunglasses blue,tshirt blue,admiral pink,blue cat skin,59.98759427430592,263
264,classy_1,rich,baseball blue,pirate black,blue cat skin,59.83048166595999,264
265,cool_2,glasses,ninja red,antlers,blue cat skin,4.899691121567976,265
266,classy_2,unamused,epaulette white,cowboy black,blue cat skin,68.53025216585795,266
267,classy_2,zombie,sweater green chain,astro,blue cat skin,68.46742288193586,267
268,cool_2,angry scar,buttondown blue flannel,mohawk green,blue cat skin,2.7325584208746485,268
269,wild_1,unamused,labcoat,afro black,blue cat skin,35.050364452627555,269
270,cool_1,glossy,buttondown green,wreath,blue cat skin,22.42448720347823,270
271,classy_1,dizzy,labcoat,costume gorilla,blue cat skin,60.39590738475653,271
272,wild_2,sunglasses squad,shirt yellow,goggles seaweed,blue cat skin,50.31430244861909,272
273,cool_1,smirk,bandana green,beanie orange,blue cat skin,22.80135887913221,273
274,wild_2,mummy,epaulette black,piercings,blue cat skin,48.77527974903126,274
275,cool_2,angry,bandana purple,hat skull,blue cat skin,5.43365964532073,275
276,wild_2,double face,ninja blue,cowboy brown,blue cat skin,50.18862812122015,276
277,wild_1,wink,buttondown black flannel,pirate black,blue cat skin,33.91991019237265,277
278,cool_1,happy cute,work red,flower pink,blue cat skin,22.550079573022213,278
279,cool_2,angry,sweater black,bucket hat tan,blue cat skin,5.33941099385606,279
280,classy_1,shocked,winter red,costume gorilla,blue cat skin,60.898425017010446,280
281,wild_2,sunglasses yellow,cowboy brown,mohawk green,blue cat skin,49.71763072984535,281
282,classy_1,shocked,pirate red,prince,blue cat skin,61.809176952247704,282
283,wild_2,sunglasses heart,tanktop sailor red,wreath flowers,blue cat skin,51.63329814492666,283
284,exotic_2,double face,robe king,knight black,blue cat skin,89.10174047354712,284
285,wild_2,face face,knight,hat black,blue cat skin,53.58060873801575,285
286,cool_2,double face,work blue,bucket hat tan,blue cat skin,2.2614128754218648,286
287,wild_1,hearts,ninja blue,sunhat black,blue cat skin,35.20747391266298,287
288,wild_1,rich,robe blue,wreath flowers,blue cat skin,32.63221723279352,288
289,cool_2,sunglasses cool,winter blue,piercings,blue cat skin,6.721396735946003,289
290,wild_2,sunglasses cool,deepsea bronze,wreath,blue cat skin,50.8168610573771,290
291,classy_2,ditto,overalls pink,knight blue,blue cat skin,67.61938675019427,291
292,cool_1,owo,bandana purple,hat visor yellow,blue cat skin,21.105371723891665,292
293,wild_1,happy,pirate black,antlers,blue cat skin,32.8206609493593,293
294,wild_2,sunglasses blue,hoodie red,beanie black,blue cat skin,52.26154684410035,294
295,cool_2,ditto,buttondown black flannel,apple,blue cat skin,1.1306307816699348,295
296,classy_2,uwu,overalls yellow,tvhead white,blue cat skin,68.7815283174259,296
297,classy_1,mononoke,hoodie black,pirate black,blue cat skin,60.14458710075764,297
298,cool_1,ninja black,bandana green,beret red,blue cat skin,22.55013946639269,298
299,wild_2,pixel,costume gorilla,beanie orange,blue cat skin,51.00532368873208,299
300,classy_2,rich,epaulette red,hat visor blue,blue cat skin,68.21617194662487,300
301,wild_1,face face,tanktop white,visor green,blue cat skin,33.009066841193444,301
302,wild_1,stunned,pirate black,beanie red,blue cat skin,32.85203619070248,302
303,classy_1,three eyes,pirate red,bucket hat white,blue cat skin,60.113221318193844,303
304,wild_1,glasses,tanktop sailor black,hat skull,blue cat skin,35.20742032283744,304
305,cool_1,smirk,buttondown green,beanie red,blue cat skin,21.670636679443145,305
306,exotic_1,glossy,costume frog,tvhead purple,blue cat skin,78.39196879609095,306
307,exotic_1,wink,combat green,knight black,blue cat skin,78.80030397171844,307
308,cool_1,face face,buttondown tan,bucket hat tan,blue cat skin,22.48734170573446,308
309,wild_1,happy,tshirt metal,afro brown,blue cat skin,35.6157870217288,309
310,cool_2,sunglasses blue,tshirt metal,flower blue,blue cat skin,5.653529038513171,310
311,cool_1,beard brown,work red,beret red,blue cat skin,22.173204746288157,311
312,wild_1,stunned,ninja red,bucket hat white,blue cat skin,35.08187838996174,312
313,wild_1,ditto,sweater orange,beret black,blue cat skin,31.972552317157344,313
314,classy_1,stunned,ninja blue,crown fire,blue cat skin,60.1446596019104,314
315,cool_2,sunglasses squad,overalls blue,bucket hat green,blue cat skin,2.198539459761229,315
316,cool_1,sunglasses cool,robe blue,piercings,blue cat skin,22.11034393979459,316
317,wild_1,dizzy,tanktop white,ninja black,blue cat skin,33.19750425629145,317
318,cool_2,glasses funny,shirt yellow,beret red,blue cat skin,3.0780264843864455,318
319,cool_1,pixel,tshirt green,mohawk green,blue cat skin,21.733465961288058,319
320,cool_1,glossy,sweater orange,beret red,blue cat skin,23.42950355458166,320
321,wild_2,pixel,epaulette red,beret red,blue cat skin,50.0002505994926,321
322,wild_2,sunglasses cowboy,tanktop tattoo,bucket hat blue,blue cat skin,52.449940126075035,322
323,cool_1,sunglasses cool,tanktop pink,beret red,blue cat skin,23.146852160285746,323
324,classy_2,owo,gown purple,crown black,blue cat skin,69.3468405578732,324
325,wild_1,unamused,bandana purple,knight red,blue cat skin,32.56935327591227,325
326,wild_2,sunglasses cowboy,costume frog,wreath,blue cat skin,50.40854164407394,326
327,wild_2,rich,tshirt yellow,bow,blue cat skin,49.1207698811819,327
328,cool_1,grin,bandana green,piercings,blue cat skin,22.0162056149067,328
329,wild_1,uwu,hoodie black,sunhat white,blue cat skin,35.74137623950031,329
330,cool_2,happy,shirt yellow,mullet blonde,blue cat skin,6.752734147018407,330
331,cool_1,stunned,shirt yellow,hat white,blue cat skin,20.288758110080334,331
332,wild_2,angry cute,bandana purple,tvhead purple,blue cat skin,49.08947344522882,332
333,classy_2,owo,costume gorilla,top hat,blue cat skin,69.78657303725116,333
334,cool_2,uwu,hoodie purple,mullet blonde,blue cat skin,6.752734148403191,334
335,exotic_1,grin,gown black,crown gold,blue cat skin,78.0150845119623,335
336,wild_1,ditto,bandana green,hat skull,blue cat skin,31.344398185698076,336
337,wild_1,tired,overalls blue,pirate black,blue cat skin,33.228917320289085,337
338,cool_1,pixel,buttondown tan,hat visor yellow,blue cat skin,22.235970984374912,338
339,cool_2,zombie,bandana red,piercings,blue cat skin,1.6646781108127844,339
340,wild_2,angry scar,tshirt red,horns,blue cat skin,49.87455420830157,340
341,wild_1,sunglasses cowboy,buttondown blue flannel,prince,blue cat skin,34.13973860559902,341
342,cool_1,unamused,tshirt red,headband blue,blue cat skin,20.979728916294622,342
343,cool_2,smirk,tanktop white,unicorn horn,blue cat skin,6.564366084070252,343
344,wild_1,uwu,tanktop tattoo,hat black,blue cat skin,35.61576180408706,344
345,cool_1,ninja red,tshirt yellow,beanie orange,blue cat skin,22.707176422505775,345
346,cool_2,glasses funny,hoodie purple,hat visor yellow,blue cat skin,2.7010728536470805,346
