,Credit Yield,Credits,Cool,Tech Skill,Attractiveness,Intelligence,Strength,Eyes,Ability,Race,Gender,Class,Status,Rarity score,Token Id
42,Low,436,11,52,35,83,11,Focused,None,Human,Female,Corporate,First Citizen,3.105353443112669,43
43,Low,294,40,62,88,92,12,Scar,Shield,Ape,Female,Builder,First Citizen,57.84074835687964,44
44,Low,441,50,72,70,75,34,Sad,None,Human,Male,Corporate,First Citizen,4.546755310592809,45
45,Low,291,12,74,44,15,36,Sad,None,Human,Male,Grunt,First Citizen,2.2031248518731497,46
46,Low,299,83,26,13,22,69,Suspicious,None,Human,Female,Bartender,First Citizen,0.9617191080262926,47
47,Low,292,65,47,32,63,56,Alien,Locksmith,Ghost,Male,Chat Support,First Citizen,62.92414606882593,48
48,Low,435,50,80,63,10,75,Bloodshot,None,Human,Female,Corporate,First Citizen,2.7447605537414246,49
49,Low,298,94,76,93,70,23,Bloodshot,None,Albino,Female,Assistant,First Citizen,22.049763058005208,50
50,Mid,580,14,16,34,25,30,Scar,None,Mutant,Male,Cyberstreet Trader,First Citizen,44.79107926062058,51
51,Low,299,66,38,61,94,70,Bloodshot,None,Human,Female,Assistant,First Citizen,0.8016274349623324,52
52,Low,444,57,38,85,42,90,Cyborg,None,Human,Female,Club Promoter,First Citizen,5.50883039132473,53
53,Mid,587,44,58,15,89,16,Robot,None,Human,Female,Cyberstreet Trader,First Citizen,25.75250491630408,54
54,Low,294,34,74,44,65,93,Sad,None,Human,Female,Worker,First Citizen,0.7812300882287644,55
55,Low,437,17,88,35,86,10,Tired,None,Human,Female,Punk,First Citizen,3.3657106500065628,56
56,Low,299,19,99,72,28,86,Bloodshot,None,Mutant,Male,Cook,First Citizen,21.82898389512318,57
57,Low,435,13,41,51,68,50,Suspicious,None,Human,Female,Corporate,First Citizen,3.1052248201896737,58
58,Low,295,25,30,15,20,56,Sad,None,Mutant,Male,Driver,First Citizen,21.668892090224436,59
59,Low,440,55,39,86,87,89,Angry,None,Mutant,Male,Club Promoter,First Citizen,24.012146365035704,60
60,Low,296,22,85,73,69,54,Suspicious,None,Mutant,Female,Bartender,First Citizen,19.566121528957613,61
61,Low,436,59,46,44,30,32,Skeptical,Weapon Check,Ape,Female,Developer,First Citizen,59.96219568054464,62
62,Low,435,92,24,88,35,72,Bloodshot,None,Human,Female,Club Promoter,First Citizen,2.724838037362133,63
63,Mid,585,75,16,10,29,10,Demon Eyes,None,Human,Male,Tech Runner,First Citizen,28.27490372279661,64
64,Low,440,70,20,65,17,98,Bloodshot,None,Android,Female,Punk,First Citizen,20.487768203204,65
65,Mid,581,89,53,75,86,80,Paranoid,None,Android,Male,Tech Runner,First Citizen,42.36843137974813,66
66,Mid,585,52,27,24,53,15,Alien,None,Albino,Male,Mercenary,First Citizen,49.27556492189021,67
67,Low,444,94,29,57,95,70,Scar,None,Human,Male,Scavenger,First Citizen,4.566984351913762,68
68,Low,291,58,40,38,55,32,Sad,None,Human,Female,Driver,First Citizen,0.8211739651854147,69
69,High,1451,93,72,99,84,73,Skeptical,None,Human,Female,CEO,First Citizen,32.64127784651547,70
70,Mid,874,57,74,89,59,87,Alien,Weapon Check,Human,Female,Exectuive,First Citizen,62.283530826240295,71
71,Low,440,65,45,82,65,21,Grumpy,None,Mutant,Female,Club Promoter,First Citizen,22.81047724955743,72
72,Mid,874,81,96,86,86,98,Bloodshot,None,Human,Female,Exectuive,First Citizen,24.171002715751193,73
73,Low,294,76,48,46,88,62,Angry,None,Human,Female,Cook,First Citizen,1.142703110738995,74
74,Mid,587,49,81,67,84,98,Bloodshot,None,Human,Male,Mercenary,First Citizen,24.971106954799993,75
75,Mid,580,29,32,75,17,19,Bloodshot,Dead Eye,Ape,Male,Club Owner,First Citizen,82.29270921669543,76
76,Low,442,90,15,67,23,24,Glowing,Revive,Ghost,Female,Corporate,First Citizen,65.6872067181735,77
77,Mid,587,17,44,39,46,37,Skeptical,None,Human,Female,Mercenary,First Citizen,24.530616348798905,78
78,Low,298,94,80,76,67,14,Skeptical,Revive,Ape,Male,Driver,First Citizen,58.60122511133695,79
79,Low,290,76,65,22,57,28,Tired,None,Human,Female,Bartender,First Citizen,1.2219678303352492,80
80,Low,291,81,56,63,76,28,Suspicious,None,Human,Female,Bartender,First Citizen,0.48096824745501976,81
81,Mid,876,99,72,97,99,75,Cyborg,None,Android,Female,Cyber Ninja,First Citizen,44.39097777379155,82
82,Mid,879,68,90,93,81,70,Suspicious,None,Human,Male,NFT Artist,First Citizen,25.652437664290932,83
83,Low,293,33,73,70,57,27,Bloodshot,None,Human,Male,Worker,First Citizen,2.6436550892892723,84
84,Mid,583,98,33,56,82,91,Cyborg,None,Human,Male,Cyberstreet Trader,First Citizen,27.053341481271026,85
85,Mid,588,53,39,12,93,89,Tired,None,Human,Male,Tech Runner,First Citizen,25.09083955092229,86
86,Mid,582,53,14,10,48,68,Tired,None,Android,Female,Cyberstreet Trader,First Citizen,41.70810119159153,87
87,Mid,588,71,91,78,10,78,Alien,Weapon Check,Ghost,Female,Club Owner,First Citizen,83.99387527722915,88
88,Mid,581,76,28,41,31,50,Skeptical,None,Android,Female,Tech Runner,First Citizen,41.56751646855608,89
89,Low,299,21,70,82,85,20,Tired,None,Human,Male,Assistant,First Citizen,2.743445382691276,90
90,Low,299,67,30,53,65,19,Tired,None,Human,Female,Assistant,First Citizen,1.5623807743165603,91
91,Mid,581,11,14,13,24,46,Angry,None,Human,Female,Samurai,First Citizen,24.390783092654484,92
92,Low,443,53,80,57,57,57,Angry,None,Human,Male,Developer,First Citizen,4.046180975866009,93
93,Low,295,49,29,60,48,14,Tired,None,Human,Female,Cook,First Citizen,1.5226151218905914,94
94,Low,435,79,95,53,15,33,Skeptical,None,Human,Female,Punk,First Citizen,3.4456873439338476,95
95,Low,298,18,25,84,36,61,Cyborg,None,Human,Male,Assistant,First Citizen,3.945579585313118,96
96,Low,295,24,46,42,12,11,Paranoid,None,Human,Female,Chat Support,First Citizen,0.8414820714383856,97
97,Mid,583,46,86,60,53,41,Demon Eyes,None,Human,Female,Cyberstreet Trader,First Citizen,27.013783487196797,98
98,Low,298,52,32,52,74,85,Sad,None,Human,Female,Grunt,First Citizen,0.5609351249422023,99
99,Low,442,64,90,91,34,65,Tired,None,Human,Female,Club Promoter,First Citizen,3.5458042195636157,100
100,Low,294,54,76,73,30,62,Sad,None,Human,Female,Worker,First Citizen,0.2204728504077148,101
101,Low,441,72,14,97,48,51,Focused,None,Human,Female,Developer,First Citizen,2.985096363643842,102
102,Low,444,24,43,13,60,68,Alien,None,Human,Female,Nerd,First Citizen,4.787911879987215,103
103,Low,294,56,37,65,20,88,Robot,None,Human,Male,Assistant,First Citizen,4.206025783642033,104
104,Low,294,94,97,17,87,59,Skeptical,None,Mutant,Male,Assistant,First Citizen,21.468430725494457,105
105,Low,298,26,67,54,50,38,Bloodshot,None,Albino,Female,Grunt,First Citizen,22.670198868226045,106
106,Low,296,58,94,20,62,75,Bloodshot,None,Mutant,Male,Grunt,First Citizen,21.30797290441334,107
107,Low,439,87,34,93,63,86,Suspicious,None,Human,Female,Officer,First Citizen,2.063706685814949,108
108,Low,296,84,55,25,33,76,Paranoid,None,Android,Male,Worker,First Citizen,19.88657255236358,109
109,Low,290,44,28,11,51,69,Alien,None,Human,Male,Chat Support,First Citizen,4.085511370783812,110
110,Low,296,69,98,90,40,96,Suspicious,None,Human,Female,Grunt,First Citizen,0.6417625548385817,111
111,Low,294,16,10,65,89,10,Cyborg,None,Mutant,Female,Assistant,First Citizen,22.510067424490856,112
112,Low,292,34,59,44,17,63,Suspicious,None,Human,Male,Assistant,First Citizen,1.7422274202355634,113
113,Low,441,47,17,85,62,50,Paranoid,None,Human,Female,Developer,First Citizen,2.865225189194009,114
114,Mid,588,25,78,98,13,17,Scar,None,Android,Male,Samurai,First Citizen,43.089171937755346,115
115,Low,297,10,37,73,15,75,Bloodshot,None,Human,Male,Bartender,First Citizen,2.022388483539342,116
116,Mid,581,26,46,74,44,49,Bloodshot,None,Human,Female,Tech Runner,First Citizen,23.629683318485878,117
117,Low,294,61,11,15,91,99,Sad,None,Android,Female,Assistant,First Citizen,18.284712944270776,118
118,Low,437,96,84,44,48,94,Sad,Hard Gut,Ape,Female,Corporate,First Citizen,59.52209052563513,119
119,Low,298,91,16,25,83,40,Robot,None,Mutant,Female,Grunt,First Citizen,21.668951185887845,120
120,Low,298,17,51,54,70,18,Bloodshot,None,Mutant,Male,Driver,First Citizen,21.027772378052834,121
121,Low,292,31,45,96,99,23,Suspicious,None,Albino,Male,Driver,First Citizen,24.051951810178306,122
122,Low,297,31,42,84,48,31,Sad,None,Human,Female,Cook,First Citizen,0.7612976677018578,123
123,Low,296,26,95,85,49,75,Alien,None,Human,Male,Chat Support,First Citizen,3.6652601206896356,124
124,Mid,589,13,68,82,33,21,Tired,None,Human,Male,Cyberstreet Trader,First Citizen,25.151131326830306,125
125,Low,298,18,89,91,25,40,Paranoid,Ghost Walk,Ape,Female,Worker,First Citizen,57.71996760742838,126
126,Low,291,30,51,36,80,46,Grumpy,None,Albino,Female,Driver,First Citizen,23.210875422769682,127
127,Mid,871,98,91,99,86,85,Focused,Locksmith,Demon,Female,Architect,First Citizen,83.53379820213955,128
128,Low,292,92,89,38,34,26,Paranoid,None,Android,Female,Chat Support,First Citizen,18.60547055109616,129
129,Low,292,50,91,90,90,90,Suspicious,None,Human,Female,Worker,First Citizen,0.6214246920884295,130
130,Mid,584,48,49,25,26,91,Scar,None,Human,Female,Mercenary,First Citizen,24.5914421678807,131
131,Low,435,47,10,57,61,76,Robot,None,Mutant,Male,Chef,First Citizen,26.214499663538426,132
132,Low,440,61,82,80,45,10,Sad,None,Human,Female,Officer,First Citizen,2.844926987106888,133
133,Low,439,75,15,56,27,86,Focused,None,Android,Female,Club Promoter,First Citizen,20.60787674892251,134
134,Mid,589,76,33,51,21,75,Scar,None,Human,Female,Cyberstreet Trader,First Citizen,23.950480725248717,135
135,Low,290,22,23,30,53,75,Skeptical,None,Android,Female,Bartender,First Citizen,18.965361252763216,136
136,Low,299,41,44,82,65,29,Suspicious,None,Human,Female,Grunt,First Citizen,0.7612679771038354,137
137,Mid,581,18,14,11,67,29,Suspicious,None,Human,Female,Club Owner,First Citizen,23.8901590389998,138
138,Low,435,13,73,68,78,92,Sad,None,Human,Male,Corporate,First Citizen,4.526763691979807,139
139,Low,298,60,89,23,37,50,Bloodshot,None,Android,Male,Grunt,First Citizen,19.425378712308127,140
140,Low,298,83,19,19,30,43,Sad,None,Human,Female,Driver,First Citizen,0.15986447697917253,141
141,Mid,870,74,94,55,80,88,Cyborg,None,Human,Female,Tech Weapon Dealer,First Citizen,26.553657264554566,142
142,Low,299,13,35,18,78,28,Focused,None,Mutant,Female,Chat Support,First Citizen,19.846480456692525,143
143,Low,297,50,69,54,36,28,Angry,None,Human,Female,Cook,First Citizen,1.0421214848828595,144
144,Mid,583,68,58,74,23,10,Suspicious,None,Mutant,Male,Mercenary,First Citizen,44.4707567646987,145
145,Mid,581,15,29,81,96,64,Grumpy,None,Albino,Male,Tech Runner,First Citizen,47.073053456416424,146
146,Low,296,31,49,65,51,26,Paranoid,None,Mutant,Male,Assistant,First Citizen,21.588460301136355,147
147,Low,444,93,66,41,47,93,Tired,None,Mutant,Female,Officer,First Citizen,22.430149826135814,148
148,Low,299,82,81,88,79,70,Scar,None,Human,Female,Bartender,First Citizen,0.6216918124511185,149
149,Low,294,10,39,69,27,50,Paranoid,None,Human,Male,Bartender,First Citizen,2.4836122192752326,150
150,Low,436,77,96,26,85,13,Paranoid,None,Mutant,Male,Scavenger,First Citizen,24.15217742693293,151
151,Low,436,96,45,94,62,77,Robot,None,Android,Female,Punk,First Citizen,22.650671780060062,152
152,Low,293,52,95,39,35,37,Grumpy,None,Human,Male,Builder,First Citizen,2.2428512247899666,153
153,Low,435,72,17,79,47,70,Bloodshot,None,Human,Female,Officer,First Citizen,2.764811656173733,154
154,Mid,875,80,73,93,78,75,Alien,None,Android,Male,Exectuive,First Citizen,45.63227450573255,155
155,Low,438,78,59,56,73,26,Grumpy,None,Human,Male,Nerd,First Citizen,4.847046644194162,156
156,Mid,589,90,98,67,12,63,Sad,None,Mutant,Male,Mercenary,First Citizen,44.5310285270832,157
157,Low,299,55,64,47,30,75,Focused,None,Human,Female,Driver,First Citizen,0.4409455032455936,158
158,Low,296,61,90,41,91,28,Cyborg,Weapon Check,Ape,Female,Chat Support,First Citizen,59.28165621570914,159
159,Low,294,47,80,15,40,62,Suspicious,None,Human,Male,Worker,First Citizen,1.8225403295931246,160
160,Low,439,71,48,74,46,54,Bloodshot,None,Android,Male,Chef,First Citizen,21.788911527205965,161
161,Low,293,80,68,86,38,44,Angry,None,Human,Male,Chat Support,First Citizen,2.282953085407151,162
162,Low,440,90,55,50,42,10,Tired,None,Mutant,Male,Officer,First Citizen,23.9316159221168,163
163,Low,435,22,58,79,75,65,Focused,None,Human,Male,Chef,First Citizen,4.907457058208528,164
164,Low,294,37,35,65,59,87,Bloodshot,Dead Eye,Ape,Female,Worker,First Citizen,57.92059673568076,165
165,Mid,879,89,95,96,85,88,Suspicious,Dead Eye,Demon,Male,Architect,First Citizen,84.69425845672563,166
166,Mid,587,36,23,62,80,86,Suspicious,None,Mutant,Female,Cyberstreet Trader,First Citizen,42.70898285816675,167
167,Low,444,26,58,24,58,12,Skeptical,None,Human,Male,Developer,First Citizen,4.446717727223453,168
168,Low,436,22,51,28,80,91,Grumpy,None,Human,Male,Developer,First Citizen,4.426488598158517,169
169,Low,298,53,98,32,22,66,Alien,None,Mutant,Male,Driver,First Citizen,22.589668484021942,170
170,Low,291,92,22,12,74,80,Bloodshot,None,Human,Female,Grunt,First Citizen,0.8219354461228533,171
171,Low,436,91,86,21,78,94,Alien,None,Human,Female,Scavenger,First Citizen,4.748205366896071,172
172,Mid,589,12,39,87,32,73,Paranoid,None,Albino,Female,Samurai,First Citizen,46.39290920001489,173
173,Low,298,68,14,57,22,37,Skeptical,None,Android,Male,Worker,First Citizen,20.006216486765467,174
174,Low,295,96,74,81,59,75,Tired,None,Human,Male,Cook,First Citizen,2.163349295281331,175
175,Low,296,38,40,58,19,35,Grumpy,None,Human,Male,Bartender,First Citizen,2.503277907814156,176
176,Mid,878,89,76,73,78,94,Bloodshot,None,Android,Male,NFT Artist,First Citizen,43.329893432587426,177
177,Low,442,86,76,75,24,36,Tired,None,Human,Male,Nerd,First Citizen,5.007672807302592,178
178,Low,292,64,63,30,77,14,Cyborg,None,Human,Female,Builder,First Citizen,3.5459331280010082,179
179,Low,294,44,91,49,84,12,Paranoid,None,Human,Male,Bartender,First Citizen,2.0831545695374407,180
180,Low,297,14,74,41,65,26,Bloodshot,None,Human,Female,Assistant,First Citizen,1.0217638209488968,181
181,Low,294,32,79,88,10,52,Paranoid,None,Human,Male,Bartender,First Citizen,1.9429257678595127,182
182,Low,443,36,14,28,31,46,Tired,None,Android,Female,Scavenger,First Citizen,21.709211674897848,183
183,Mid,873,91,96,83,57,72,Scar,None,Albino,Female,NFT Artist,First Citizen,46.83412141342188,184
184,Low,298,23,60,86,63,32,Sad,None,Human,Female,Driver,First Citizen,0.3204017073309149,185
185,Low,442,85,23,34,78,40,Skeptical,None,Mutant,Female,Officer,First Citizen,22.189734863302114,186
186,Low,291,17,95,67,41,17,Skeptical,None,Human,Female,Driver,First Citizen,0.7412564181420024,187
187,Low,299,75,60,30,47,97,Sad,None,Human,Female,Bartender,First Citizen,0.8214112190791937,188
188,Low,295,12,52,59,69,74,Angry,None,Human,Female,Cook,First Citizen,1.4828788887710882,189
189,Low,437,67,11,62,60,88,Grumpy,None,Human,Female,Developer,First Citizen,2.4639765585615163,190
190,Low,296,79,84,49,16,96,Focused,None,Android,Male,Cook,First Citizen,20.26712732556783,191
191,Low,294,39,52,81,10,42,Suspicious,None,Human,Male,Builder,First Citizen,1.9623043149814168,192
192,Low,293,14,36,59,58,89,Alien,None,Mutant,Female,Builder,First Citizen,22.33015168365014,193
193,Low,442,13,17,45,47,81,Focused,None,Human,Female,Nerd,First Citizen,3.6459011622294897,194
194,Low,294,55,49,50,57,15,Sad,None,Mutant,Female,Cook,First Citizen,20.307120884655326,195
195,Low,298,34,89,59,99,50,Paranoid,None,Human,Male,Worker,First Citizen,1.8227481200896338,196
196,Low,290,71,29,74,51,92,Scar,None,Android,Male,Bartender,First Citizen,19.946221382853718,197
197,Low,295,36,72,32,92,27,Paranoid,None,Human,Female,Driver,First Citizen,0.8014985923876302,198
198,Low,292,14,39,75,58,50,Bloodshot,None,Human,Female,Cook,First Citizen,1.142248220733549,199
199,Low,291,24,55,73,59,91,Scar,None,Human,Female,Bartender,First Citizen,0.8818710148489607,200
200,Mid,584,25,60,49,30,53,Angry,None,Human,Male,Club Owner,First Citizen,25.992366064411115,201
201,Low,290,50,71,38,82,56,Scar,Locksmith,Ape,Female,Cook,First Citizen,57.94051921540889,202
202,Low,295,84,79,95,97,81,Angry,None,Android,Female,Driver,First Citizen,18.52495960887622,203
203,Mid,877,77,98,79,75,88,Angry,None,Human,Male,Assassin,First Citizen,26.673528607545048,204
204,Low,291,49,93,63,80,67,Scar,None,Human,Female,Cook,First Citizen,1.0423288650504332,205
205,Low,296,95,29,43,73,27,Suspicious,None,Human,Female,Worker,First Citizen,0.9416285059043272,206
206,Low,297,34,38,16,25,32,Focused,None,Human,Female,Chat Support,First Citizen,0.5808478399065462,207
207,Low,293,48,30,77,23,58,Sad,None,Human,Female,Driver,First Citizen,0.9214786103302995,208
208,Low,292,89,30,61,15,77,Bloodshot,None,Mutant,Female,Bartender,First Citizen,20.547753476270458,209
209,Low,295,38,63,59,25,18,Grumpy,Weapon Check,Ghost,Female,Driver,First Citizen,60.00207033805679,210
210,Low,444,55,57,33,52,35,Angry,None,Human,Female,Developer,First Citizen,3.22545216491497,211
211,Mid,871,52,60,54,78,61,Focused,None,Android,Male,Assassin,First Citizen,44.090666748978116,212
212,Low,298,40,40,19,71,57,Focused,None,Human,Male,Driver,First Citizen,1.7420989073937032,213
213,Mid,583,73,67,30,26,28,Robot,None,Android,Female,Tech Runner,First Citizen,43.510016780741765,214
214,Low,290,65,73,86,21,94,Skeptical,None,Human,Female,Assistant,First Citizen,1.0218230483559247,215
215,Low,290,10,47,16,55,17,Paranoid,None,Human,Female,Driver,First Citizen,0.8816337535884798,216
216,Mid,872,85,65,90,56,94,Glowing,None,Android,Male,Tech Weapon Dealer,First Citizen,46.51307733923269,217
217,Low,438,70,60,90,10,18,Bloodshot,None,Human,Male,Corporate,First Citizen,4.146396688327143,218
218,Low,293,70,14,25,75,15,Scar,None,Android,Male,Cook,First Citizen,20.28703009945988,219
219,Mid,587,31,65,45,14,83,Tired,None,Android,Female,Club Owner,First Citizen,42.36894560700469,220
220,Low,299,14,93,52,84,68,Angry,None,Human,Male,Chat Support,First Citizen,1.8825649557445836,221
221,Mid,588,85,48,34,96,23,Sad,None,Human,Male,Tech Runner,First Citizen,24.990692882162406,222
222,Low,292,48,54,34,29,83,Alien,None,Human,Female,Worker,First Citizen,3.4856707936089673,223
223,Low,435,18,85,62,86,34,Tired,None,Human,Female,Officer,First Citizen,3.005197023775377,224
224,Mid,588,54,25,10,39,68,Bloodshot,None,Human,Male,Cyberstreet Trader,First Citizen,24.83048242447861,225
225,Low,297,34,21,32,81,34,Tired,None,Human,Female,Worker,First Citizen,1.161854169004419,226
226,Low,441,81,62,14,95,94,Angry,None,Human,Male,Corporate,First Citizen,4.366711049634704,227
227,Mid,874,97,93,89,89,87,Paranoid,None,Human,Male,Cyber Ninja,First Citizen,25.83283753157066,228
228,Low,293,54,96,60,75,56,Paranoid,None,Human,Female,Worker,First Citizen,1.1224640189028154,229
229,Low,294,23,63,14,49,70,Bloodshot,None,Android,Female,Bartender,First Citizen,18.645177181288688,230
230,Low,291,60,54,92,41,27,Bloodshot,None,Human,Male,Assistant,First Citizen,2.1226339893676354,231
231,Mid,878,87,58,71,71,60,Focused,None,Human,Male,Assassin,First Citizen,26.353087341736742,232
232,Low,291,10,65,88,64,26,Angry,None,Human,Male,Cook,First Citizen,2.5437357775510856,233
233,Low,442,75,68,56,21,36,Sad,None,Android,Female,Nerd,First Citizen,21.20865704586125,234
234,Low,293,27,44,36,55,40,Focused,None,Human,Female,Bartender,First Citizen,1.1017996689808793,235
235,Low,293,89,95,41,87,11,Scar,None,Human,Female,Chat Support,First Citizen,0.5414381672611563,236
236,Low,293,94,18,72,88,10,Paranoid,None,Android,Male,Assistant,First Citizen,20.487540670347887,237
237,Low,292,67,71,45,80,35,Sad,None,Human,Female,Assistant,First Citizen,1.001683071754088,238
238,Low,439,58,46,95,30,80,Scar,None,Human,Male,Nerd,First Citizen,4.707529743800216,239
239,Low,294,70,40,16,61,48,Bloodshot,None,Albino,Female,Assistant,First Citizen,22.630264697591894,240
240,Low,298,88,56,85,95,75,Sad,None,Mutant,Male,Builder,First Citizen,21.088093639585868,241
241,Low,437,84,12,52,14,24,Paranoid,None,Human,Female,Punk,First Citizen,2.7650292264774134,242
242,Low,294,89,75,25,33,90,Alien,None,Human,Male,Worker,First Citizen,4.16628954337464,243
243,Low,295,63,15,92,74,21,Tired,None,Albino,Male,Builder,First Citizen,24.572260811209652,244
244,Low,440,64,47,18,20,92,Scar,None,Android,Male,Developer,First Citizen,22.510007933359553,245
245,Low,435,84,26,38,67,63,Paranoid,Dead Eye,Ape,Male,Chef,First Citizen,61.22325642523195,246
246,Low,291,22,35,51,54,63,Angry,None,Human,Male,Driver,First Citizen,2.363365234667719,247
247,Mid,870,97,91,80,88,93,Paranoid,Weapon Check,Aeon,Female,Tech Weapon Dealer,First Citizen,83.47347702858755,248
248,Low,296,25,18,85,17,17,Angry,None,Human,Male,Builder,First Citizen,2.4636402698653783,249
249,Mid,582,99,78,62,61,17,Grumpy,None,Human,Female,Club Owner,First Citizen,24.17040932812371,250
250,Low,291,13,35,42,21,34,Grumpy,None,Human,Female,Bartender,First Citizen,1.3217977404553547,251
251,Low,291,52,13,43,17,68,Scar,None,Human,Female,Bartender,First Citizen,0.7816352668189053,252
252,Low,290,30,65,17,58,96,Focused,None,Android,Female,Assistant,First Citizen,18.88549308752991,253
253,Mid,586,95,82,62,29,34,Bloodshot,None,Human,Female,Tech Runner,First Citizen,23.569747720311195,254
254,Low,293,63,53,68,53,71,Sad,None,Android,Male,Cook,First Citizen,20.146761717514437,255
255,Low,294,10,16,70,14,38,Tired,None,Human,Male,Assistant,First Citizen,2.6632509280565984,256
256,Low,294,53,95,90,42,50,Grumpy,None,Mutant,Male,Grunt,First Citizen,21.18785441063875,257
257,Mid,580,24,57,72,15,22,Focused,None,Android,Female,Mercenary,First Citizen,41.728241190111135,258
258,Mid,583,34,75,35,78,87,Tired,None,Android,Male,Tech Runner,First Citizen,42.848954875785125,259
259,Mid,580,41,98,31,70,34,Robot,None,Human,Male,Tech Runner,First Citizen,26.953323742902768,260
260,Mid,588,64,23,71,80,40,Angry,None,Human,Male,Mercenary,First Citizen,25.151477285197778,261
261,Mid,878,99,57,77,72,98,Scar,None,Human,Female,Cyber Ninja,First Citizen,24.451411098543836,262
262,Low,444,29,84,38,31,91,Scar,Dense,Albino,Female,Officer,First Citizen,60.38302038570356,263
