,Head,Stage,Type,Weapon,Mutation,Shoes,Element,Size,Pose,Rarity score,Token Id
164,Pigsy,5,Russet,Monk Rake,None,None,None,None,None,16.293428912368825,164
165,Party,5,Purple,None,None,Boxing,None,None,None,27.571490844084785,165
166,Blue Punk,5,Green,None,None,None,None,None,None,4.276558147946507,166
167,None,5,Russet,Cold Wallet,None,None,Wind,None,None,27.996743987558958,167
168,None,5,Red,Memory Pen,None,None,None,None,None,14.579086866762683,168
169,Soldier,5,Green,None,None,None,Blood,None,None,19.438795384740974,169
170,Sailor,5,Russet,None,None,None,Wood,None,None,17.32376698008633,170
171,None,5,Robot,Dagger,None,None,None,None,None,17.71627223954766,171
172,Brown Pirate,5,Russet,None,None,Basketball,Ticket,None,None,40.745657901652976,172
173,Bunny,5,Pink,None,None,None,Sound,None,None,19.463336267073622,173
174,White Cap,5,Lava,Diamond Sword,None,None,None,None,None,18.93997413242598,174
175,Flower,5,Red,None,None,None,Blood,None,None,19.062691075727265,175
176,Red Pirate,5,Russet,None,None,None,Red Force,None,None,17.231093968744215,176
177,Fedora,5,Aqua,None,None,None,Thunder,None,None,19.651390058667353,177
178,Skull,5,Lava,None,None,Basketball,Fire,None,None,43.23386500479448,178
179,Bow,5,Aqua,None,None,None,None,None,None,4.81625907405368,179
180,Fedora,5,Aqua,None,None,Boxing,Wood,None,None,42.61251600463251,180
181,None,5,Alien,Monk Staff,None,None,None,None,None,17.879806414519823,181
182,Black Cap,5,Russet,None,None,None,Sound,None,None,17.405536658404586,182
183,Bowl,5,Rotten,None,Diamond,Basketball,None,None,None,55.37460429366629,183
184,Reindeer,5,Russet,None,None,None,Blue Force,None,None,17.239270445737223,184
185,None,5,Purple,Black Sword,Eggplant,None,Poop,None,None,55.09665369061527,185
186,Robin Hood,5,Purple,Cold Wallet,None,None,None,None,None,17.59081534412522,186
187,Robin Hood,5,Pink,Sweeper,None,None,None,None,None,17.917888602034427,187
188,None,5,Russet,Pan,None,None,Poop,None,None,27.969488518684333,188
189,Beret,5,Russet,Flowers,None,None,None,None,None,16.200762445624914,189
190,None,5,Purple,None,Eggplant,None,Poop,None,None,41.75124297387905,190
191,Yellow Bob,5,Russet,None,None,None,Lightning,None,None,17.75168590923294,191
192,None,5,Red,None,Tomato,Geta,Blue Force,None,None,64.33444246404483,192
193,Black Cap,5,Pink,None,None,None,None,None,None,4.451016651763922,193
194,Black Headband,5,Chip,None,Blue Chip,None,None,None,None,31.387079235163384,194
195,Tripitaka,5,Zombie,None,None,None,None,None,None,6.797849875916551,195
196,Blue Headband,5,Red,Monk Spade,None,None,Sun,None,None,32.392849161568634,196
197,Buns,5,Pink,Pan,None,None,None,None,None,18.127757783105704,197
198,Party,5,Pink,Machete,None,None,None,None,None,18.045990558951306,198
199,Pink Balaclava,5,Russet,None,None,None,Blood,None,None,17.841636427287153,199
200,Black Headband,5,Red,None,None,Casual,None,None,None,27.064540816978194,200
201,Cowboy,5,Aqua,None,None,None,Wood,None,None,19.436064985069983,201
202,Sombrero,5,Pink,None,None,None,Yellow Force,None,None,18.93455994175746,202
203,Golden Cap,5,Pink,Walkie Talkie,None,None,None,None,None,18.288570010918985,203
204,Your Future,5,Green,Folding Chair,None,None,None,None,None,17.80340538185107,204
205,None,5,Russet,Killing 3000,None,Flip Flops,None,None,None,36.8021818412334,205
206,Reindeer,5,Lava,None,None,None,Fire,None,None,20.395452192047724,206
207,Bunny,5,Hash Brown,Coffee,None,None,None,None,None,20.0383734472793,207
208,Beanie,5,Russet,Golden Cleaver,None,Basketball,None,None,None,39.12684277851162,208
209,Brain,5,Russet,Hook Hand,None,None,None,None,None,16.35066534218703,209
210,Musketeer,5,Red,Arm Cannon,None,None,None,None,None,17.438174957769622,210
211,Musketeer,5,Green,None,None,None,Fire,None,None,19.138976230776937,211
212,Dreads,5,Zombie,None,None,None,Blood,None,None,21.68193528890561,212
213,Pigsy,5,Red,None,None,None,Sound,None,None,18.890974424446284,213
214,Bishop,5,Purple,Monster Ball,None,None,None,None,None,17.945147888974333,214
215,Golden Pirate,5,Rainbow,None,None,None,Rainbow,None,None,21.9436117276787,215
216,Protection,5,Aqua,None,None,Chucks,Red Force,None,None,42.244582717973664,216
217,Spiky,5,Hash Brown,None,None,None,Moon,None,None,21.507491783166067,217
218,Glasses,5,Russet,None,None,None,None,None,None,3.006403191853167,218
219,Horns,5,Pink,Wobbly Sausage,None,None,None,None,None,18.125029291469556,219
220,Party,5,Aqua,None,None,None,Potato,None,None,19.752238728806756,220
221,Buns,5,Purple,None,None,Roman,None,None,None,27.495163424962794,221
222,None,5,Aqua,Diamond Sword,None,None,None,None,None,15.21142999004193,222
223,Pink Punk,5,Russet,None,None,None,Blue Force,None,None,17.12752062467111,223
224,Scar,5,Pink,None,None,None,None,None,None,4.745395454808429,224
225,Green Cap,5,Hash Brown,None,None,None,Earth,None,None,21.25673530874157,225
226,Reindeer,5,Green,None,None,None,Earth,None,None,19.10899172510471,226
227,Bowl,5,Purple,None,None,None,Flower,None,None,18.855511394216553,227
228,Bishop,5,Pink,None,None,Roman,None,None,None,27.64778336168649,228
229,Rocker,5,Purple,None,None,Basketball,Flower,None,None,41.83305436760076,229
230,None,5,Russet,Long Cat,Banana,None,Yellow Force,None,None,53.20264153632799,230
231,Beret,5,Zombie,None,None,None,Lightning,None,None,21.423003701691893,231
232,Musketeer,5,Fries,Key Sword,None,None,None,None,None,20.05474003235765,232
233,None,5,Pink,Serpent Spear,None,None,Brick,None,None,29.762845297549887,233
234,Wizard,5,Hash Brown,None,None,None,Red Force,None,None,20.896958868486166,234
235,Karen,5,Green,Red Light Sword,None,None,Red Force,None,None,32.28109661415101,235
236,Steve,5,Green,Hammer,None,None,Red Force,None,None,32.23749364477953,236
237,Bunny,5,Red,None,None,Basketball,None,None,None,27.1244934684599,237
238,Santa,5,Aqua,Beer,None,None,Blue Force,None,None,32.56726322217974,238
239,Red Bandana,5,Red,Serpent Spear,None,Clogs,None,None,None,40.84928032138361,239
240,Black Headband,5,Green,Wobbly Sausage,None,None,None,None,None,17.593532110587333,240
241,Steve,5,Purple,None,None,None,None,None,None,4.535516184410298,241
242,Pink Bob,5,Red,None,None,None,Love,None,None,19.196247289262576,242
243,White Headband,5,Green,Shield,None,None,Yellow Force,None,None,32.18024985337685,243
244,Robin Hood,5,Red,None,None,None,None,None,None,3.9958245302808724,244
245,Cowboy,5,Red,Bomb,None,None,None,None,None,17.47360608526012,245
246,Blue Punk,5,Red,Life Donut,None,None,None,None,None,17.290991009222513,246
247,Pork Pie,5,Russet,Scythe,None,Boxing,None,None,None,39.113219406182296,247
248,Robin Hood,5,Rainbow,None,None,None,None,None,None,6.579811034638121,248
249,Pigsy,5,Rainbow,Holy Book,None,None,None,None,None,20.090194609410077,249
250,Black Emo,5,Green,Sakura,None,None,Water,None,None,32.70626769344098,250
251,Sailor,5,Hash Brown,Lollipop,None,None,Sound,None,None,34.42328369548931,251
252,Scar,5,Green,Notebook,None,None,None,None,None,17.857916864519886,252
253,Sailor,5,Chip,None,None,None,Missile,None,None,20.526299272832578,253
254,Party,5,Chip,None,None,Chucks,None,None,None,29.032343284950368,254
255,Black Topper,5,Purple,None,None,None,Blue Force,None,None,18.852787810242912,255
256,Beanie,5,Russet,Cricket,None,None,None,None,None,16.042666439293715,256
257,Black Emo,5,Chip,None,None,None,Poop,None,None,20.823392388235813,257
258,Black Pirate,5,Aqua,Rum,None,None,None,None,None,17.991453174128996,258
259,Brown Topper,5,Red,Sweeper,None,None,None,None,None,17.359129680592694,259
260,None,5,Green,Katana Sword,None,None,None,None,None,14.968860353943525,260
261,Brain,5,Aqua,None,None,None,Missile,None,None,19.667737832017064,261
262,Reindeer,5,Red,Cricket,None,None,None,None,None,17.41091648926733,262
263,Tattoo,5,Lava,None,None,None,Wood,None,None,20.44451650773682,263
264,Black Headband,5,Lava,None,None,Basketball,None,None,None,28.42726326564827,264
265,Monkey,5,Russet,Sweeper,None,None,None,None,None,16.39700798296536,265
266,None,5,Chip,Salted Fish,None,None,None,None,None,16.5742484134934,266
267,Musketeer,5,Russet,Pirate Gun,None,None,None,None,None,16.129886556467483,267
268,Sheriff,5,Purple,None,None,None,Moon,None,None,19.26163538261043,268
269,Straw Hat,5,Green,Throwing Star,None,None,None,None,None,17.781601988102455,269
270,Sailor,5,Lava,None,None,None,None,None,None,5.451336960653957,270
271,Dreads,5,Russet,Axe,None,None,Wood,None,None,30.91292263787481,271
272,None,5,Rotten,Throwing Bat,None,None,Poop,None,None,32.1667295348849,272
273,Crown,5,Pink,None,None,Chucks,None,None,None,27.64506468610103,273
274,Halo,5,Aqua,Tachi Sword,None,None,Flower,None,None,32.692624691731545,274
275,Pink Balaclava,5,Russet,None,None,None,None,None,None,2.940982377388939,275
276,Bishop,5,Aqua,Holy Book,None,None,None,None,None,18.23403971549349,276
277,None,5,Pink,Light Disc,None,None,None,None,None,15.118758888246472,277
278,None,5,Aqua,Monkey Staff,None,None,None,None,None,15.328637067354139,278
279,White Cap,5,Pink,Lollipop,None,None,None,None,None,17.917886420421063,279
280,Beanie,5,Russet,None,None,None,Thunder,None,None,17.47639782276031,280
281,Skipper,5,Green,Guandao,None,None,None,None,None,17.73526398340371,281
282,Black Topper,5,Aqua,Long Cat,None,None,None,None,None,18.122289894729743,282
283,Musketeer,5,Pink,Magic Wand,None,None,None,None,None,17.96967132033518,283
284,Mountie,5,Russet,Microphone,None,None,None,None,None,16.36702238606314,284
285,Steve,5,Russet,Pirate Gun,None,None,Lightning,None,None,30.997418352879215,285
286,Monkey,5,Green,None,Pickle,None,Wood,None,None,44.740916405766754,286
287,Gat,5,Purple,None,None,None,Red Force,None,None,18.741042897020726,287
288,Sombrero,5,Rotten,None,None,None,None,None,None,6.999569575011076,288
289,Tattoo,5,Green,None,Pickle,None,None,None,None,30.037976616391955,289
290,Glasses,5,Russet,Blaster,None,None,None,None,None,16.45697317666784,290
291,Poop,5,Green,Pipe,None,None,None,None,None,17.947864928652134,291
292,Halo,5,Chip,None,None,None,Red Force,None,None,20.447258358338125,292
293,Your Future,5,Russet,Plunger,None,None,None,None,None,16.214386362813325,293
294,None,5,Purple,Light Disc,Eggplant,None,None,None,None,40.451219128067166,294
295,Skipper,5,Pink,Memory Pen,None,None,None,None,None,17.975121214089715,295
296,Bow,5,Russet,Parrot,None,None,None,None,None,16.222555477556664,296
297,None,5,Aqua,Pipe,None,None,None,None,None,15.26049048808905,297
298,Bunny,5,Green,Katana Sword,None,None,None,None,None,17.923329498659662,298
299,Yellow Bob,5,Pink,None,None,None,Yellow Force,None,None,19.092644768620325,299
300,Bowl,5,Red,Parrot,None,None,Earth,None,None,32.071240793314814,300
301,Shogun,5,Purple,None,None,None,Wood,None,None,19.24254984691675,301
302,None,5,Fries,Spiked Club,None,None,Earth,None,None,31.817805441602566,302
303,Black Balaclava,5,Russet,3310,None,None,None,None,None,16.48695168350804,303
304,Horns,5,Russet,Pirate Gun,None,None,None,None,None,16.307051738387717,304
305,Green Cap,5,Purple,None,None,None,Rainbow,None,None,19.332510453451192,305
306,None,5,Russet,Cleaver,None,Flip Flops,None,None,None,36.79672922070405,306
307,None,5,Chip,Maracas,None,Chucks,None,None,None,39.464882883928496,307
308,Skull,5,Russet,None,None,None,Earth,None,None,17.487301973375164,308
309,Wizard,5,Green,None,None,School,None,None,None,27.519709763626814,309
310,Blue Punk,5,Green,Walkie Talkie,None,None,None,None,None,17.628966783048362,310
311,Party,5,Aqua,None,None,Boxing,Flower,None,None,42.3672233302057,311
312,Wizard,5,Pink,None,None,Geta,Thunder,None,None,42.45445898553908,312
313,None,5,Fries,None,None,Socks & Sandals,None,None,None,27.086418090958215,313
314,Gat,5,Rainbow,Portal Gun,None,None,Star,None,None,34.83485811953364,314
315,Purple Bandana,5,Purple,None,None,None,None,None,None,4.6118376048816785,315
316,Reindeer,5,Green,Coffee,None,None,Rainbow,None,None,32.679017677511254,316
317,None,5,Red,None,Tomato,Boxing,Lightning,None,None,64.57153848681612,317
318,Monkey,5,Chip,None,None,None,None,None,None,6.154588694207009,318
319,Beret,5,Russet,Umbrella,None,None,None,None,None,16.258001874526535,319
320,Sandy,5,Lava,Monk Rake,None,None,Poop,None,None,33.739207476481994,320
321,Skull,5,Red,Throwing Star,None,Boxing,None,None,None,40.42139574611646,321
322,Musketeer,5,Fries,None,None,None,Sound,None,None,21.330359048481316,322
323,None,5,Red,Folding Stool,None,None,None,None,None,14.709920042332419,323
324,None,5,Purple,Flag,None,None,None,None,None,14.859827573583246,324
325,Pork Pie,5,Red,None,None,None,Thunder,None,None,18.719258591421493,325
326,Pigsy,5,Pink,3310,None,None,None,None,None,18.092326109849033,326
327,Skipper,5,Red,Power Sword,None,None,None,None,None,17.563552785490938,327
328,Green Punk,5,Rotten,None,Diamond,None,None,None,None,32.395504309547704,328
329,Black Pirate,5,Pink,Diamond Sword,None,None,None,None,None,17.78704888222932,329
330,Dreads,5,Lava,None,None,None,Sun,None,None,20.61896055990774,330
331,Green Cap,5,Aqua,Fire Sword,None,None,None,None,None,18.141372158063845,331
332,Red Pirate,5,Red,Wobbly Sausage,None,None,Blue Force,None,None,31.825958752045903,332
333,None,5,Green,Suitcase,Pickle,None,Star,None,None,55.34467022374323,333
334,Cloak,5,Purple,None,None,Boxing,None,None,None,27.555135436116334,334
335,Spaceman,5,Russet,Throwing Star,None,None,None,None,None,16.13533726878057,335
336,Your Future,5,Red,Microphone,None,None,None,None,None,17.391837224956166,336
337,Brown Pirate,5,Russet,Pirate Gun,None,None,None,None,None,16.22255793117626,337
338,Bowl,5,Purple,None,None,None,Red Force,None,None,18.773751804620424,338
339,Pink Punk,5,Red,Pan,None,None,None,None,None,17.301889161307702,339
340,Spiky,5,Red,None,None,None,Brick,None,None,18.814650550657667,340
341,Black Cap,5,Zombie,None,None,None,Poop,None,None,21.16952664346568,341
342,Bow,5,Green,Cleaver,None,None,None,None,None,17.912431619427327,342
343,Tattoo,5,Purple,None,None,None,None,None,None,4.557322032141351,343
344,Red Pirate,5,Red,Notebook,None,None,None,None,None,17.424549949774526,344
345,Green Punk,5,Lava,None,None,None,None,None,None,5.5167547755509885,345
346,Black Pirate,5,Red,Microphone,None,None,None,None,None,17.285531844336845,346
347,Golden Pirate,5,Aqua,None,None,Roman,None,None,None,27.942142534201906,347
348,Brown Topper,5,Pink,None,None,None,Coin,None,None,19.512400855131787,348
349,Robin Hood,5,Red,None,None,None,Poop,None,None,18.637487004584617,349
350,Beanie,5,Rotten,None,Diamond,Casual,None,None,None,55.49724899524415,350
351,None,5,Purple,None,None,None,Blue Force,None,None,15.996456842521708,351
352,Fez,5,Red,Shotgun,None,None,None,None,None,17.457249313874023,352
353,Clown,5,Red,Shotgun,None,None,Water,None,None,32.387397904456925,353
354,Pork Pie,5,Rainbow,Rum,None,None,None,None,None,19.937566221141843,354
355,Your Future,5,Hash Brown,Flowers,None,None,None,None,None,19.91845123898933,355
356,Red Bandana,5,Chip,None,None,Geta,None,None,None,29.32943231058445,356
