,Location,Underground,Region,Size,Rarity score,Token Id
69,"Jungle(32, 144)",Weird Rocks,Jungle,Mega,55.04483400819723,70
70,"Jungle(96, 64)",Secret Passage,Jungle,Mega,64.02021506937433,71
71,"Dystopia(96, -96)",Secret Passage,Dystopia,Mega,70.76013593857013,72
72,"Jungle(256, -64)",Mystic Symbol,Jungle,Mega,68.5135237340048,73
73,"Dystopia(96, 176)",Weird Rocks,Dystopia,Mega,61.78480992447588,74
74,"Jungle(160, 64)",Weird Rocks,Jungle,Mega,55.04483400819723,75
75,"Jungle(-208, -64)",Weird Rocks,Jungle,Mega,55.04483400819723,76
76,"Frozen(-16, -112)",Mystic Symbol,Frozen,Mega,88.73320545659176,77
77,"Frozen(224, -80)",Strange Artifact,Frozen,Mega,93.26013193072122,78
78,"Dystopia(-32, 32)",Weird Rocks,Dystopia,Mega,61.78480992447588,79
79,"Frozen(112, -80)",Secret Passage,Frozen,Mega,84.23997767696176,80
80,"Volcanic(32, 96)",Mystic Symbol,Volcanic,Mega,81.9933115486471,81
81,"Moon(48, 32)",Weird Rocks,Moon,Mega,82.0047320556467,82
82,"Jungle(-128, -96)",Weird Rocks,Jungle,Mega,55.04483400819723,83
83,"Jungle(-176, -272)",Strange Artifact,Jungle,Mega,73.04053109288535,84
84,"Volcanic(-160, -128)",Strange Artifact,Volcanic,Mega,86.52026610810942,85
85,"Frozen(-144, -128)",Secret Passage,Frozen,Mega,84.23997767696176,86
86,"Frozen(-240, 0)",Weird Rocks,Frozen,Mega,75.26475838628447,87
87,"Dystopia(-192, 48)",Secret Passage,Dystopia,Mega,70.76013593857013,88
88,"Jungle(272, -256)",Weird Rocks,Jungle,Mega,55.04483400819723,89
89,"Dystopia(-336, -112)",Mystic Symbol,Dystopia,Mega,75.25341651811715,90
90,"Moon(-128, -32)",Weird Rocks,Moon,Mega,82.0047320556467,91
91,"Volcanic(-32, -32)",Weird Rocks,Volcanic,Mega,68.52478359383812,92
92,"Dystopia(-256, -112)",Mystic Symbol,Dystopia,Mega,75.25341651811715,93
93,"Volcanic(160, -32)",Weird Rocks,Volcanic,Mega,68.52478359383812,94
94,"Volcanic(-240, -48)",Secret Passage,Volcanic,Mega,77.50005568443244,95
95,"Frozen(-112, -48)",Weird Rocks,Frozen,Mega,75.26475838628447,96
96,"Jungle(-288, 16)",Strange Artifact,Jungle,Mega,73.04053109288535,97
97,"Dystopia(-208, -32)",Strange Artifact,Dystopia,Mega,79.78039803883064,98
98,"Volcanic(112, 48)",Weird Rocks,Volcanic,Mega,68.52478359383812,99
99,"Frozen(48, -176)",Weird Rocks,Frozen,Mega,75.26475838628447,100
100,"Dystopia(-112, 240)",Secret Passage,Dystopia,X-Large,50.53986890335991,101
101,"Dystopia(160, -160)",Secret Passage,Dystopia,X-Large,50.53986890335991,102
102,"Volcanic(112, -16)",Weird Rocks,Volcanic,X-Large,48.30447499254473,103
103,"Volcanic(-208, -64)",Secret Passage,Volcanic,X-Large,57.2799099814617,104
104,"Frozen(-128, 16)",Weird Rocks,Frozen,X-Large,55.044571118976414,105
105,"Moon(-80, -112)",Weird Rocks,Moon,X-Large,61.78466612182518,106
106,"Jungle(-32, -96)",Strange Artifact,Jungle,X-Large,52.820303380084155,107
107,"Frozen(-112, 112)",Weird Rocks,Frozen,X-Large,55.044571118976414,108
108,"Volcanic(112, 208)",Strange Artifact,Volcanic,X-Large,66.3002810565449,109
109,"Moon(-112, -64)",Weird Rocks,Moon,X-Large,61.78466612182518,110
110,"Jungle(176, -112)",Weird Rocks,Jungle,X-Large,34.824282740429595,111
111,"Dystopia(-128, 48)",Weird Rocks,Dystopia,X-Large,41.56437998944656,112
112,"Moon(80, 160)",Secret Passage,Moon,X-Large,70.7599955076658,113
113,"Jungle(-384, 32)",Mystic Symbol,Jungle,X-Large,48.29321400838028,114
114,"Dystopia(176, -128)",Secret Passage,Dystopia,X-Large,50.53986890335991,115
115,"Dystopia(-272, -48)",Secret Passage,Dystopia,X-Large,50.53986890335991,116
116,"Jungle(16, -144)",Strange Artifact,Jungle,X-Large,52.820303380084155,117
117,"Jungle(160, -272)",Mystic Symbol,Jungle,X-Large,48.29321400838028,118
118,"Jungle(128, -96)",Strange Artifact,Jungle,X-Large,52.820303380084155,119
119,"Frozen(-192, -96)",Mystic Symbol,Frozen,X-Large,68.51325972544102,120
120,"Volcanic(-160, 192)",Secret Passage,Volcanic,X-Large,57.2799099814617,121
121,"Volcanic(-224, -112)",Strange Artifact,Volcanic,X-Large,66.3002810565449,122
122,"Jungle(-368, -144)",Mystic Symbol,Jungle,X-Large,48.29321400838028,123
123,"Dystopia(-336, 112)",Strange Artifact,Dystopia,X-Large,59.56029165652308,124
124,"Dystopia(-192, 144)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,125
125,"Frozen(-64, 128)",Weird Rocks,Frozen,X-Large,55.044571118976414,126
126,"Dystopia(-176, 32)",Strange Artifact,Dystopia,X-Large,59.56029165652308,127
127,"Jungle(112, 208)",Weird Rocks,Jungle,X-Large,34.824282740429595,128
128,"Jungle(48, 208)",Secret Passage,Jungle,X-Large,43.7998267019246,129
129,"Jungle(-144, 80)",Strange Artifact,Jungle,X-Large,52.820303380084155,130
130,"Volcanic(16, -48)",Weird Rocks,Volcanic,X-Large,48.30447499254473,131
131,"Dystopia(144, -32)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,132
132,"Jungle(240, -240)",Strange Artifact,Jungle,X-Large,52.820303380084155,133
133,"Jungle(-384, -112)",Mystic Symbol,Jungle,X-Large,48.29321400838028,134
134,"Dystopia(-112, 208)",Weird Rocks,Dystopia,X-Large,41.56437998944656,135
135,"Dystopia(-176, -224)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,136
136,"Dystopia(-288, 160)",Secret Passage,Dystopia,X-Large,50.53986890335991,137
137,"Jungle(112, -240)",Strange Artifact,Jungle,X-Large,52.820303380084155,138
138,"Frozen(272, 0)",Mystic Symbol,Frozen,X-Large,68.51325972544102,139
139,"Jungle(-368, -128)",Mystic Symbol,Jungle,X-Large,48.29321400838028,140
140,"Volcanic(-64, -16)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,141
141,"Dystopia(352, 144)",Weird Rocks,Dystopia,X-Large,41.56437998944656,142
142,"Frozen(-64, -112)",Mystic Symbol,Frozen,X-Large,68.51325972544102,143
143,"Jungle(384, -80)",Weird Rocks,Jungle,X-Large,34.824282740429595,144
144,"Dystopia(-384, -16)",Weird Rocks,Dystopia,X-Large,41.56437998944656,145
145,"Moon(-48, 64)",Weird Rocks,Moon,X-Large,61.78466612182518,146
146,"Volcanic(-64, -144)",Weird Rocks,Volcanic,X-Large,48.30447499254473,147
147,"Dystopia(-384, -32)",Weird Rocks,Dystopia,X-Large,41.56437998944656,148
148,"Moon(-64, 192)",Secret Passage,Moon,X-Large,70.7599955076658,149
149,"Dystopia(272, 80)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,150
150,"Jungle(-112, -304)",Strange Artifact,Jungle,X-Large,52.820303380084155,151
151,"Volcanic(64, -144)",Secret Passage,Volcanic,X-Large,57.2799099814617,152
152,"Jungle(-48, 0)",Mystic Symbol,Jungle,X-Large,48.29321400838028,153
153,"Frozen(96, -48)",Mystic Symbol,Frozen,X-Large,68.51325972544102,154
154,"Frozen(-208, 80)",Weird Rocks,Frozen,X-Large,55.044571118976414,155
155,"Volcanic(208, 128)",Strange Artifact,Volcanic,X-Large,66.3002810565449,156
156,"Jungle(240, -272)",Weird Rocks,Jungle,X-Large,34.824282740429595,157
157,"Jungle(208, -160)",Weird Rocks,Jungle,X-Large,34.824282740429595,158
158,"Jungle(32, 0)",Mystic Symbol,Jungle,X-Large,48.29321400838028,159
159,"Frozen(-176, 16)",Secret Passage,Frozen,X-Large,64.0199533062305,160
160,"Jungle(-224, 128)",Mystic Symbol,Jungle,X-Large,48.29321400838028,161
161,"Jungle(176, -272)",Weird Rocks,Jungle,X-Large,34.824282740429595,162
162,"Dystopia(176, 176)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,163
163,"Volcanic(-272, -64)",Weird Rocks,Volcanic,X-Large,48.30447499254473,164
164,"Frozen(-8, -160)",Strange Artifact,Frozen,X-Large,73.04026820965032,165
165,"Dystopia(320, -80)",Strange Artifact,Dystopia,X-Large,59.56029165652308,166
166,"Jungle(352, -16)",Mystic Symbol,Jungle,X-Large,48.29321400838028,167
167,"Dystopia(-224, -192)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,168
168,"Dystopia(-192, 160)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,169
169,"Jungle(400, -96)",Secret Passage,Jungle,X-Large,43.7998267019246,170
170,"Jungle(-64, -64)",Weird Rocks,Jungle,X-Large,34.824282740429595,171
171,"Dystopia(-288, 48)",Secret Passage,Dystopia,X-Large,50.53986890335991,172
172,"Jungle(-144, 176)",Secret Passage,Jungle,X-Large,43.7998267019246,173
173,"Frozen(-96, 128)",Weird Rocks,Frozen,X-Large,55.044571118976414,174
174,"Jungle(-432, -112)",Secret Passage,Jungle,X-Large,43.7998267019246,175
175,"Dystopia(-128, -208)",Weird Rocks,Dystopia,X-Large,41.56437998944656,176
176,"Jungle(-384, 0)",Mystic Symbol,Jungle,X-Large,48.29321400838028,177
177,"Moon(-160, 144)",Mystic Symbol,Moon,X-Large,75.25327496487695,178
178,"Moon(32, -16)",Secret Passage,Moon,X-Large,70.7599955076658,179
179,"Volcanic(304, -48)",Secret Passage,Volcanic,X-Large,57.2799099814617,180
180,"Jungle(240, 16)",Strange Artifact,Jungle,X-Large,52.820303380084155,181
181,"Dystopia(-48, 16)",Weird Rocks,Dystopia,X-Large,41.56437998944656,182
182,"Jungle(96, 128)",Weird Rocks,Jungle,X-Large,34.824282740429595,183
183,"Frozen(-112, 128)",Strange Artifact,Frozen,X-Large,73.04026820965032,184
184,"Jungle(256, -160)",Secret Passage,Jungle,X-Large,43.7998267019246,185
185,"Jungle(240, -176)",Weird Rocks,Jungle,X-Large,34.824282740429595,186
186,"Dystopia(112, -160)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,187
187,"Volcanic(-176, -96)",Weird Rocks,Volcanic,X-Large,48.30447499254473,188
188,"Jungle(240, -144)",Secret Passage,Jungle,X-Large,43.7998267019246,189
189,"Volcanic(-80, 32)",Secret Passage,Volcanic,X-Large,57.2799099814617,190
190,"Jungle(16, -80)",Secret Passage,Jungle,X-Large,43.7998267019246,191
191,"Volcanic(160, -160)",Strange Artifact,Volcanic,X-Large,66.3002810565449,192
192,"Dystopia(-256, 64)",Weird Rocks,Dystopia,X-Large,41.56437998944656,193
193,"Jungle(96, 176)",Strange Artifact,Jungle,X-Large,52.820303380084155,194
194,"Frozen(-224, -96)",Mystic Symbol,Frozen,X-Large,68.51325972544102,195
195,"Volcanic(-32, 192)",Weird Rocks,Volcanic,X-Large,48.30447499254473,196
196,"Frozen(-128, -64)",Strange Artifact,Frozen,X-Large,73.04026820965032,197
197,"Jungle(96, -144)",Weird Rocks,Jungle,X-Large,34.824282740429595,198
198,"Jungle(-368, 16)",Strange Artifact,Jungle,X-Large,52.820303380084155,199
199,"Moon(16, 32)",Weird Rocks,Moon,X-Large,61.78466612182518,200
200,"Jungle(-560, 0)",Strange Artifact,Jungle,X-Large,52.820303380084155,201
201,"Jungle(-336, 16)",Secret Passage,Jungle,X-Large,43.7998267019246,202
202,"Dystopia(112, 16)",Strange Artifact,Dystopia,X-Large,59.56029165652308,203
203,"Dystopia(64, 160)",Secret Passage,Dystopia,X-Large,50.53986890335991,204
204,"Jungle(-272, -96)",Weird Rocks,Jungle,X-Large,34.824282740429595,205
205,"Frozen(-32, 48)",Secret Passage,Frozen,X-Large,64.0199533062305,206
206,"Frozen(-16, -128)",Weird Rocks,Frozen,X-Large,55.044571118976414,207
207,"Volcanic(288, -48)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,208
208,"Jungle(-224, 160)",Weird Rocks,Jungle,X-Large,34.824282740429595,209
209,"Dystopia(-128, 144)",Strange Artifact,Dystopia,X-Large,59.56029165652308,210
210,"Jungle(112, 128)",Weird Rocks,Jungle,X-Large,34.824282740429595,211
211,"Dystopia(-368, -112)",Secret Passage,Dystopia,X-Large,50.53986890335991,212
212,"Moon(-144, -32)",Secret Passage,Moon,X-Large,70.7599955076658,213
213,"Volcanic(-112, 32)",Weird Rocks,Volcanic,X-Large,48.30447499254473,214
214,"Frozen(-240, 80)",Weird Rocks,Frozen,X-Large,55.044571118976414,215
215,"Frozen(208, 80)",Strange Artifact,Frozen,X-Large,73.04026820965032,216
216,"Jungle(-16, 160)",Weird Rocks,Jungle,X-Large,34.824282740429595,217
217,"Jungle(-320, 48)",Weird Rocks,Jungle,X-Large,34.824282740429595,218
218,"Frozen(-128, 48)",Weird Rocks,Frozen,X-Large,55.044571118976414,219
219,"Frozen(-144, -64)",Secret Passage,Frozen,X-Large,64.0199533062305,220
220,"Dystopia(352, 112)",Secret Passage,Dystopia,X-Large,50.53986890335991,221
221,"Frozen(-208, -80)",Mystic Symbol,Frozen,X-Large,68.51325972544102,222
222,"Dystopia(-80, 256)",Strange Artifact,Dystopia,X-Large,59.56029165652308,223
223,"Jungle(336, -272)",Secret Passage,Jungle,X-Large,43.7998267019246,224
224,"Jungle(144, 224)",Strange Artifact,Jungle,X-Large,52.820303380084155,225
225,"Dystopia(304, -64)",Weird Rocks,Dystopia,X-Large,41.56437998944656,226
226,"Dystopia(-176, 256)",Secret Passage,Dystopia,X-Large,50.53986890335991,227
227,"Jungle(112, -128)",Weird Rocks,Jungle,X-Large,34.824282740429595,228
228,"Jungle(336, -240)",Strange Artifact,Jungle,X-Large,52.820303380084155,229
229,"Frozen(160, 32)",Secret Passage,Frozen,X-Large,64.0199533062305,230
230,"Jungle(336, -32)",Secret Passage,Jungle,X-Large,43.7998267019246,231
231,"Jungle(112, -224)",Weird Rocks,Jungle,X-Large,34.824282740429595,232
232,"Dystopia(32, -160)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,233
233,"Jungle(352, -176)",Mystic Symbol,Jungle,X-Large,48.29321400838028,234
234,"Volcanic(176, -176)",Weird Rocks,Volcanic,X-Large,48.30447499254473,235
235,"Moon(-128, 176)",Weird Rocks,Moon,X-Large,61.78466612182518,236
236,"Jungle(160, -80)",Secret Passage,Jungle,X-Large,43.7998267019246,237
237,"Volcanic(32, 288)",Weird Rocks,Volcanic,X-Large,48.30447499254473,238
238,"Volcanic(-176, 64)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,239
239,"Volcanic(-96, 112)",Strange Artifact,Volcanic,X-Large,66.3002810565449,240
240,"Dystopia(-64, 16)",Secret Passage,Dystopia,X-Large,50.53986890335991,241
241,"Dystopia(288, -128)",Secret Passage,Dystopia,X-Large,50.53986890335991,242
242,"Dystopia(-256, 176)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,243
243,"Jungle(416, -128)",Secret Passage,Jungle,X-Large,43.7998267019246,244
244,"Volcanic(96, 240)",Weird Rocks,Volcanic,X-Large,48.30447499254473,245
245,"Dystopia(-80, -48)",Weird Rocks,Dystopia,X-Large,41.56437998944656,246
246,"Dystopia(-80, 16)",Weird Rocks,Dystopia,X-Large,41.56437998944656,247
247,"Jungle(-80, 16)",Strange Artifact,Jungle,X-Large,52.820303380084155,248
248,"Frozen(240, -96)",Weird Rocks,Frozen,X-Large,55.044571118976414,249
249,"Jungle(272, 144)",Weird Rocks,Jungle,X-Large,34.824282740429595,250
250,"Dystopia(-368, -96)",Weird Rocks,Dystopia,X-Large,41.56437998944656,251
251,"Frozen(176, -128)",Secret Passage,Frozen,X-Large,64.0199533062305,252
252,"Jungle(-464, -96)",Secret Passage,Jungle,X-Large,43.7998267019246,253
253,"Jungle(272, 160)",Weird Rocks,Jungle,X-Large,34.824282740429595,254
254,"Jungle(-48, -192)",Weird Rocks,Jungle,X-Large,34.824282740429595,255
255,"Volcanic(-224, 80)",Secret Passage,Volcanic,X-Large,57.2799099814617,256
256,"Frozen(112, 32)",Secret Passage,Frozen,X-Large,64.0199533062305,257
257,"Frozen(-192, -48)",Secret Passage,Frozen,X-Large,64.0199533062305,258
258,"Dystopia(80, -112)",Secret Passage,Dystopia,X-Large,50.53986890335991,259
259,"Dystopia(-384, 16)",Secret Passage,Dystopia,X-Large,50.53986890335991,260
260,"Frozen(160, -96)",Mystic Symbol,Frozen,X-Large,68.51325972544102,261
261,"Volcanic(96, 176)",Strange Artifact,Volcanic,X-Large,66.3002810565449,262
262,"Volcanic(32, 80)",Secret Passage,Volcanic,X-Large,57.2799099814617,263
263,"Dystopia(-128, 192)",Secret Passage,Dystopia,X-Large,50.53986890335991,264
264,"Jungle(-48, -32)",Mystic Symbol,Jungle,X-Large,48.29321400838028,265
265,"Frozen(-192, -32)",Mystic Symbol,Frozen,X-Large,68.51325972544102,266
266,"Dystopia(-160, -208)",Secret Passage,Dystopia,X-Large,50.53986890335991,267
267,"Volcanic(0, 192)",Weird Rocks,Volcanic,X-Large,48.30447499254473,268
268,"Dystopia(288, 64)",Strange Artifact,Dystopia,X-Large,59.56029165652308,269
269,"Volcanic(-48, -112)",Weird Rocks,Volcanic,X-Large,48.30447499254473,270
270,"Frozen(-176, 64)",Weird Rocks,Frozen,X-Large,55.044571118976414,271
271,"Jungle(-80, -176)",Mystic Symbol,Jungle,X-Large,48.29321400838028,272
272,"Dystopia(320, 128)",Secret Passage,Dystopia,X-Large,50.53986890335991,273
273,"Dystopia(144, 240)",Strange Artifact,Dystopia,X-Large,59.56029165652308,274
274,"Dystopia(-288, 80)",Secret Passage,Dystopia,X-Large,50.53986890335991,275
275,"Moon(-48, 112)",Strange Artifact,Moon,X-Large,79.78025760967216,276
276,"Dystopia(-192, 256)",Secret Passage,Dystopia,X-Large,50.53986890335991,277
277,"Jungle(224, -144)",Secret Passage,Jungle,X-Large,43.7998267019246,278
278,"Jungle(16, 176)",Secret Passage,Jungle,X-Large,43.7998267019246,279
279,"Frozen(288, 0)",Secret Passage,Frozen,X-Large,64.0199533062305,280
280,"Volcanic(64, -80)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,281
281,"Volcanic(-176, 16)",Weird Rocks,Volcanic,X-Large,48.30447499254473,282
282,"Volcanic(304, 32)",Weird Rocks,Volcanic,X-Large,48.30447499254473,283
283,"Frozen(-208, -48)",Mystic Symbol,Frozen,X-Large,68.51325972544102,284
284,"Volcanic(-96, 80)",Secret Passage,Volcanic,X-Large,57.2799099814617,285
285,"Jungle(-144, 144)",Weird Rocks,Jungle,X-Large,34.824282740429595,286
286,"Jungle(304, -272)",Weird Rocks,Jungle,X-Large,34.824282740429595,287
287,"Moon(96, 96)",Weird Rocks,Moon,X-Large,61.78466612182518,288
288,"Volcanic(32, 64)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,289
289,"Dystopia(256, -80)",Secret Passage,Dystopia,X-Large,50.53986890335991,290
290,"Jungle(-64, -96)",Mystic Symbol,Jungle,X-Large,48.29321400838028,291
291,"Volcanic(240, 32)",Secret Passage,Volcanic,X-Large,57.2799099814617,292
292,"Dystopia(288, 80)",Strange Artifact,Dystopia,X-Large,59.56029165652308,293
293,"Frozen(256, -96)",Secret Passage,Frozen,X-Large,64.0199533062305,294
294,"Dystopia(-80, 144)",Secret Passage,Dystopia,X-Large,50.53986890335991,295
295,"Frozen(-64, -96)",Weird Rocks,Frozen,X-Large,55.044571118976414,296
296,"Jungle(-336, -160)",Weird Rocks,Jungle,X-Large,34.824282740429595,297
297,"Jungle(240, -208)",Secret Passage,Jungle,X-Large,43.7998267019246,298
298,"Jungle(336, 0)",Weird Rocks,Jungle,X-Large,34.824282740429595,299
299,"Jungle(144, 128)",Strange Artifact,Jungle,X-Large,52.820303380084155,300
300,"Dystopia(256, 32)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,301
301,"Moon(-224, -16)",Mystic Symbol,Moon,X-Large,75.25327496487695,302
302,"Jungle(240, -192)",Secret Passage,Jungle,X-Large,43.7998267019246,303
303,"Volcanic(-224, -80)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,304
304,"Jungle(-256, -80)",Weird Rocks,Jungle,X-Large,34.824282740429595,305
305,"Dystopia(224, 176)",Strange Artifact,Dystopia,X-Large,59.56029165652308,306
306,"Dystopia(-48, 128)",Strange Artifact,Dystopia,X-Large,59.56029165652308,307
307,"Jungle(-48, 224)",Secret Passage,Jungle,X-Large,43.7998267019246,308
308,"Jungle(256, -208)",Mystic Symbol,Jungle,X-Large,48.29321400838028,309
309,"Volcanic(-208, 16)",Weird Rocks,Volcanic,X-Large,48.30447499254473,310
310,"Volcanic(-80, -80)",Weird Rocks,Volcanic,X-Large,48.30447499254473,311
311,"Volcanic(304, -64)",Strange Artifact,Volcanic,X-Large,66.3002810565449,312
312,"Volcanic(-48, -192)",Strange Artifact,Volcanic,X-Large,66.3002810565449,313
313,"Frozen(-48, 64)",Weird Rocks,Frozen,X-Large,55.044571118976414,314
314,"Moon(-192, 160)",Strange Artifact,Moon,X-Large,79.78025760967216,315
315,"Jungle(16, 128)",Mystic Symbol,Jungle,X-Large,48.29321400838028,316
316,"Jungle(-32, -64)",Weird Rocks,Jungle,X-Large,34.824282740429595,317
317,"Jungle(-48, -96)",Secret Passage,Jungle,X-Large,43.7998267019246,318
318,"Dystopia(-112, -160)",Secret Passage,Dystopia,X-Large,50.53986890335991,319
319,"Jungle(-48, -176)",Secret Passage,Jungle,X-Large,43.7998267019246,320
320,"Jungle(-240, -176)",Mystic Symbol,Jungle,X-Large,48.29321400838028,321
321,"Dystopia(-256, 208)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,322
322,"Frozen(256, -16)",Strange Artifact,Frozen,X-Large,73.04026820965032,323
323,"Dystopia(-160, 176)",Strange Artifact,Dystopia,X-Large,59.56029165652308,324
324,"Dystopia(336, 112)",Weird Rocks,Dystopia,X-Large,41.56437998944656,325
