,Location rarity score,Underground rarity score,Region rarity score,Size rarity score,Trait count rarity score,Rarity score,Token Id
39,10000.0,5.561735261401558,3.846153846153846,100.0,1.0,10110.407889107555,40
40,10000.0,4.543389368468878,3.125,100.0,1.0,10108.66838936847,41
41,10000.0,3.8446751249519417,7.142857142857142,100.0,1.0,10111.987532267809,42
42,10000.0,4.543389368468878,3.846153846153846,100.0,1.0,10109.389543214624,43
43,10000.0,4.543389368468878,7.142857142857142,100.0,1.0,10112.686246511326,44
44,10000.0,3.8446751249519417,5.0,100.0,1.0,10109.844675124952,45
45,10000.0,2.941176470588235,5.0,100.0,1.0,10108.941176470587,46
46,10000.0,4.543389368468878,3.846153846153846,100.0,1.0,10109.389543214624,47
47,10000.0,2.941176470588235,5.0,100.0,1.0,10108.941176470587,48
48,10000.0,5.561735261401558,3.125,100.0,1.0,10109.6867352614,49
49,10000.0,2.941176470588235,3.846153846153846,100.0,1.0,10107.787330316742,50
50,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,51
51,10000.0,4.543389368468878,7.142857142857142,100.0,1.0,10112.686246511326,52
52,10000.0,3.8446751249519417,3.125,100.0,1.0,10107.969675124952,53
53,10000.0,3.8446751249519417,12.5,100.0,1.0,10117.344675124952,54
54,10000.0,2.941176470588235,3.846153846153846,100.0,1.0,10107.787330316742,55
55,10000.0,4.543389368468878,3.846153846153846,100.0,1.0,10109.389543214624,56
56,10000.0,2.941176470588235,12.5,100.0,1.0,10116.441176470587,57
57,10000.0,3.8446751249519417,3.125,100.0,1.0,10107.969675124952,58
58,10000.0,5.561735261401558,12.5,100.0,1.0,10119.0617352614,59
59,10000.0,3.8446751249519417,3.846153846153846,100.0,1.0,10108.690828971106,60
60,10000.0,4.543389368468878,3.125,100.0,1.0,10108.66838936847,61
61,10000.0,2.941176470588235,5.0,100.0,1.0,10108.941176470587,62
62,10000.0,3.8446751249519417,5.0,100.0,1.0,10109.844675124952,63
63,10000.0,3.8446751249519417,5.0,100.0,1.0,10109.844675124952,64
64,10000.0,5.561735261401558,5.0,100.0,1.0,10111.5617352614,65
65,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,66
66,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,67
67,10000.0,5.561735261401558,3.846153846153846,100.0,1.0,10110.407889107555,68
68,10000.0,5.561735261401558,5.0,100.0,1.0,10111.5617352614,69
69,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,70
70,10000.0,3.8446751249519417,3.125,100.0,1.0,10107.969675124952,71
71,10000.0,3.8446751249519417,3.846153846153846,100.0,1.0,10108.690828971106,72
72,10000.0,4.543389368468878,3.125,100.0,1.0,10108.66838936847,73
73,10000.0,2.941176470588235,3.846153846153846,100.0,1.0,10107.787330316742,74
74,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,75
75,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,76
76,10000.0,4.543389368468878,7.142857142857142,100.0,1.0,10112.686246511326,77
77,10000.0,5.561735261401558,7.142857142857142,100.0,1.0,10113.704592404258,78
78,10000.0,2.941176470588235,3.846153846153846,100.0,1.0,10107.787330316742,79
79,10000.0,3.8446751249519417,7.142857142857142,100.0,1.0,10111.987532267809,80
80,10000.0,4.543389368468878,5.0,100.0,1.0,10110.54338936847,81
81,10000.0,2.941176470588235,12.5,100.0,1.0,10116.441176470587,82
82,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,83
83,10000.0,5.561735261401558,3.125,100.0,1.0,10109.6867352614,84
84,10000.0,5.561735261401558,5.0,100.0,1.0,10111.5617352614,85
85,10000.0,3.8446751249519417,7.142857142857142,100.0,1.0,10111.987532267809,86
86,10000.0,2.941176470588235,7.142857142857142,100.0,1.0,10111.084033613444,87
87,10000.0,3.8446751249519417,3.846153846153846,100.0,1.0,10108.690828971106,88
88,10000.0,2.941176470588235,3.125,100.0,1.0,10107.066176470587,89
89,10000.0,4.543389368468878,3.846153846153846,100.0,1.0,10109.389543214624,90
90,10000.0,2.941176470588235,12.5,100.0,1.0,10116.441176470587,91
91,10000.0,2.941176470588235,5.0,100.0,1.0,10108.941176470587,92
92,10000.0,4.543389368468878,3.846153846153846,100.0,1.0,10109.389543214624,93
93,10000.0,2.941176470588235,5.0,100.0,1.0,10108.941176470587,94
94,10000.0,3.8446751249519417,5.0,100.0,1.0,10109.844675124952,95
95,10000.0,2.941176470588235,7.142857142857142,100.0,1.0,10111.084033613444,96
96,10000.0,5.561735261401558,3.125,100.0,1.0,10109.6867352614,97
97,10000.0,5.561735261401558,3.846153846153846,100.0,1.0,10110.407889107555,98
98,10000.0,2.941176470588235,5.0,100.0,1.0,10108.941176470587,99
99,10000.0,2.941176470588235,7.142857142857142,100.0,1.0,10111.084033613444,100
100,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,101
101,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,102
102,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,103
103,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,104
104,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,105
105,10000.0,2.941176470588235,12.5,5.2631578947368425,1.0,10021.704334365324,106
106,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,107
107,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,108
108,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,109
109,10000.0,2.941176470588235,12.5,5.2631578947368425,1.0,10021.704334365324,110
110,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,111
111,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,112
112,10000.0,3.8446751249519417,12.5,5.2631578947368425,1.0,10022.607833019689,113
113,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,114
114,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,115
115,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,116
116,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,117
117,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,118
118,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,119
119,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,120
120,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,121
121,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,122
122,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,123
123,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,124
124,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,125
125,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,126
126,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,127
127,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,128
128,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,129
129,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,130
130,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,131
131,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,132
132,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,133
133,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,134
134,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,135
135,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,136
136,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,137
137,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,138
138,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,139
139,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,140
140,10000.0,4.543389368468878,5.0,5.2631578947368425,1.0,10015.806547263206,141
141,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,142
142,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,143
143,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,144
144,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,145
145,10000.0,2.941176470588235,12.5,5.2631578947368425,1.0,10021.704334365324,146
146,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,147
147,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,148
148,10000.0,3.8446751249519417,12.5,5.2631578947368425,1.0,10022.607833019689,149
149,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,150
150,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,151
151,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,152
152,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,153
153,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,154
154,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,155
155,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,156
156,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,157
157,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,158
158,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,159
159,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,160
160,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,161
161,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,162
162,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,163
163,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,164
164,10000.0,5.561735261401558,7.142857142857142,5.2631578947368425,1.0,10018.967750298994,165
165,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,166
166,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,167
167,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,168
168,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,169
169,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,170
170,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,171
171,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,172
172,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,173
173,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,174
174,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,175
175,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,176
176,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,177
177,10000.0,4.543389368468878,12.5,5.2631578947368425,1.0,10023.306547263206,178
178,10000.0,3.8446751249519417,12.5,5.2631578947368425,1.0,10022.607833019689,179
179,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,180
180,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,181
181,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,182
182,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,183
183,10000.0,5.561735261401558,7.142857142857142,5.2631578947368425,1.0,10018.967750298994,184
184,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,185
185,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,186
186,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,187
187,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,188
188,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,189
189,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,190
190,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,191
191,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,192
192,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,193
193,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,194
194,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,195
195,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,196
196,10000.0,5.561735261401558,7.142857142857142,5.2631578947368425,1.0,10018.967750298994,197
197,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,198
198,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,199
199,10000.0,2.941176470588235,12.5,5.2631578947368425,1.0,10021.704334365324,200
200,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,201
201,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,202
202,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,203
203,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,204
204,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,205
205,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,206
206,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,207
207,10000.0,4.543389368468878,5.0,5.2631578947368425,1.0,10015.806547263206,208
208,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,209
209,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,210
210,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,211
211,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,212
212,10000.0,3.8446751249519417,12.5,5.2631578947368425,1.0,10022.607833019689,213
213,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,214
214,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,215
215,10000.0,5.561735261401558,7.142857142857142,5.2631578947368425,1.0,10018.967750298994,216
216,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,217
217,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,218
218,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,219
219,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,220
220,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,221
221,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,222
222,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,223
223,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,224
224,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,225
225,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,226
226,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,227
227,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,228
228,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,229
229,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,230
230,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,231
231,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,232
232,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,233
233,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,234
234,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,235
235,10000.0,2.941176470588235,12.5,5.2631578947368425,1.0,10021.704334365324,236
236,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,237
237,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,238
238,10000.0,4.543389368468878,5.0,5.2631578947368425,1.0,10015.806547263206,239
239,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,240
240,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,241
241,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,242
242,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,243
243,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,244
244,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,245
245,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,246
246,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,247
247,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,248
248,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,249
249,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,250
250,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,251
251,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,252
252,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,253
253,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,254
254,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,255
255,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,256
256,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,257
257,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,258
258,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,259
259,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,260
260,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,261
261,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,262
262,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,263
263,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,264
264,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,265
265,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,266
266,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,267
267,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,268
268,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,269
269,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,270
270,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,271
271,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,272
272,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,273
273,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,274
274,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,275
275,10000.0,5.561735261401558,12.5,5.2631578947368425,1.0,10024.324893156137,276
276,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,277
277,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,278
278,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,279
279,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,280
280,10000.0,4.543389368468878,5.0,5.2631578947368425,1.0,10015.806547263206,281
281,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,282
282,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,283
283,10000.0,4.543389368468878,7.142857142857142,5.2631578947368425,1.0,10017.949404406063,284
284,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,285
285,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,286
286,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,287
287,10000.0,2.941176470588235,12.5,5.2631578947368425,1.0,10021.704334365324,288
288,10000.0,4.543389368468878,5.0,5.2631578947368425,1.0,10015.806547263206,289
289,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,290
290,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,291
291,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,292
292,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,293
293,10000.0,3.8446751249519417,7.142857142857142,5.2631578947368425,1.0,10017.250690162546,294
294,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,295
295,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,296
296,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,297
297,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,298
298,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,299
299,10000.0,5.561735261401558,3.125,5.2631578947368425,1.0,10014.949893156137,300
300,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,301
301,10000.0,4.543389368468878,12.5,5.2631578947368425,1.0,10023.306547263206,302
302,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,303
303,10000.0,4.543389368468878,5.0,5.2631578947368425,1.0,10015.806547263206,304
304,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,305
305,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,306
306,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,307
307,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,308
308,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,309
309,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,310
310,10000.0,2.941176470588235,5.0,5.2631578947368425,1.0,10014.204334365324,311
311,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,312
312,10000.0,5.561735261401558,5.0,5.2631578947368425,1.0,10016.824893156137,313
313,10000.0,2.941176470588235,7.142857142857142,5.2631578947368425,1.0,10016.347191508181,314
314,10000.0,5.561735261401558,12.5,5.2631578947368425,1.0,10024.324893156137,315
315,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,316
316,10000.0,2.941176470588235,3.125,5.2631578947368425,1.0,10012.329334365324,317
317,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,318
318,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,319
319,10000.0,3.8446751249519417,3.125,5.2631578947368425,1.0,10013.232833019689,320
320,10000.0,4.543389368468878,3.125,5.2631578947368425,1.0,10013.931547263206,321
321,10000.0,4.543389368468878,3.846153846153846,5.2631578947368425,1.0,10014.65270110936,322
322,10000.0,5.561735261401558,7.142857142857142,5.2631578947368425,1.0,10018.967750298994,323
323,10000.0,5.561735261401558,3.846153846153846,5.2631578947368425,1.0,10015.671047002292,324
324,10000.0,2.941176470588235,3.846153846153846,5.2631578947368425,1.0,10013.050488211478,325
325,10000.0,3.8446751249519417,3.846153846153846,5.2631578947368425,1.0,10013.953986865843,326
326,10000.0,3.8446751249519417,5.0,5.2631578947368425,1.0,10015.107833019689,327
